area_id,area_name,b25014001,b25014001_moe,b25014002,b25014002_moe,b25014003,b25014003_moe,b25014004,b25014004_moe,b25014005,b25014005_moe,b25014006,b25014006_moe,b25014007,b25014007_moe,b25014008,b25014008_moe,b25014009,b25014009_moe,b25014010,b25014010_moe,b25014011,b25014011_moe,b25014012,b25014012_moe,b25014013,b25014013_moe
1,Southwest,23226,383,14808,462,12594,485,2177,284,37,54,0,48,0,48,8418,488,6825,472,1532,295,24,52,37,71,0,48
2,Delridge Neighborhoods,14850,356,7724,382,6159,392,1378,209,147,81,40,49,0,38,7126,444,4625,432,2053,334,115,92,308,141,25,52
3,Greater Duwamish,16086,331,8359,418,5655,393,2302,290,282,109,97,72,23,48,7727,450,4162,397,2850,376,346,133,250,133,119,105
4,Southeast,17612,387,10861,427,8625,449,1975,278,236,88,25,47,0,45,6751,473,4248,430,1990,341,367,171,146,109,0,45
5,Central,13921,329,6894,359,5792,343,1049,215,53,47,0,34,0,34,7027,395,4818,388,2011,298,138,99,60,47,0,34
6,East,29701,474,8008,453,6782,440,1161,227,9,47,56,58,0,47,21693,578,14137,661,7066,602,158,101,332,174,0,47
7,Northeast,30311,401,16806,426,14573,450,2194,256,15,59,11,60,13,61,13505,502,7917,499,5327,463,141,98,111,105,9,59
8,North,19461,351,9074,354,7460,354,1586,225,19,46,0,43,9,43,10387,449,6486,494,3545,433,272,135,84,84,0,43
9,Northwest,33168,437,17569,559,14682,563,2773,304,50,62,16,58,48,89,15599,594,10184,589,5057,486,280,132,49,93,29,70
10,Ballard,21236,330,11602,423,9881,422,1714,245,7,43,0,43,0,43,9634,493,6433,466,3048,453,106,70,38,56,9,45
11,Lake Union,24520,524,7184,387,6018,369,1129,202,19,48,18,42,0,42,17336,590,10982,631,5699,531,135,84,520,216,0,42
12,Magnolia/Queen Anne,29974,461,14092,515,11999,539,2048,301,0,51,45,66,0,51,15882,596,11115,626,4569,516,80,79,118,94,0,51
13,Downtown,11410,381,2175,304,1707,279,415,148,9,30,41,45,3,29,9235,420,5201,422,3689,390,113,73,217,104,15,33
