area_id,area_name,b13012001,b13012001_moe,b13012002,b13012002_moe,b13012003,b13012003_moe,b13012004,b13012004_moe,b13012005,b13012005_moe,b13012006,b13012006_moe,b13012007,b13012007_moe,b13012008,b13012008_moe,b13012009,b13012009_moe,b13012010,b13012010_moe,b13012011,b13012011_moe,b13012012,b13012012_moe,b13012013,b13012013_moe,b13012014,b13012014_moe,b13012015,b13012015_moe
1,Southwest,12415,575,659,174,580,164,404,125,176,107,79,67,45,57,34,60,11756,571,5419,375,4681,379,738,175,6337,563,5451,526,886,222
2,Delridge Neighborhoods,9609,591,707,200,492,170,416,161,76,62,215,108,125,96,90,70,8902,608,3569,352,2814,326,755,192,5333,537,4213,454,1120,284
3,Greater Duwamish,11263,669,803,222,642,197,396,152,246,136,161,106,72,78,89,82,10460,685,4880,410,3732,374,1148,235,5580,623,4256,533,1324,269
4,Southeast,11186,625,674,191,629,186,461,161,168,103,45,61,45,61,0,45,10512,653,4359,433,3454,411,905,204,6153,598,4597,504,1556,329
5,Central,8628,516,494,169,451,160,325,136,126,84,43,61,21,39,22,56,8134,538,2626,278,2164,266,462,139,5508,523,4590,484,918,222
6,East,16360,798,519,206,404,192,135,107,269,163,115,85,66,67,49,68,15841,797,3719,424,3076,399,643,162,12122,749,9964,664,2158,318
7,Northeast,25224,1152,952,197,765,171,518,147,247,106,187,111,137,103,50,66,24272,1163,6788,430,5175,393,1613,258,17484,1125,11837,942,5647,668
8,North,10264,563,421,134,311,109,134,64,177,92,110,91,42,61,68,79,9843,565,4046,336,3174,329,872,184,5797,537,4724,500,1073,245
9,Northwest,20023,779,1248,255,1084,228,703,190,381,139,164,116,49,62,115,111,18775,794,8041,516,6676,497,1365,237,10734,760,9199,704,1535,300
10,Ballard,12306,595,739,189,676,182,456,153,220,123,63,54,21,45,42,52,11567,636,5073,401,4256,407,817,159,6494,611,5672,568,822,228
11,Lake Union,14926,886,400,135,352,130,248,115,104,91,48,55,47,56,1,40,14526,897,3787,383,3097,348,690,180,10739,870,9433,819,1306,307
12,Magnolia/Queen Anne,17806,957,793,207,709,199,473,167,236,112,84,79,58,71,26,61,17013,967,6213,461,4879,422,1334,264,10800,931,9373,852,1427,286
13,Downtown,4259,425,87,69,87,69,26,38,61,65,0,29,0,29,0,29,4172,427,1393,257,1215,248,178,89,2779,372,2431,349,348,124
