area_id,area_name,b25115001,b25115001_moe,b25115002,b25115002_moe,b25115003,b25115003_moe,b25115004,b25115004_moe,b25115005,b25115005_moe,b25115006,b25115006_moe,b25115007,b25115007_moe,b25115008,b25115008_moe,b25115009,b25115009_moe,b25115010,b25115010_moe,b25115011,b25115011_moe,b25115012,b25115012_moe,b25115013,b25115013_moe,b25115014,b25115014_moe,b25115015,b25115015_moe,b25115016,b25115016_moe,b25115017,b25115017_moe,b25115018,b25115018_moe,b25115019,b25115019_moe,b25115020,b25115020_moe,b25115021,b25115021_moe,b25115022,b25115022_moe,b25115023,b25115023_moe,b25115024,b25115024_moe,b25115025,b25115025_moe,b25115026,b25115026_moe,b25115027,b25115027_moe
1,Southwest,23226,383,14808,462,9091,408,8100,408,3522,261,4578,346,991,202,242,89,124,70,118,69,749,186,352,126,397,139,5717,445,8418,488,2524,357,1478,276,538,148,940,229,1046,248,220,128,77,73,143,112,826,210,586,194,240,101,5894,456
2,Delridge Neighborhoods,14850,356,7724,382,4517,316,3469,301,1400,210,2069,249,1048,192,376,130,190,87,186,113,672,145,330,110,342,104,3207,336,7126,444,3381,382,1737,297,793,191,944,237,1644,311,382,168,134,74,248,154,1262,273,943,244,319,144,3745,392
3,Greater Duwamish,16086,331,8359,418,5974,384,4357,358,1959,270,2398,262,1617,261,487,157,230,105,257,119,1130,222,324,123,806,187,2385,298,7727,450,4049,388,2268,329,1311,265,957,225,1781,298,578,171,161,102,417,141,1203,277,869,237,334,144,3678,366
4,Southeast,17612,387,10861,427,7371,422,5496,369,2145,245,3351,338,1875,294,373,132,194,109,179,80,1502,284,576,191,926,205,3490,350,6751,473,3327,401,1534,329,858,262,676,198,1793,327,578,178,213,104,365,155,1215,280,723,227,492,183,3424,417
5,Central,13921,329,6894,359,3904,317,3284,299,1369,193,1915,251,620,159,159,82,100,67,59,64,461,144,116,65,345,128,2990,327,7027,395,1923,281,1028,221,431,174,597,143,895,234,159,101,57,67,102,83,736,215,493,181,243,118,5104,377
6,East,29701,474,8008,453,3290,297,3084,288,1050,159,2034,248,206,84,54,58,21,48,33,54,152,77,74,63,78,63,4718,425,21693,578,3624,423,2650,392,555,212,2095,336,974,216,304,125,110,71,194,113,670,196,467,162,203,118,18069,655
7,Northeast,30311,401,16806,426,11647,400,10204,400,4807,278,5397,318,1443,229,376,130,179,103,197,91,1067,197,514,141,553,139,5159,390,13505,502,3092,356,2107,289,707,135,1400,260,985,215,342,130,82,68,260,122,643,173,273,96,370,150,10413,499
8,North,19461,351,9074,354,5636,312,4894,316,2055,208,2839,262,742,159,237,94,68,58,169,83,505,131,119,64,386,117,3438,327,10387,449,3529,404,1914,297,646,177,1268,252,1615,300,536,180,74,77,462,173,1079,247,716,220,363,133,6858,459
9,Northwest,33168,437,17569,559,10980,481,9467,478,3786,285,5681,414,1513,229,391,127,221,106,170,87,1122,196,428,127,694,159,6589,483,15599,594,4472,448,3223,408,1466,280,1757,314,1249,247,254,107,133,88,121,77,995,230,492,171,503,165,11127,578
10,Ballard,21236,330,11602,423,7213,336,6397,336,2605,240,3792,292,816,176,252,109,187,97,65,57,564,145,253,97,311,112,4389,368,9634,493,3326,410,2286,359,830,217,1456,296,1040,247,324,153,168,113,156,105,716,188,392,136,324,132,6308,477
11,Lake Union,24520,524,7184,387,3870,298,3380,284,1452,183,1928,232,490,134,158,91,48,55,110,80,332,104,141,81,191,79,3314,337,17336,590,2807,382,2008,310,384,127,1624,284,799,242,399,199,197,120,202,162,400,133,289,115,111,71,14529,627
12,Magnolia/Queen Anne,29974,461,14092,515,8260,413,7671,406,3398,287,4273,341,589,161,158,92,112,86,46,56,431,143,153,97,278,113,5832,457,15882,596,3886,434,3187,407,900,233,2287,343,699,179,164,88,55,61,109,77,535,162,362,142,173,91,11996,607
13,Downtown,11410,381,2175,304,764,199,730,199,12,31,718,198,34,36,0,29,0,29,0,29,34,36,11,32,23,34,1411,273,9235,420,1537,252,1246,223,350,105,896,195,291,121,93,81,39,57,54,63,198,91,144,82,54,51,7698,442
