area_id,area_name,b02001001,b02001001_moe,b02001002,b02001002_moe,b02001003,b02001003_moe,b02001004,b02001004_moe,b02001005,b02001005_moe,b02001006,b02001006_moe,b02001007,b02001007_moe,b02001008,b02001008_moe,b02001009,b02001009_moe,b02001010,b02001010_moe
1,Southwest,49334,1084,43018,1122,918,276,361,183,2314,365,131,126,334,200,2258,453,111,93,2147,443
2,Delridge Neighborhoods,34331,1051,20663,1097,4694,685,232,161,5554,687,275,182,992,449,1921,385,217,121,1704,352
3,Greater Duwamish,47182,1787,14008,1090,8561,1268,464,245,20739,1408,497,307,826,452,2087,500,165,112,1922,486
4,Southeast,45972,1502,18965,1117,11678,1205,377,184,11410,980,353,356,807,558,2382,545,70,76,2312,538
5,Central,29698,992,17930,826,6516,871,170,111,2912,432,9,36,335,170,1826,524,64,78,1762,517
6,East,51309,1222,39283,1314,3878,616,772,262,4613,581,64,67,654,195,2045,375,96,72,1949,370
7,Northeast,79252,1825,61149,1694,1758,409,372,167,10993,974,105,80,847,324,4028,513,209,125,3819,503
8,North,40013,1085,28625,1040,1968,495,371,230,5928,713,247,191,1209,444,1665,384,80,65,1585,377
9,Northwest,69963,1450,54294,1360,2847,661,595,237,6812,659,314,178,1273,396,3828,661,302,188,3526,639
10,Ballard,44470,1019,39076,1013,345,195,147,90,2131,363,121,137,368,202,2282,454,183,153,2099,434
11,Lake Union,44304,1326,35178,1218,1291,379,447,175,4603,650,70,92,569,259,2146,424,158,133,1988,396
12,Magnolia/Queen Anne,59677,1403,50034,1394,1551,543,444,193,4264,550,32,60,637,220,2715,565,314,254,2401,525
13,Downtown,17411,916,10491,626,1882,582,178,108,3662,529,18,37,393,163,787,239,39,67,748,230
