area_id,area_name,b25007001,b25007001_moe,b25007002,b25007002_moe,b25007003,b25007003_moe,b25007004,b25007004_moe,b25007005,b25007005_moe,b25007006,b25007006_moe,b25007007,b25007007_moe,b25007008,b25007008_moe,b25007009,b25007009_moe,b25007010,b25007010_moe,b25007011,b25007011_moe,b25007012,b25007012_moe,b25007013,b25007013_moe,b25007014,b25007014_moe,b25007015,b25007015_moe,b25007016,b25007016_moe,b25007017,b25007017_moe,b25007018,b25007018_moe,b25007019,b25007019_moe,b25007020,b25007020_moe,b25007021,b25007021_moe
1,Southwest,23226,383,14808,462,26,54,1361,250,3180,305,3333,344,1564,228,1724,248,1998,226,979,171,643,148,8418,488,356,136,2694,331,1620,276,1394,266,708,204,564,168,502,167,259,96,321,116
2,Delridge Neighborhoods,14850,356,7724,382,19,42,1272,234,2000,273,2010,233,653,156,530,140,662,127,397,110,181,82,7126,444,468,182,2088,329,1653,305,1088,229,409,141,409,148,651,177,267,116,93,63
3,Greater Duwamish,16086,331,8359,418,155,103,946,212,1813,259,2094,262,888,190,704,155,758,158,641,136,360,115,7727,450,560,172,2157,327,1614,311,1321,254,453,148,275,110,704,185,484,161,159,99
4,Southeast,17612,387,10861,427,96,77,743,186,2388,284,2599,289,1440,234,1238,220,1357,199,598,122,402,118,6751,473,493,177,1324,304,1599,331,1281,300,487,162,683,203,657,172,201,86,26,47
5,Central,13921,329,6894,359,61,81,771,170,1690,241,1476,237,813,185,765,156,718,150,444,117,156,70,7027,395,824,213,2210,324,1241,244,923,205,379,145,225,102,727,167,281,90,217,96
6,East,29701,474,8008,453,103,83,1169,228,1809,291,1608,251,668,176,835,173,1102,178,449,124,265,97,21693,578,2923,358,8954,623,3510,461,2370,356,818,208,938,240,1018,221,749,187,413,117
7,Northeast,30311,401,16806,426,84,67,1416,223,3569,287,3910,311,1892,244,1844,221,2232,227,1346,172,513,121,13505,502,4419,395,4494,410,1574,276,1296,259,529,125,258,110,339,121,344,151,252,107
8,North,19461,351,9074,354,47,53,1233,236,1586,200,1911,235,1305,182,1035,171,866,178,682,131,409,123,10387,449,1355,275,3139,368,1939,310,1322,289,673,183,382,118,632,167,440,132,505,175
9,Northwest,33168,437,17569,559,114,88,2627,348,4175,356,3556,323,2085,270,1863,250,1522,210,1125,186,502,121,15599,594,1789,318,5559,494,2584,342,1760,291,664,165,766,201,849,238,709,162,919,177
10,Ballard,21236,330,11602,423,52,65,1452,235,2423,262,2765,288,1635,235,1074,179,984,155,899,179,318,105,9634,493,561,168,4008,425,1862,303,1270,266,610,157,449,129,559,158,186,97,129,100
11,Lake Union,24520,524,7184,387,71,58,1319,223,2023,264,1472,193,560,126,682,138,669,120,287,93,101,65,17336,590,2569,330,7774,561,2870,350,1724,299,922,227,481,164,530,154,267,97,199,82
12,Magnolia/Queen Anne,29974,461,14092,515,65,58,1503,266,3087,341,2940,292,1711,237,1623,244,1703,241,1105,212,355,111,15882,596,1668,329,6989,545,2790,385,1730,293,691,211,578,167,599,172,402,117,435,128
13,Downtown,11410,381,2175,304,29,40,387,145,361,159,452,152,244,110,155,85,388,129,123,86,36,63,9235,420,856,230,2367,344,1704,276,1469,265,808,174,701,199,688,156,477,113,165,70
