area_id,area_name,b25036001,b25036001_moe,b25036002,b25036002_moe,b25036003,b25036003_moe,b25036004,b25036004_moe,b25036005,b25036005_moe,b25036006,b25036006_moe,b25036007,b25036007_moe,b25036008,b25036008_moe,b25036009,b25036009_moe,b25036010,b25036010_moe,b25036011,b25036011_moe,b25036012,b25036012_moe,b25036013,b25036013_moe,b25036014,b25036014_moe,b25036015,b25036015_moe,b25036016,b25036016_moe,b25036017,b25036017_moe,b25036018,b25036018_moe,b25036019,b25036019_moe,b25036020,b25036020_moe,b25036021,b25036021_moe
1,Southwest,23226,383,14808,462,18,54,1002,219,756,164,1050,199,830,179,947,181,2709,287,2640,316,4856,400,8418,488,0,48,600,153,1057,244,899,220,836,204,1059,213,1359,271,1136,229,1472,302
2,Delridge Neighborhoods,14850,356,7724,382,17,44,1173,226,589,147,526,147,563,132,465,138,1092,214,1600,214,1699,240,7126,444,73,62,1215,217,675,178,745,215,1338,267,921,240,711,192,601,188,847,226
3,Greater Duwamish,16086,331,8359,418,12,47,1448,219,811,184,471,147,537,169,588,145,1385,214,938,190,2169,260,7727,450,0,45,1677,254,603,186,518,160,655,180,775,196,1075,242,708,206,1716,277
4,Southeast,17612,387,10861,427,0,45,930,208,840,179,375,125,356,134,929,192,2053,265,1372,231,4006,370,6751,473,73,75,811,221,608,188,208,114,909,241,1493,326,1321,296,596,202,732,201
5,Central,13921,329,6894,359,34,50,978,194,361,119,535,163,230,108,194,104,434,128,432,145,3696,314,7027,395,0,34,957,195,364,114,603,189,1056,261,710,206,562,189,448,155,2327,304
6,East,29701,474,8008,453,30,57,1118,214,625,152,976,205,420,145,947,223,483,145,282,110,3127,318,21693,578,222,192,2285,367,1331,248,1054,214,1944,324,2815,387,2030,336,1323,289,8689,584
7,Northeast,30311,401,16806,426,33,61,1024,175,516,142,522,145,1140,192,818,172,2734,273,3550,296,6469,343,13505,502,27,66,1668,256,1046,232,1187,217,1660,287,1771,302,1208,224,1460,277,3478,392
8,North,19461,351,9074,354,0,43,606,153,607,153,708,140,904,162,829,179,1920,231,1725,233,1775,239,10387,449,193,125,1244,220,1263,233,1440,294,2609,357,1359,259,1142,248,478,137,659,181
9,Northwest,33168,437,17569,559,31,60,1697,259,1011,210,1425,232,926,201,903,190,2361,269,2064,276,7151,404,15599,594,34,62,1838,305,1896,336,2301,330,2337,367,2230,332,1565,296,903,223,2495,320
10,Ballard,21236,330,11602,423,11,45,1061,202,578,143,509,142,276,93,599,145,1557,208,1998,244,5013,366,9634,493,268,129,1087,257,691,219,955,221,1556,275,1266,228,1146,230,955,211,1710,312
11,Lake Union,24520,524,7184,387,0,42,1433,244,317,108,445,121,369,130,239,95,170,88,336,107,3875,291,17336,590,109,100,3578,408,2408,358,1425,279,2254,333,1565,303,1227,252,670,193,4100,454
12,Magnolia/Queen Anne,29974,461,14092,515,37,62,1447,254,1002,193,1131,231,1056,235,987,201,1262,221,1620,243,5550,390,15882,596,51,66,1640,288,1162,283,1518,316,2430,363,2349,325,2012,345,1380,301,3340,396
13,Downtown,11410,381,2175,304,0,29,820,229,547,171,530,137,78,55,9,31,0,29,0,29,191,81,9235,420,52,63,2295,316,1502,233,812,192,471,123,283,110,299,119,342,135,3179,338
