area_id,area_name,b25012001,b25012001_moe,b25012002,b25012002_moe,b25012003,b25012003_moe,b25012004,b25012004_moe,b25012005,b25012005_moe,b25012006,b25012006_moe,b25012007,b25012007_moe,b25012008,b25012008_moe,b25012009,b25012009_moe,b25012010,b25012010_moe,b25012011,b25012011_moe,b25012012,b25012012_moe,b25012013,b25012013_moe,b25012014,b25012014_moe,b25012015,b25012015_moe,b25012016,b25012016_moe,b25012017,b25012017_moe
1,Southwest,23226,383,14808,462,4112,271,3998,267,1317,230,603,165,2078,254,114,73,10696,446,8418,488,1275,252,1201,253,583,201,133,92,485,142,74,69,7143,464
2,Delridge Neighborhoods,14850,356,7724,382,2146,249,1920,248,705,167,371,119,844,185,226,111,5578,364,7126,444,1946,301,1870,296,562,203,392,125,916,213,76,62,5180,442
3,Greater Duwamish,16086,331,8359,418,2848,317,2513,303,724,190,426,147,1363,235,335,117,5511,369,7727,450,2523,306,2341,300,687,210,779,193,875,206,182,101,5204,402
4,Southeast,17612,387,10861,427,3368,307,2915,293,899,196,435,124,1581,253,453,135,7493,422,6751,473,2033,324,1794,312,485,183,534,209,775,211,239,126,4718,440
5,Central,13921,329,6894,359,1686,229,1585,205,742,173,199,83,644,140,101,101,5208,335,7027,395,1060,241,981,231,367,166,218,135,396,132,79,83,5967,379
6,East,29701,474,8008,453,1189,166,1145,165,225,105,167,78,753,131,44,60,6819,453,21693,578,1155,244,1132,241,793,239,89,66,250,110,23,59,20538,614
7,Northeast,30311,401,16806,426,5602,299,5500,299,1542,227,853,154,3105,273,102,73,11204,419,13505,502,1078,165,1062,163,582,127,148,81,332,115,16,62,12427,489
8,North,19461,351,9074,354,2296,215,2242,212,832,158,262,82,1148,184,54,53,6778,351,10387,449,1587,285,1436,277,602,201,206,98,628,195,151,96,8800,445
9,Northwest,33168,437,17569,559,4610,315,4435,309,1608,226,532,137,2295,268,175,86,12959,535,15599,594,2187,330,2091,324,863,214,333,142,895,229,96,86,13412,583
10,Ballard,21236,330,11602,423,3111,253,3045,251,1240,207,468,117,1337,194,66,57,8491,395,9634,493,1438,266,1390,261,532,166,118,91,740,187,48,53,8196,473
11,Lake Union,24520,524,7184,387,1661,186,1641,187,832,179,232,84,577,121,20,44,5523,370,17336,590,870,184,870,184,491,158,95,83,284,107,0,42,16466,589
12,Magnolia/Queen Anne,29974,461,14092,515,3699,295,3663,294,1244,213,540,151,1879,247,36,57,10393,513,15882,596,1317,265,1317,265,693,208,201,127,423,140,0,51,14565,596
13,Downtown,11410,381,2175,304,23,33,23,33,9,30,3,29,11,32,0,29,2152,303,9235,420,541,135,533,133,302,89,104,74,127,70,8,31,8694,425
