Mortgage Status by Household Income
-----------------------------------
Universe: Owner-occupied Housing Units

B25098001 Total:
B25098002  With a mortgage:
B25098003   Less than $10,000
B25098004   $10,000 to $24,999
B25098005   $25,000 to $34,999
B25098006   $35,000 to $49,999
B25098007   $50,000 to $74,999
B25098008   $75,000 to $99,999
B25098009   $100,000 to $149,999
B25098010   $150,000 or more
B25098011  Not mortgaged:
B25098012   Less than $10,000
B25098013   $10,000 to $24,999
B25098014   $25,000 to $34,999
B25098015   $35,000 to $49,999
B25098016   $50,000 to $74,999
B25098017   $75,000 to $99,999
B25098018   $100,000 to $149,999
B25098019   $150,000 or more
