area_id,area_name,b11009001,b11009001_moe,b11009002,b11009002_moe,b11009003,b11009003_moe,b11009004,b11009004_moe,b11009005,b11009005_moe,b11009006,b11009006_moe,b11009007,b11009007_moe
1,Southwest,23226,383,2148,319,286,113,603,188,267,103,992,217,21078,459
2,Delridge Neighborhoods,14850,356,1394,257,215,93,566,195,160,71,453,130,13456,421
3,Greater Duwamish,16086,331,1220,244,196,90,601,186,132,81,291,103,14866,369
4,Southeast,17612,387,1436,276,147,80,568,207,307,104,414,152,16176,428
5,Central,13921,329,1445,241,290,94,431,132,161,68,563,175,12476,391
6,East,29701,474,2995,386,640,186,929,221,228,105,1198,241,26706,573
7,Northeast,30311,401,1974,274,133,74,816,187,303,112,722,159,28337,467
8,North,19461,351,1195,212,109,71,377,117,142,71,567,165,18266,396
9,Northwest,33168,437,3159,380,202,106,1350,251,247,96,1360,262,30009,541
10,Ballard,21236,330,2092,351,146,82,844,233,149,70,953,237,19144,453
11,Lake Union,24520,524,2867,365,304,116,1395,293,114,70,1054,213,21653,597
12,Magnolia/Queen Anne,29974,461,2206,322,242,90,700,201,140,72,1124,234,27768,540
13,Downtown,11410,381,582,162,125,71,164,80,59,61,234,106,10828,424
