area_id,area_name,b18107001,b18107001_moe,b18107002,b18107002_moe,b18107003,b18107003_moe,b18107004,b18107004_moe,b18107005,b18107005_moe,b18107006,b18107006_moe,b18107007,b18107007_moe,b18107008,b18107008_moe,b18107009,b18107009_moe,b18107010,b18107010_moe,b18107011,b18107011_moe,b18107012,b18107012_moe,b18107013,b18107013_moe,b18107014,b18107014_moe,b18107015,b18107015_moe,b18107016,b18107016_moe,b18107017,b18107017_moe,b18107018,b18107018_moe,b18107019,b18107019_moe,b18107020,b18107020_moe,b18107021,b18107021_moe,b18107022,b18107022_moe,b18107023,b18107023_moe,b18107024,b18107024_moe,b18107025,b18107025_moe,b18107026,b18107026_moe,b18107027,b18107027_moe
1,Southwest,39501,831,18361,633,4307,468,136,84,4171,466,11405,485,286,139,11119,465,1562,229,68,62,1494,226,1087,189,224,112,863,156,21140,608,5215,486,28,53,5187,485,12156,461,156,76,12000,463,1909,246,100,70,1809,242,1860,228,499,152,1361,208
2,Delridge Neighborhoods,27239,837,13277,606,4843,515,60,74,4783,514,7119,458,295,125,6824,445,878,162,81,62,797,156,437,127,131,87,306,106,13962,598,4655,493,130,97,4525,485,7469,410,327,115,7142,414,1146,196,134,67,1012,188,692,148,228,94,464,120
3,Greater Duwamish,36164,1229,18547,954,6167,608,44,56,6123,607,10124,729,445,145,9679,699,1254,242,130,90,1124,226,1002,177,376,133,626,151,17617,695,5795,492,73,79,5722,488,8592,499,269,113,8323,500,1355,228,160,82,1195,221,1875,256,614,163,1261,232
4,Southeast,35391,1101,16658,785,4092,533,61,58,4031,528,10266,575,343,134,9923,581,1375,224,149,98,1226,203,925,166,218,92,707,137,18733,733,5044,526,136,101,4908,521,10680,538,606,184,10074,526,1728,250,293,126,1435,219,1281,217,454,139,827,154
5,Central,24751,808,11901,679,4053,556,49,51,4004,553,6482,448,175,103,6307,445,911,170,69,53,842,165,455,129,116,84,339,102,12850,616,4822,449,0,34,4822,449,6085,443,271,114,5814,428,1026,211,29,39,997,209,917,167,392,126,525,139
6,East,45510,1084,23223,908,11019,849,48,61,10971,849,10028,653,395,166,9633,650,1247,227,55,64,1192,220,929,161,135,73,794,151,22287,831,11606,716,43,59,11563,715,7667,544,373,143,7294,540,1596,248,101,64,1495,242,1418,211,299,100,1119,197
7,Northeast,67673,1728,32809,1257,16770,1217,87,81,16683,1218,12859,473,175,91,12684,468,1905,207,147,101,1758,192,1275,192,257,96,1018,179,34864,1151,17432,1118,107,84,17325,1115,13202,468,107,72,13095,465,2113,231,74,65,2039,229,2117,322,566,268,1551,195
8,North,33698,835,16783,705,6512,627,57,57,6455,627,8314,448,317,134,7997,440,976,200,94,66,882,199,981,186,298,125,683,145,16915,599,5506,476,57,53,5449,474,8438,408,328,120,8110,408,1179,194,169,96,1010,174,1792,245,526,142,1266,218
9,Northwest,58765,1177,28096,880,10518,738,145,89,10373,737,14425,620,452,171,13973,592,1598,233,132,80,1466,225,1555,236,354,127,1201,202,30669,825,11058,729,135,100,10923,727,14788,603,542,157,14246,592,1977,298,277,142,1700,266,2846,294,1049,203,1797,242
10,Ballard,37143,841,18145,626,6407,601,3,42,6404,600,9820,440,160,104,9660,446,1117,204,0,43,1117,204,801,142,101,62,700,134,18998,617,6335,523,30,58,6305,521,10107,436,120,84,9987,438,1271,189,56,56,1215,187,1285,205,292,121,993,178
11,Lake Union,40278,1256,21164,970,10968,914,169,158,10799,866,8703,544,186,94,8517,549,1046,186,53,81,993,170,447,148,117,123,330,90,19114,915,10241,827,26,46,10215,828,7371,459,184,99,7187,455,668,144,30,47,638,140,834,172,280,116,554,134
12,Magnolia/Queen Anne,50929,1205,24361,1006,9451,919,47,60,9404,918,12170,597,363,163,11807,574,1533,241,61,64,1472,239,1207,202,275,126,932,179,26568,977,10729,934,85,80,10644,934,12060,524,255,119,11805,528,1855,247,165,99,1690,243,1924,244,548,162,1376,206
13,Downtown,16078,745,9434,613,3086,463,41,47,3045,460,5031,429,465,158,4566,429,755,183,114,81,641,161,562,160,196,107,366,128,6644,478,2311,363,6,29,2305,362,3114,318,241,98,2873,300,729,186,67,69,662,169,490,121,199,79,291,123
