area_id,area_name,b19301g001,b19301g001_moe
1,Southwest,253644,55762
2,Delridge Neighborhoods,174958,50986
3,Greater Duwamish,207623,43597
4,Southeast,203270,56095
5,Central,195114,45823
6,East,398580,97178
7,Northeast,368055,81431
8,North,249415,58449
9,Northwest,317728,57342
10,Ballard,208293,84474
11,Lake Union,296906,76900
12,Magnolia/Queen Anne,264010,57035
13,Downtown,197837,94988
