area_id,area_name,b21001001,b21001001_moe,b21001002,b21001002_moe,b21001003,b21001003_moe,b21001004,b21001004_moe,b21001005,b21001005_moe,b21001006,b21001006_moe,b21001007,b21001007_moe,b21001008,b21001008_moe,b21001009,b21001009_moe,b21001010,b21001010_moe,b21001011,b21001011_moe,b21001012,b21001012_moe,b21001013,b21001013_moe,b21001014,b21001014_moe,b21001015,b21001015_moe,b21001016,b21001016_moe,b21001017,b21001017_moe,b21001018,b21001018_moe,b21001019,b21001019_moe,b21001020,b21001020_moe,b21001021,b21001021_moe,b21001022,b21001022_moe,b21001023,b21001023_moe,b21001024,b21001024_moe,b21001025,b21001025_moe,b21001026,b21001026_moe,b21001027,b21001027_moe,b21001028,b21001028_moe,b21001029,b21001029_moe,b21001030,b21001030_moe,b21001031,b21001031_moe,b21001032,b21001032_moe,b21001033,b21001033_moe,b21001034,b21001034_moe,b21001035,b21001035_moe,b21001036,b21001036_moe,b21001037,b21001037_moe,b21001038,b21001038_moe,b21001039,b21001039_moe
1,Southwest,40147,858,3791,413,36356,880,18559,642,3325,356,15234,640,4312,468,273,117,4039,468,8327,503,751,197,7576,495,3123,300,708,164,2415,279,1593,232,786,173,807,177,1204,197,807,165,397,128,21588,637,466,175,21122,637,5215,486,122,107,5093,483,8246,447,277,137,7969,436,3931,358,14,50,3917,359,1944,248,31,54,1913,248,2252,288,22,48,2230,288
2,Delridge Neighborhoods,27296,841,1978,295,25318,854,13299,609,1876,285,11423,615,4854,517,99,69,4755,518,5460,455,569,180,4891,434,1670,246,596,176,1074,200,878,162,342,111,536,127,437,127,270,108,167,81,13997,597,102,71,13895,596,4670,493,62,62,4608,490,5571,413,12,40,5559,412,1902,296,28,48,1874,293,1146,196,0,38,1146,196,708,148,0,38,708,148
3,Greater Duwamish,36328,1230,2108,324,34220,1225,18600,955,2012,320,16588,939,6181,608,320,148,5861,598,7378,641,459,163,6919,613,2748,419,522,171,2226,396,1263,243,314,129,949,205,1030,180,397,112,633,161,17728,695,96,65,17632,692,5812,492,0,45,5812,492,6206,524,45,57,6161,521,2437,301,29,48,2408,300,1357,228,15,49,1342,228,1916,257,7,45,1909,256
4,Southeast,35861,1154,2250,320,33611,1171,16827,807,2094,309,14733,823,4092,533,68,67,4024,537,7463,580,455,175,7008,562,2830,317,506,147,2324,300,1405,227,518,144,887,189,1037,193,547,135,490,142,19034,755,156,74,18878,761,5044,526,16,49,5028,526,7374,527,92,60,7282,524,3322,333,30,51,3292,331,1772,254,0,45,1772,254,1522,257,18,47,1504,252
5,Central,25152,808,1417,265,23735,832,12040,687,1306,262,10734,672,4057,557,151,101,3906,548,4940,429,352,147,4588,409,1582,250,154,76,1428,241,922,171,362,113,560,143,539,144,287,108,252,95,13112,613,111,59,13001,613,4827,449,11,37,4816,449,4212,367,43,44,4169,366,1905,282,12,36,1893,283,1051,213,11,36,1040,212,1117,194,34,39,1083,190
6,East,47276,1096,2634,360,44642,1088,24741,928,2454,350,22287,912,11670,854,253,125,11417,862,8330,635,549,191,7781,616,2505,321,495,146,2010,295,1266,228,564,169,702,168,970,165,593,133,377,114,22535,836,180,95,22355,837,11698,720,9,47,11689,720,5469,485,95,80,5374,482,2233,319,18,53,2215,318,1641,253,0,47,1641,253,1494,219,58,60,1436,217
7,Northeast,67740,1729,3247,355,64493,1743,32841,1259,3004,328,29837,1259,16777,1217,231,110,16546,1215,8989,468,526,175,8463,444,3892,303,828,167,3064,289,1908,207,565,128,1343,194,1275,192,854,174,421,112,34899,1151,243,110,34656,1144,17432,1118,70,77,17362,1113,9143,461,128,93,9015,458,4062,314,27,58,4035,314,2124,231,11,60,2113,231,2138,323,7,59,2131,324
8,North,33788,837,2053,270,31735,872,16807,706,1902,263,14905,716,6525,628,208,101,6317,625,5752,440,281,91,5471,430,2565,258,419,115,2146,242,979,200,379,137,600,155,986,186,615,164,371,113,16981,599,151,77,16830,600,5506,476,0,43,5506,476,5615,419,57,56,5558,417,2827,260,39,47,2788,258,1183,194,23,50,1160,193,1850,250,32,55,1818,244
9,Northwest,59391,1162,4348,443,55043,1137,28282,881,4002,430,24280,857,10518,738,528,183,9990,717,10573,551,940,218,9633,546,3890,379,806,221,3084,338,1625,234,700,154,925,183,1676,246,1028,191,648,176,31109,821,346,123,30763,819,11058,729,13,55,11045,730,10337,587,94,73,10243,586,4504,350,41,60,4463,347,2038,300,120,91,1918,292,3172,299,78,71,3094,298
10,Ballard,37206,842,2436,322,34770,852,18165,626,2196,310,15969,646,6407,601,266,180,6141,590,6943,445,365,117,6578,450,2877,308,555,135,2322,297,1117,204,457,142,660,165,821,144,553,126,268,86,19041,618,240,94,18801,619,6335,523,43,51,6292,524,7041,430,49,50,6992,428,3076,273,53,60,3023,274,1272,189,43,54,1229,186,1317,207,52,56,1265,207
