area_id,area_name,b25081001,b25081001_moe,b25081002,b25081002_moe,b25081003,b25081003_moe,b25081004,b25081004_moe,b25081005,b25081005_moe,b25081006,b25081006_moe,b25081007,b25081007_moe,b25081008,b25081008_moe
1,Southwest,14808,462,11140,462,3477,338,617,162,2860,312,141,85,7522,474,3668,315
2,Delridge Neighborhoods,7724,382,6291,376,1698,257,500,147,1198,228,97,71,4496,369,1433,204
3,Greater Duwamish,8359,418,5975,414,1274,223,434,139,840,173,130,104,4571,384,2384,262
4,Southeast,10861,427,8541,431,2551,315,688,190,1863,269,35,53,5955,422,2320,264
5,Central,6894,359,5511,372,1425,244,301,133,1124,197,147,110,3939,339,1383,205
6,East,8008,453,6038,424,1463,241,369,132,1094,214,57,69,4518,407,1970,265
7,Northeast,16806,426,12154,459,3334,316,663,161,2671,276,116,93,8704,458,4652,310
8,North,9074,354,6631,384,1830,239,398,122,1432,211,34,56,4767,365,2443,259
9,Northwest,17569,559,13484,559,4310,398,970,215,3340,346,148,99,9026,526,4085,342
10,Ballard,11602,423,8536,417,2440,276,465,137,1975,249,81,55,6015,403,3066,304
11,Lake Union,7184,387,5717,399,1557,232,295,120,1262,210,122,95,4038,350,1467,192
12,Magnolia/Queen Anne,14092,515,11037,516,3120,316,522,159,2598,294,108,86,7809,508,3055,319
13,Downtown,2175,304,1552,277,323,116,99,60,224,103,11,32,1218,248,623,197
