area_id,area_name,b09010001,b09010001_moe,b09010002,b09010002_moe,b09010003,b09010003_moe,b09010004,b09010004_moe,b09010005,b09010005_moe,b09010006,b09010006_moe,b09010007,b09010007_moe,b09010008,b09010008_moe,b09010009,b09010009_moe,b09010010,b09010010_moe,b09010011,b09010011_moe,b09010012,b09010012_moe,b09010013,b09010013_moe
1,Southwest,9048,515,378,166,378,166,232,132,23,58,123,104,0,48,8670,502,8529,491,6977,478,230,106,1322,335,141,110
2,Delridge Neighborhoods,6985,611,2093,518,2093,518,1135,528,65,74,893,316,0,38,4892,572,4882,572,3192,490,507,204,1183,291,10,39
3,Greater Duwamish,10767,1054,4645,1048,4629,1048,2678,934,249,184,1702,543,16,52,6122,721,6122,721,4387,647,496,196,1239,425,0,45
4,Southeast,10072,820,2713,618,2713,618,1124,394,329,189,1260,453,0,45,7359,775,7260,778,4959,723,393,195,1908,528,99,113
5,Central,4507,458,622,320,610,319,130,120,13,39,467,299,12,37,3885,374,3817,375,2852,377,212,141,753,262,68,108
6,East,3880,414,628,247,621,247,145,101,64,65,412,237,7,46,3252,370,3226,366,2743,377,78,63,405,183,26,61
7,Northeast,11330,464,482,183,470,182,97,90,96,90,277,154,12,60,10848,461,10834,462,9482,460,410,191,942,235,14,62
8,North,6164,475,1067,314,1067,314,349,170,25,47,693,258,0,43,5097,459,5045,453,3933,385,368,179,744,277,52,75
9,Northwest,10499,684,984,298,932,287,356,214,48,65,528,193,52,96,9515,668,9457,673,8171,626,422,185,864,250,58,77
10,Ballard,7156,465,526,238,526,238,252,146,141,138,133,140,0,43,6630,430,6591,437,5436,427,382,196,773,220,39,72
11,Lake Union,3814,330,393,206,329,184,60,79,0,42,269,172,64,100,3421,310,3407,312,2718,300,307,144,382,150,14,44
12,Magnolia/Queen Anne,8134,565,259,145,259,145,191,137,0,51,68,64,0,51,7875,563,7849,563,6968,563,243,141,638,222,26,55
13,Downtown,1003,413,505,379,505,379,228,171,227,339,50,54,0,29,498,214,498,214,274,93,19,40,205,195,0,29
