area_id,area_name,b99192001,b99192001_moe,b99192002,b99192002_moe,b99192003,b99192003_moe,b99192004,b99192004_moe,b99192005,b99192005_moe,b99192006,b99192006_moe,b99192007,b99192007_moe,b99192008,b99192008_moe
1,Southwest,23226,-1,19822,-1,337,-1,512,-1,244,-1,304,-1,682,-1,1325,-1
2,Delridge Neighborhoods,14850,-1,11659,-1,157,-1,352,-1,251,-1,327,-1,570,-1,1534,-1
3,Greater Duwamish,16086,-1,11560,-1,488,-1,467,-1,294,-1,721,-1,931,-1,1625,-1
4,Southeast,17612,-1,13424,-1,498,-1,307,-1,360,-1,393,-1,828,-1,1802,-1
5,Central,13921,-1,11029,-1,291,-1,355,-1,125,-1,298,-1,630,-1,1193,-1
6,East,29701,-1,24985,-1,774,-1,603,-1,170,-1,372,-1,594,-1,2203,-1
7,Northeast,30311,-1,24266,-1,692,-1,954,-1,431,-1,711,-1,1452,-1,1805,-1
8,North,19461,-1,15052,-1,368,-1,643,-1,235,-1,268,-1,618,-1,2277,-1
9,Northwest,33168,-1,26613,-1,541,-1,525,-1,465,-1,791,-1,1368,-1,2865,-1
10,Ballard,21236,-1,17332,-1,446,-1,435,-1,370,-1,550,-1,543,-1,1560,-1
11,Lake Union,24520,-1,20697,-1,369,-1,405,-1,182,-1,666,-1,580,-1,1621,-1
12,Magnolia/Queen Anne,29974,-1,24260,-1,568,-1,903,-1,262,-1,640,-1,761,-1,2580,-1
13,Downtown,11410,-1,9223,-1,319,-1,142,-1,129,-1,132,-1,271,-1,1194,-1
