area_id,area_name,b27019001,b27019001_moe,b27019002,b27019002_moe,b27019003,b27019003_moe,b27019004,b27019004_moe,b27019005,b27019005_moe,b27019006,b27019006_moe,b27019007,b27019007_moe,b27019008,b27019008_moe,b27019009,b27019009_moe,b27019010,b27019010_moe,b27019011,b27019011_moe,b27019012,b27019012_moe,b27019013,b27019013_moe,b27019014,b27019014_moe,b27019015,b27019015_moe,b27019016,b27019016_moe,b27019017,b27019017_moe,b27019018,b27019018_moe,b27019019,b27019019_moe,b27019020,b27019020_moe,b27019021,b27019021_moe,b27019022,b27019022_moe,b27019023,b27019023_moe,b27019024,b27019024_moe,b27019025,b27019025_moe,b27019026,b27019026_moe,b27019027,b27019027_moe,b27019028,b27019028_moe,b27019029,b27019029_moe,b27019030,b27019030_moe,b27019031,b27019031_moe,b27019032,b27019032_moe,b27019033,b27019033_moe,b27019034,b27019034_moe,b27019035,b27019035_moe,b27019036,b27019036_moe,b27019037,b27019037_moe,b27019038,b27019038_moe,b27019039,b27019039_moe,b27019040,b27019040_moe,b27019041,b27019041_moe,b27019042,b27019042_moe,b27019043,b27019043_moe
1,Southwest,37791,806,31373,784,723,277,527,215,301,145,279,170,196,128,3321,436,2720,381,2532,366,346,132,601,200,8717,625,7485,580,7021,552,702,215,1232,293,18612,804,17540,776,17370,781,441,142,1072,274,6418,366,387,127,387,127,287,111,387,127,0,48,1585,236,1583,236,1220,203,1528,232,2,47,1969,250,1969,250,1505,233,1930,249,0,48,2477,315,2477,315,2001,298,2266,286,0,48
2,Delridge Neighborhoods,24656,747,21503,720,2311,447,1311,280,788,220,531,185,1000,351,3664,507,3023,433,2412,383,720,234,641,203,7116,545,5829,509,5161,491,925,218,1287,242,8412,594,7693,590,7350,595,494,143,719,192,3153,278,726,198,686,192,288,107,686,192,40,56,786,166,786,166,570,151,764,166,0,38,897,201,897,201,518,161,851,197,0,38,744,173,744,173,368,104,725,172,0,38
3,Greater Duwamish,32141,1098,26655,1074,5853,721,4105,528,2703,467,1632,353,1748,443,5402,594,3989,473,3160,414,1098,277,1413,360,6592,586,5084,528,4499,509,867,212,1508,299,8808,736,7481,681,7095,647,502,179,1327,299,5486,372,2221,320,2205,319,740,186,2058,302,16,50,1253,271,1253,271,588,155,1176,264,0,45,1153,210,1128,207,580,142,1107,207,25,59,859,193,850,193,511,156,766,183,9,45
4,Southeast,31875,969,26566,904,3513,496,2183,350,1404,287,868,229,1330,406,4303,526,3158,444,2263,391,1002,261,1145,332,7463,660,5910,563,5125,506,992,261,1553,349,11287,672,10471,652,10259,644,405,130,816,216,5309,390,1515,255,1513,254,569,148,1476,250,2,44,1176,220,1164,218,624,160,1124,216,12,47,1121,216,1105,214,721,170,1068,211,16,56,1497,261,1497,261,1017,207,1452,259,0,45
5,Central,22145,745,18836,727,781,238,538,181,242,128,307,124,243,119,1564,360,1022,274,749,224,397,177,542,216,4410,490,3526,435,3105,407,614,206,884,239,12081,656,11304,609,11042,593,420,173,777,249,3309,275,566,141,566,141,168,79,566,141,0,34,621,164,604,166,390,129,599,164,17,42,749,185,749,185,559,167,749,185,0,34,1373,224,1373,224,911,194,1331,222,0,34
6,East,38353,1005,33163,1002,1179,297,757,231,311,157,499,181,422,204,2579,442,1905,342,1162,254,847,254,674,264,8640,755,6586,622,5752,600,1080,251,2054,412,20765,936,19032,899,18845,893,457,154,1733,348,5190,384,386,126,368,121,102,65,368,121,18,63,611,155,602,154,293,100,589,153,9,47,1090,218,1090,218,694,185,1050,211,0,47,3103,346,3049,341,2277,317,2962,341,54,73
7,Northeast,45575,936,38165,914,445,184,296,131,104,85,206,114,149,106,2209,378,1745,339,1430,309,364,141,464,161,6223,580,5294,532,4855,506,607,186,929,242,29288,844,27765,826,27551,813,480,150,1523,304,7410,366,350,133,337,131,170,100,317,123,13,61,1068,215,1055,213,715,160,1041,210,13,61,1523,305,1523,305,1285,295,1490,304,0,59,4469,316,4455,316,3599,292,4130,318,14,61
8,North,29974,771,25046,798,1654,325,1039,248,748,199,422,169,615,193,3142,524,1942,331,1575,301,475,168,1200,422,6588,556,5458,513,4819,498,765,196,1130,243,13662,694,12583,688,12297,684,501,154,1079,222,4928,323,678,173,678,173,376,144,662,173,0,43,1195,242,1155,240,680,170,1137,237,40,60,1103,209,1103,209,758,183,1095,208,0,43,1952,251,1896,247,1397,216,1831,247,56,88
9,Northwest,53214,1173,45238,1154,1574,360,831,249,520,193,401,165,743,268,4473,580,3130,403,2662,365,654,207,1343,401,11685,811,9581,750,8441,653,1438,358,2104,381,27506,1022,25407,984,25005,979,855,208,2099,387,7976,455,967,216,960,216,708,186,949,214,7,52,1870,273,1834,272,1302,221,1762,267,36,60,2443,351,2421,350,1820,318,2316,321,22,61,2696,321,2691,320,1999,287,2527,311,5,52
10,Ballard,34467,748,29993,737,824,266,587,198,461,173,134,99,237,177,2707,501,2152,467,1905,450,379,195,555,196,7396,663,6060,591,5827,588,393,141,1336,274,19066,786,18119,770,17951,770,450,211,947,267,4474,277,449,128,449,128,331,111,449,128,0,43,1100,203,1100,203,705,154,1089,202,0,43,1199,222,1182,220,990,213,1116,215,17,48,1726,233,1686,231,1229,207,1574,222,40,64
