area_id,area_name,b17012001,b17012001_moe,b17012002,b17012002_moe,b17012003,b17012003_moe,b17012004,b17012004_moe,b17012005,b17012005_moe,b17012006,b17012006_moe,b17012007,b17012007_moe,b17012008,b17012008_moe,b17012009,b17012009_moe,b17012010,b17012010_moe,b17012011,b17012011_moe,b17012012,b17012012_moe,b17012013,b17012013_moe,b17012014,b17012014_moe,b17012015,b17012015_moe,b17012016,b17012016_moe,b17012017,b17012017_moe,b17012018,b17012018_moe,b17012019,b17012019_moe,b17012020,b17012020_moe,b17012021,b17012021_moe,b17012022,b17012022_moe,b17012023,b17012023_moe,b17012024,b17012024_moe,b17012025,b17012025_moe,b17012026,b17012026_moe,b17012027,b17012027_moe,b17012028,b17012028_moe,b17012029,b17012029_moe,b17012030,b17012030_moe,b17012031,b17012031_moe,b17012032,b17012032_moe,b17012033,b17012033_moe,b17012034,b17012034_moe,b17012035,b17012035_moe
1,Southwest,11615,463,302,125,202,91,101,69,101,73,0,48,0,48,100,92,19,55,0,48,19,55,0,48,0,48,81,85,19,54,62,82,0,48,0,48,11313,474,9376,453,5328,405,3590,293,444,153,14,50,1937,304,443,149,261,125,172,87,10,49,0,48,1494,266,519,156,935,219,40,51,0,48
2,Delridge Neighborhoods,7898,410,892,207,314,132,75,75,50,57,137,86,52,73,578,183,46,52,0,38,46,52,0,38,0,38,532,180,103,93,328,153,101,78,0,38,7006,410,4892,387,2775,322,1857,269,237,103,23,50,2114,308,712,203,381,172,301,116,30,50,0,38,1402,244,472,128,859,212,71,61,0,38
3,Greater Duwamish,10023,429,1230,254,484,153,147,79,169,110,68,66,100,90,746,200,130,87,39,54,91,80,0,45,0,45,616,187,71,74,381,159,87,92,77,77,8793,432,6141,418,3033,310,2495,297,573,167,40,65,2652,366,935,214,529,172,374,131,26,52,6,47,1717,325,833,201,790,229,61,76,33,66
4,Southeast,10698,475,1216,275,499,195,272,152,88,76,133,107,6,45,717,204,211,104,29,52,156,99,26,50,0,45,506,181,94,82,253,137,151,99,8,44,9482,490,6531,452,3576,352,2386,318,501,170,68,72,2951,390,740,200,443,153,297,134,0,45,0,45,2211,346,883,215,1081,266,234,145,13,48
5,Central,5827,366,465,178,202,122,60,47,99,112,43,48,0,34,263,130,48,65,0,34,48,65,0,34,0,34,215,115,82,79,100,74,33,60,0,34,5362,341,4110,315,2387,267,1587,226,136,80,0,34,1252,248,270,103,161,100,109,69,0,34,0,34,982,231,391,134,525,181,66,74,0,34
6,East,6914,493,531,155,126,69,74,57,52,59,0,47,0,47,405,146,60,63,0,47,60,63,0,47,0,47,345,146,91,68,254,135,0,47,0,47,6383,481,5608,459,4028,397,1345,243,208,80,27,55,775,191,298,124,227,117,71,58,0,47,0,47,477,160,150,102,301,125,26,56,0,47
7,Northeast,14739,465,600,151,168,84,56,66,103,76,9,59,0,59,432,135,191,103,156,101,17,59,18,59,0,59,241,98,97,79,80,69,64,70,0,59,14139,454,12143,448,6695,389,4880,308,559,123,9,59,1996,289,527,156,270,116,247,112,10,60,0,59,1469,244,785,187,676,154,8,59,0,59
8,North,9165,448,755,196,309,110,181,91,73,54,55,61,0,43,446,169,94,84,63,82,20,45,11,45,0,43,352,152,26,49,286,147,40,51,0,43,8410,426,6499,390,3913,337,2421,260,165,74,0,43,1911,293,679,181,472,155,207,106,0,43,0,43,1232,247,627,154,569,188,36,56,0,43
9,Northwest,15452,570,760,200,319,136,139,81,169,118,11,55,0,54,441,154,67,66,40,63,27,56,0,54,0,54,374,148,109,83,251,133,14,54,0,54,14692,570,12371,560,7154,498,4721,340,496,165,0,54,2321,297,578,153,243,97,335,128,0,54,0,54,1743,264,970,203,773,183,0,54,0,54
10,Ballard,10539,437,288,112,176,88,59,62,80,66,37,49,0,43,112,75,36,50,0,43,36,50,0,43,0,43,76,67,31,62,45,50,0,43,0,43,10251,437,8507,433,5097,400,3125,294,285,95,0,43,1744,291,540,180,214,114,311,139,15,47,0,43,1204,227,589,163,603,164,12,45,0,43
11,Lake Union,6677,455,386,181,135,76,121,73,14,44,0,42,0,42,251,169,119,145,119,145,0,42,0,42,0,42,132,97,13,45,119,94,0,42,0,42,6291,420,5253,395,3419,355,1682,207,152,76,0,42,1038,220,438,166,193,110,217,125,28,47,0,42,600,151,281,98,305,118,14,44,0,42
12,Magnolia/Queen Anne,12146,520,230,98,147,81,82,69,65,69,0,51,0,51,83,64,16,54,16,54,0,51,0,51,0,51,67,61,23,55,44,58,0,51,0,51,11916,520,10711,513,6454,462,3790,354,467,124,0,51,1205,235,306,117,139,82,167,94,0,51,0,51,899,209,416,137,470,163,13,54,0,51
13,Downtown,2301,306,448,154,291,121,211,106,55,53,18,36,7,30,157,100,63,76,32,60,0,29,0,29,31,55,94,71,40,42,26,45,28,53,0,29,1853,266,1685,257,1403,242,272,87,7,30,3,29,168,77,30,39,14,33,16,34,0,29,0,29,138,69,37,43,101,60,0,29,0,29
