area_id,area_name,b14001001,b14001001_moe,b14001002,b14001002_moe,b14001003,b14001003_moe,b14001004,b14001004_moe,b14001005,b14001005_moe,b14001006,b14001006_moe,b14001007,b14001007_moe,b14001008,b14001008_moe,b14001009,b14001009_moe,b14001010,b14001010_moe
1,Southwest,47652,1038,9397,636,1087,230,590,175,1871,266,1789,265,1474,251,1750,294,836,213,38255,862
2,Delridge Neighborhoods,32692,990,7595,620,442,140,385,122,1367,270,1338,254,1884,356,1808,352,371,128,25097,808
3,Greater Duwamish,45315,1655,11429,865,759,199,668,192,2124,355,2401,384,2104,351,2798,380,575,159,33886,1252
4,Southeast,43959,1457,10889,884,517,150,754,208,1988,350,2294,361,2346,402,2378,394,612,185,33070,1078
5,Central,28632,972,6105,639,465,146,369,146,972,226,718,200,767,213,1930,361,884,222,22527,767
6,East,50347,1173,10815,859,475,150,229,93,788,155,707,230,802,182,5584,707,2230,342,39532,1043
7,Northeast,77110,1818,32142,1535,1430,232,694,163,2687,302,2273,284,2343,389,18717,1334,3998,468,44968,1041
8,North,38549,1033,8950,727,621,145,358,128,1216,222,1029,223,1183,233,3257,522,1286,243,29599,885
9,Northwest,67313,1369,13820,828,1135,206,588,139,2338,344,1890,303,1500,269,3960,493,2409,379,53493,1166
10,Ballard,42793,990,8610,639,954,196,378,118,1298,224,1284,230,1357,284,1955,373,1384,272,34183,857
11,Lake Union,43138,1302,10683,935,523,137,227,86,824,187,539,142,494,162,5087,812,2989,425,32455,1038
12,Magnolia/Queen Anne,57693,1357,12772,991,1091,248,512,151,1587,268,1622,293,1165,243,5330,862,1465,319,44921,1006
13,Downtown,17064,864,2057,522,113,95,36,54,156,122,195,120,114,65,964,353,479,190,15007,719
