area_id,area_name,b11007001,b11007001_moe,b11007002,b11007002_moe,b11007003,b11007003_moe,b11007004,b11007004_moe,b11007005,b11007005_moe,b11007006,b11007006_moe,b11007007,b11007007_moe,b11007008,b11007008_moe,b11007009,b11007009_moe,b11007010,b11007010_moe,b11007011,b11007011_moe
1,Southwest,23226,383,5096,301,2676,293,2420,253,2007,229,413,149,18130,406,6089,438,12041,431,9608,422,2433,336
2,Delridge Neighborhoods,14850,356,2524,231,1329,225,1195,175,1095,168,100,60,12326,382,3776,369,8550,412,6803,402,1747,292
3,Greater Duwamish,16086,331,4209,282,1670,231,2539,239,2490,243,49,61,11877,425,2810,328,9067,463,7533,427,1534,267
4,Southeast,17612,387,3977,287,1368,224,2609,265,2476,264,133,76,13635,409,3787,424,9848,480,8222,468,1626,309
5,Central,13921,329,2704,226,1573,205,1131,157,971,160,160,76,11217,358,4140,390,7077,372,4856,350,2221,307
6,East,29701,474,4170,315,2731,305,1439,195,1283,183,156,79,25531,527,14869,653,10662,586,5631,478,5031,492
7,Northeast,30311,401,5413,253,2316,261,3097,208,2812,207,285,105,24898,450,8067,520,16831,532,11927,449,4904,439
8,North,19461,351,3889,272,2136,272,1753,188,1677,188,76,57,15572,420,6296,450,9276,442,7488,426,1788,279
9,Northwest,33168,437,6287,350,3515,339,2772,267,2543,259,229,99,26881,488,8802,557,18079,578,12909,538,5170,485
10,Ballard,21236,330,3500,228,1741,230,1759,195,1579,190,180,81,17736,354,5890,442,11846,424,8960,414,2886,383
11,Lake Union,24520,524,2233,221,1110,194,1123,171,997,166,126,72,22287,530,11590,639,10697,568,5680,445,5017,477
12,Magnolia/Queen Anne,29974,461,4987,274,2607,285,2380,250,2140,245,240,119,24987,491,11232,604,13755,557,10006,497,3749,436
13,Downtown,11410,381,1932,194,1317,197,615,157,572,154,43,51,9478,397,6793,458,2685,347,1729,282,956,224
