area_id,area_name,b08137001,b08137001_moe,b08137002,b08137002_moe,b08137003,b08137003_moe,b08137004,b08137004_moe,b08137005,b08137005_moe,b08137006,b08137006_moe,b08137007,b08137007_moe,b08137008,b08137008_moe,b08137009,b08137009_moe,b08137010,b08137010_moe,b08137011,b08137011_moe,b08137012,b08137012_moe,b08137013,b08137013_moe,b08137014,b08137014_moe,b08137015,b08137015_moe,b08137016,b08137016_moe,b08137017,b08137017_moe,b08137018,b08137018_moe,b08137019,b08137019_moe,b08137020,b08137020_moe,b08137021,b08137021_moe
1,Southwest,27930,842,18551,817,9379,739,17803,854,12010,737,5793,575,2944,466,1827,354,1117,311,3879,430,2268,331,1611,288,481,155,221,102,260,118,699,182,602,174,97,68,2124,309,1623,276,501,147
2,Delridge Neighborhoods,18275,716,10696,640,7579,723,11239,623,6903,542,4336,494,2437,409,1539,290,898,294,2985,456,1240,242,1745,382,385,171,66,50,319,168,439,141,316,121,123,74,790,183,632,167,158,82
3,Greater Duwamish,23022,1097,13697,975,9325,1028,12986,866,7775,727,5211,726,3345,528,2026,416,1319,360,4605,560,2622,425,1983,386,696,189,372,141,324,125,900,236,591,184,309,138,490,143,311,107,179,101
4,Southeast,22014,937,15200,832,6814,783,13277,786,9451,643,3826,598,2620,420,1916,353,704,246,3743,480,2090,318,1653,397,484,164,270,115,214,123,750,205,513,157,237,138,1140,257,960,228,180,117
5,Central,17241,742,8850,586,8391,752,7795,586,4380,432,3415,514,1350,336,663,191,687,266,3442,448,1355,261,2087,394,2128,362,891,214,1237,305,1373,290,758,222,615,197,1153,251,803,214,350,136
6,East,31898,954,8908,621,22990,993,10865,754,4466,438,6399,644,1324,311,421,158,903,265,7200,671,1124,228,6076,643,9356,790,1686,316,7670,750,1430,303,468,148,962,256,1723,332,743,183,980,276
7,Northeast,39677,1166,22171,829,17506,1159,20240,907,13058,646,7182,769,3151,440,2084,337,1067,291,7740,670,2968,337,4772,583,3238,432,832,201,2406,383,2779,402,1350,236,1429,337,2529,341,1879,306,650,170
8,North,22317,884,11639,634,10678,880,12831,762,7038,507,5793,656,2604,382,1360,265,1244,311,4266,490,1832,243,2434,439,652,172,201,92,451,149,997,239,474,136,523,199,967,206,734,177,233,109
9,Northwest,40559,1074,23203,979,17356,1050,23594,919,14045,793,9549,748,4101,538,2227,376,1874,389,6715,579,3382,406,3333,454,1295,260,628,166,667,201,1974,315,982,192,992,249,2880,406,1939,313,941,268
10,Ballard,27246,896,14665,727,12581,946,15667,795,9198,582,6469,744,2648,454,1421,291,1227,361,4607,502,1837,278,2770,461,921,229,223,87,698,214,1451,260,887,200,564,175,1952,369,1099,237,853,282
11,Lake Union,29868,1182,9534,654,20334,1175,13348,816,4956,468,8392,728,2287,420,1087,283,1200,321,6300,643,1506,247,4794,620,4020,481,629,177,3391,460,2085,357,524,136,1561,331,1828,295,832,182,996,233
12,Magnolia/Queen Anne,35744,1133,16173,760,19571,1159,18938,931,9285,598,9653,852,2985,500,1740,354,1245,356,6508,614,2069,297,4439,573,3339,511,833,216,2506,473,1265,255,537,143,728,215,2709,353,1709,280,1000,229
13,Downtown,9610,597,2026,392,7584,549,2866,377,776,204,2090,316,464,256,61,47,403,252,2055,330,242,121,1813,301,3166,426,682,242,2484,337,200,114,15,34,185,111,859,228,250,125,609,195
