area_id,area_name,b17013001,b17013001_moe,b17013002,b17013002_moe,b17013003,b17013003_moe,b17013004,b17013004_moe,b17013005,b17013005_moe,b17013006,b17013006_moe,b17013007,b17013007_moe,b17013008,b17013008_moe,b17013009,b17013009_moe,b17013010,b17013010_moe,b17013011,b17013011_moe,b17013012,b17013012_moe,b17013013,b17013013_moe,b17013014,b17013014_moe,b17013015,b17013015_moe,b17013016,b17013016_moe,b17013017,b17013017_moe,b17013018,b17013018_moe,b17013019,b17013019_moe,b17013020,b17013020_moe,b17013021,b17013021_moe,b17013022,b17013022_moe,b17013023,b17013023_moe,b17013024,b17013024_moe,b17013025,b17013025_moe,b17013026,b17013026_moe,b17013027,b17013027_moe,b17013028,b17013028_moe,b17013029,b17013029_moe,b17013030,b17013030_moe,b17013031,b17013031_moe,b17013032,b17013032_moe,b17013033,b17013033_moe,b17013034,b17013034_moe,b17013035,b17013035_moe
1,Southwest,11615,463,302,125,202,91,101,69,101,73,0,48,0,48,100,92,19,55,19,55,0,48,0,48,0,48,81,85,19,54,62,82,0,48,0,48,11313,474,9376,453,4666,400,4084,332,612,169,14,50,1937,304,443,149,311,115,122,101,10,49,0,48,1494,266,1025,228,454,148,15,51,0,48
2,Delridge Neighborhoods,7898,410,892,207,314,132,75,75,25,44,162,93,52,73,578,183,46,52,46,52,0,38,0,38,0,38,532,180,222,141,276,119,34,49,0,38,7006,410,4892,387,2263,294,2057,270,492,143,80,55,2114,308,712,203,439,181,261,114,4,37,8,39,1402,244,771,204,518,157,88,66,25,43
3,Greater Duwamish,10023,429,1230,254,484,153,147,79,135,99,102,82,100,90,746,200,130,87,99,80,31,54,0,45,0,45,616,187,174,111,256,128,154,108,32,56,8793,432,6141,418,1918,257,2851,355,967,212,405,118,2652,366,935,214,421,147,373,139,109,77,32,54,1717,325,703,187,921,254,45,57,48,68
4,Southeast,10698,475,1216,275,499,195,255,151,50,55,150,114,44,59,717,204,211,104,48,58,149,95,14,48,0,45,506,181,206,129,176,100,96,84,28,62,9482,490,6531,452,2729,340,2802,332,739,181,261,117,2951,390,740,200,485,166,199,106,56,80,0,45,2211,346,1043,248,913,231,189,132,66,72
5,Central,5827,366,465,178,202,122,60,47,79,110,43,48,20,41,263,130,48,65,14,38,34,63,0,34,0,34,215,115,135,98,47,47,33,60,0,34,5362,341,4110,315,2008,266,1864,248,230,95,8,36,1252,248,270,103,192,100,78,56,0,34,0,34,982,231,561,168,382,152,39,59,0,34
6,East,6914,493,531,155,126,69,74,57,52,59,0,47,0,47,405,146,60,63,60,63,0,47,0,47,0,47,345,146,218,115,127,109,0,47,0,47,6383,481,5608,459,3841,397,1463,266,277,97,27,55,775,191,298,124,237,116,61,62,0,47,0,47,477,160,323,137,142,92,12,51,0,47
7,Northeast,14739,465,600,151,168,84,56,66,103,76,9,59,0,59,432,135,191,103,163,101,10,59,18,59,0,59,241,98,117,80,116,79,8,59,0,59,14139,454,12143,448,5754,391,5591,340,784,149,14,59,1996,289,527,156,286,115,223,115,18,60,0,59,1469,244,1067,206,402,133,0,59,0,59
8,North,9165,448,755,196,309,110,171,90,77,55,61,61,0,43,446,169,94,84,83,83,0,43,11,45,0,43,352,152,131,93,214,109,7,44,0,43,8410,426,6499,390,3269,321,2930,294,276,90,24,44,1911,293,679,181,533,165,143,83,3,42,0,43,1232,247,771,193,351,135,110,80,0,43
9,Northwest,15452,570,760,200,319,136,130,80,178,118,11,55,0,54,441,154,67,66,59,65,8,54,0,54,0,54,374,148,253,127,107,91,14,54,0,54,14692,570,12371,560,6318,485,5338,366,692,178,23,55,2321,297,578,153,372,114,206,114,0,54,0,54,1743,264,1168,221,531,159,44,60,0,54
10,Ballard,10539,437,288,112,176,88,59,62,35,52,73,62,9,46,112,75,36,50,26,49,10,44,0,43,0,43,76,67,54,65,22,45,0,43,0,43,10251,437,8507,433,4591,407,3518,321,398,113,0,43,1744,291,540,180,372,143,168,109,0,43,0,43,1204,227,905,191,299,114,0,43,0,43
11,Lake Union,6677,455,386,181,135,76,96,69,39,48,0,42,0,42,251,169,119,145,119,145,0,42,0,42,0,42,132,97,74,72,58,75,0,42,0,42,6291,420,5253,395,3205,349,1860,217,188,84,0,42,1038,220,438,166,365,158,64,60,9,42,0,42,600,151,482,138,118,72,0,42,0,42
12,Magnolia/Queen Anne,12146,520,230,98,147,81,71,67,76,70,0,51,0,51,83,64,16,54,16,54,0,51,0,51,0,51,67,61,41,58,26,51,0,51,0,51,11916,520,10711,513,5911,459,4222,378,578,143,0,51,1205,235,306,117,235,106,71,68,0,51,0,51,899,209,690,191,209,99,0,51,0,51
13,Downtown,2301,306,448,154,291,121,211,106,55,53,18,36,7,30,157,100,63,76,32,60,0,29,0,29,31,55,94,71,41,45,25,42,28,53,0,29,1853,266,1685,257,1334,239,341,101,7,30,3,29,168,77,30,39,0,29,30,39,0,29,0,29,138,69,98,57,40,44,0,29,0,29
