area_id,area_name,b14002001,b14002001_moe,b14002002,b14002002_moe,b14002003,b14002003_moe,b14002004,b14002004_moe,b14002005,b14002005_moe,b14002006,b14002006_moe,b14002007,b14002007_moe,b14002008,b14002008_moe,b14002009,b14002009_moe,b14002010,b14002010_moe,b14002011,b14002011_moe,b14002012,b14002012_moe,b14002013,b14002013_moe,b14002014,b14002014_moe,b14002015,b14002015_moe,b14002016,b14002016_moe,b14002017,b14002017_moe,b14002018,b14002018_moe,b14002019,b14002019_moe,b14002020,b14002020_moe,b14002021,b14002021_moe,b14002022,b14002022_moe,b14002023,b14002023_moe,b14002024,b14002024_moe,b14002025,b14002025_moe,b14002026,b14002026_moe,b14002027,b14002027_moe,b14002028,b14002028_moe,b14002029,b14002029_moe,b14002030,b14002030_moe,b14002031,b14002031_moe,b14002032,b14002032_moe,b14002033,b14002033_moe,b14002034,b14002034_moe,b14002035,b14002035_moe,b14002036,b14002036_moe,b14002037,b14002037_moe,b14002038,b14002038_moe,b14002039,b14002039_moe,b14002040,b14002040_moe,b14002041,b14002041_moe,b14002042,b14002042_moe,b14002043,b14002043_moe,b14002044,b14002044_moe,b14002045,b14002045_moe,b14002046,b14002046_moe,b14002047,b14002047_moe,b14002048,b14002048_moe,b14002049,b14002049_moe
1,Southwest,47652,1038,22110,753,4059,440,589,158,199,107,390,120,99,64,62,55,37,53,695,170,400,126,295,114,858,212,629,200,229,110,885,193,595,177,290,105,714,181,564,167,150,76,219,113,118,78,101,90,18051,621,25542,802,5338,508,498,165,156,103,342,132,491,169,390,158,101,70,1176,233,811,207,365,130,931,194,619,169,312,120,589,162,384,135,205,99,1036,238,809,204,227,128,617,182,265,113,352,146,20204,626
2,Delridge Neighborhoods,32692,990,16338,703,3890,414,256,117,172,103,84,65,272,109,240,104,32,45,866,258,723,218,143,90,598,174,580,173,18,40,938,215,775,201,163,89,784,208,728,201,56,56,176,91,103,79,73,54,12448,615,16354,707,3705,472,186,90,87,70,99,67,113,67,75,54,38,53,501,166,443,157,58,66,740,194,673,188,67,58,946,302,915,301,31,43,1024,249,867,230,157,97,195,83,116,65,79,60,12649,514
3,Greater Duwamish,45315,1655,22845,1158,5492,560,416,142,309,178,107,93,353,142,271,127,82,78,900,235,842,230,58,68,1011,246,936,232,75,78,1122,241,1081,235,41,61,1365,275,1214,261,151,95,325,137,68,62,257,129,17353,948,22470,1016,5937,636,343,145,224,127,119,69,315,141,292,135,23,57,1224,281,1174,273,50,81,1390,332,1313,326,77,67,982,235,858,224,124,91,1433,265,1334,257,99,76,250,92,115,73,135,69,16533,686
4,Southeast,43959,1457,21086,1040,5321,705,187,91,110,80,77,61,458,175,302,143,156,104,1007,242,854,228,153,79,1145,282,1005,274,140,78,1317,331,1176,324,141,77,950,268,792,237,158,133,257,129,123,81,134,106,15765,751,22873,878,5568,563,330,120,141,94,189,82,296,121,235,112,61,69,981,244,849,237,132,78,1149,246,972,236,177,85,1029,223,852,205,177,99,1428,311,1241,284,187,114,355,145,272,134,83,66,17305,731
5,Central,28632,972,13535,741,2611,418,194,100,29,56,165,88,206,102,191,99,15,38,484,174,407,163,77,64,342,154,302,148,40,47,213,101,172,96,41,44,815,261,531,160,284,196,357,141,154,104,203,98,10924,631,15097,726,3494,458,271,116,113,87,158,83,163,111,71,57,92,101,488,148,375,135,113,74,376,122,285,108,91,72,554,179,331,129,223,129,1115,264,626,211,489,162,527,154,224,90,303,131,11603,612
6,East,50347,1173,26444,975,5193,549,241,107,74,78,167,85,86,64,47,60,39,48,432,131,299,112,133,86,377,148,272,136,105,72,487,143,351,128,136,82,2494,428,1639,386,855,194,1076,241,578,185,498,152,21251,899,23903,880,5622,553,234,130,77,73,157,116,143,81,98,78,45,55,356,104,207,90,149,78,330,119,176,101,154,77,315,121,178,98,137,80,3090,446,1527,377,1563,251,1154,233,742,194,412,133,18281,767
7,Northeast,77110,1818,37462,1325,15738,1177,741,170,43,64,698,167,353,117,270,108,83,68,1464,234,1169,210,295,122,1050,189,655,147,395,126,1006,216,626,178,380,130,9022,1052,8608,1036,414,127,2102,362,1944,355,158,97,21724,737,39648,1226,16404,951,689,168,169,91,520,149,341,110,240,93,101,79,1223,198,969,182,254,104,1223,195,727,162,496,137,1337,271,971,249,366,128,9695,815,8966,809,729,232,1896,307,1464,288,432,137,23244,750
8,North,38549,1033,19295,797,4528,494,270,91,85,58,185,80,172,103,156,102,16,45,542,148,444,143,98,68,645,173,559,166,86,61,684,179,636,176,48,51,1618,371,1449,364,169,89,597,184,437,146,160,116,14767,695,19254,728,4422,463,351,120,126,74,225,100,186,76,78,62,108,63,674,171,564,161,110,70,384,127,315,118,69,56,499,139,444,130,55,64,1639,320,1340,287,299,149,689,152,508,135,181,86,14832,588
9,Northwest,67313,1369,32547,999,6929,650,724,166,138,94,586,139,332,113,262,107,70,66,1092,232,882,216,210,101,1152,256,855,221,297,141,748,213,601,206,147,81,1808,334,1532,301,276,159,1073,285,865,261,208,127,25618,846,34766,916,6891,553,411,134,91,71,320,124,256,102,143,85,113,76,1246,238,906,208,340,126,738,171,472,135,266,110,752,168,563,145,189,98,2152,337,1844,320,308,160,1336,264,975,240,361,120,27875,790
10,Ballard,42793,990,21102,738,4237,433,398,113,96,64,302,98,212,94,154,86,58,53,642,162,567,150,75,60,800,181,585,165,215,104,654,198,505,170,149,102,963,230,881,224,82,62,568,175,443,161,125,75,16865,622,21691,712,4373,470,556,160,114,90,442,134,166,76,153,75,13,45,656,150,402,119,254,105,484,149,321,131,163,83,703,191,521,166,182,102,992,231,913,222,79,71,816,229,559,185,257,133,17318,645
