area_id,area_name,b25055001,b25055001_moe,b25055002,b25055002_moe,b25055003,b25055003_moe,b25055004,b25055004_moe,b25055005,b25055005_moe,b25055006,b25055006_moe,b25055007,b25055007_moe,b25055008,b25055008_moe,b25055009,b25055009_moe,b25055010,b25055010_moe,b25055011,b25055011_moe,b25055012,b25055012_moe,b25055013,b25055013_moe
1,Southwest,8157,493,5921,443,0,48,5921,443,1244,257,0,48,1244,257,472,164,14,50,458,162,520,144,154,100,366,117
2,Delridge Neighborhoods,6907,439,5164,422,32,50,5132,421,791,200,0,38,791,200,613,175,12,41,601,178,339,126,142,90,197,86
3,Greater Duwamish,7392,448,5442,450,14,49,5428,449,695,175,0,45,695,175,664,180,18,46,646,179,591,165,25,50,566,163
4,Southeast,6617,472,4617,465,0,45,4617,465,1137,242,0,45,1137,242,636,170,25,50,611,167,227,90,0,45,227,90
5,Central,6876,397,5112,376,25,40,5087,377,586,172,48,48,538,171,713,167,83,69,630,153,465,110,33,44,432,108
6,East,21299,583,17534,617,100,93,17434,616,1668,303,9,47,1659,303,977,218,66,55,911,217,1120,199,510,140,610,157
7,Northeast,13124,507,11519,507,40,66,11479,507,769,158,17,59,752,157,273,113,5,58,268,112,563,163,156,88,407,150
8,North,10000,446,7591,461,48,75,7543,463,916,187,16,49,900,185,599,162,77,68,522,154,894,197,426,128,468,164
9,Northwest,15354,594,11554,591,0,54,11554,591,1376,255,16,58,1360,254,831,236,89,107,742,216,1593,221,693,150,900,171
10,Ballard,9500,489,7663,465,35,69,7628,461,1019,190,14,45,1005,189,547,157,27,59,520,151,271,108,35,56,236,108
11,Lake Union,17187,584,14846,600,90,111,14756,590,1394,277,47,67,1347,271,509,151,24,49,485,148,438,112,216,76,222,94
12,Magnolia/Queen Anne,15573,594,12973,568,8,51,12965,568,1249,267,0,51,1249,267,551,166,55,82,496,155,800,147,312,96,488,126
13,Downtown,9029,422,6257,400,57,52,6200,401,1483,248,11,33,1472,248,677,156,14,35,663,154,612,115,70,55,542,105
