area_id,area_name,b19113i001,b19113i001_moe
1,Southwest,813521,317972
2,Delridge Neighborhoods,372566,168150
3,Greater Duwamish,281861,94602
4,Southeast,485250,140882
5,Central,271489,74466
6,East,627998,340750
7,Northeast,974284,424971
8,North,582191,491333
9,Northwest,693326,532179
10,Ballard,243947,91689
11,Lake Union,150833,194933
12,Magnolia/Queen Anne,413784,182651
