area_id,area_name,c27005001,c27005001_moe,c27005002,c27005002_moe,c27005003,c27005003_moe,c27005004,c27005004_moe,c27005005,c27005005_moe,c27005006,c27005006_moe,c27005007,c27005007_moe,c27005008,c27005008_moe,c27005009,c27005009_moe,c27005010,c27005010_moe,c27005011,c27005011_moe,c27005012,c27005012_moe,c27005013,c27005013_moe,c27005014,c27005014_moe,c27005015,c27005015_moe,c27005016,c27005016_moe,c27005017,c27005017_moe,c27005018,c27005018_moe,c27005019,c27005019_moe,c27005020,c27005020_moe,c27005021,c27005021_moe
1,Southwest,48549,1060,22534,749,4173,382,454,150,3719,374,15712,599,2166,327,13546,601,2649,270,820,177,1829,243,26015,813,4875,451,607,166,4268,455,17371,574,2216,313,15155,575,3769,275,1740,260,2029,242
2,Delridge Neighborhoods,34224,1046,17099,744,3822,457,334,167,3488,462,11962,591,1127,245,10835,577,1315,190,372,112,943,183,17125,738,3163,422,281,143,2882,417,12124,580,1173,210,10951,600,1838,228,560,128,1278,216
3,Greater Duwamish,46942,1787,23664,1220,5117,610,359,139,4758,602,16291,919,1636,324,14655,926,2256,267,492,139,1764,262,23278,1093,5661,746,365,196,5296,738,14387,662,1423,278,12964,679,3230,292,865,181,2365,291
4,Southeast,45465,1460,22041,1076,5383,619,432,156,4951,628,14358,772,1684,311,12674,788,2300,264,702,156,1598,241,23424,885,4691,500,352,140,4339,498,15724,655,1504,262,14220,677,3009,299,892,181,2117,269
5,Central,29258,999,13968,737,2067,338,180,95,1887,328,10535,641,1156,256,9379,623,1366,208,532,132,834,177,15290,746,2440,319,175,86,2265,322,10907,590,1440,225,9467,605,1943,236,771,201,1172,198
6,East,49404,1211,25214,953,1991,269,207,109,1784,256,21047,889,2949,382,18098,904,2176,258,571,124,1605,237,24190,909,1903,305,220,112,1683,294,19273,816,2819,395,16454,780,3014,299,1416,236,1598,242
7,Northeast,79116,1823,38417,1330,5608,383,553,167,5055,376,29629,1252,5352,716,24277,1068,3180,230,1215,167,1965,220,40699,1229,5835,386,475,146,5360,375,30634,1120,5944,558,24690,1041,4230,340,1955,302,2275,252
8,North,39862,1083,19904,821,3121,338,259,105,2862,335,14826,700,1633,301,13193,699,1957,238,710,176,1247,186,19958,765,3043,347,277,109,2766,340,13944,567,2056,296,11888,560,2971,274,1184,210,1787,241
9,Northwest,69266,1459,33570,1026,5474,511,577,161,4897,506,24943,842,3279,412,21664,824,3153,311,1206,219,1947,253,35696,976,5027,477,738,215,4289,460,25846,796,3994,458,21852,778,4823,358,2247,300,2576,305
10,Ballard,44326,1011,21960,755,3815,375,362,135,3453,372,16227,600,2177,344,14050,617,1918,216,653,151,1265,198,22366,725,3368,351,448,149,2920,354,16442,576,2582,371,13860,622,2556,233,1073,173,1483,238
11,Lake Union,44115,1324,23170,1005,2006,263,458,182,1548,230,19671,948,2774,511,16897,888,1493,231,574,157,919,183,20945,981,1831,265,323,111,1508,258,17612,890,2624,382,14988,847,1502,206,494,137,1008,177
12,Magnolia/Queen Anne,59068,1388,28556,1098,4195,421,785,203,3410,404,21621,1006,3293,436,18328,948,2740,261,903,182,1837,247,30512,1094,3944,441,641,210,3303,415,22789,972,3873,454,18916,881,3779,284,1790,249,1989,244
13,Downtown,17106,915,10019,686,585,251,28,40,557,249,8117,584,833,257,7284,560,1317,222,372,142,945,200,7087,540,443,213,31,38,412,210,5425,449,494,154,4931,441,1219,204,283,115,936,179
