area_id,area_name,b19113h001,b19113h001_moe
1,Southwest,1006502,47288
2,Delridge Neighborhoods,682688,79715
3,Greater Duwamish,991735,132258
4,Southeast,888845,111415
5,Central,794623,98102
6,East,1476747,125685
7,Northeast,1881961,165072
8,North,968849,68781
9,Northwest,1649423,87898
10,Ballard,815369,52084
11,Lake Union,1080898,113064
12,Magnolia/Queen Anne,1406676,102687
13,Downtown,696380,217560
