area_id,area_name,b99234001,b99234001_moe,b99234002,b99234002_moe,b99234003,b99234003_moe,b99234004,b99234004_moe,b99234005,b99234005_moe
1,Southwest,41109,-1,30866,-1,1063,-1,29803,-1,10243,-1
2,Delridge Neighborhoods,28265,-1,21203,-1,1589,-1,19614,-1,7062,-1
3,Greater Duwamish,37253,-1,26320,-1,2592,-1,23728,-1,10933,-1
4,Southeast,36862,-1,24981,-1,1720,-1,23261,-1,11881,-1
5,Central,25606,-1,19038,-1,1261,-1,17777,-1,6568,-1
6,East,47668,-1,37258,-1,1980,-1,35278,-1,10410,-1
7,Northeast,68827,-1,53172,-1,3868,-1,49304,-1,15655,-1
8,North,34497,-1,25204,-1,1882,-1,23322,-1,9293,-1
9,Northwest,60193,-1,45661,-1,2764,-1,42897,-1,14532,-1
10,Ballard,38122,-1,30861,-1,1752,-1,29109,-1,7261,-1
11,Lake Union,40690,-1,34083,-1,1821,-1,32262,-1,6607,-1
12,Magnolia/Queen Anne,52029,-1,41606,-1,2170,-1,39436,-1,10423,-1
13,Downtown,16437,-1,11234,-1,691,-1,10543,-1,5203,-1
