area_id,area_name,b25065001,b25065001_moe
1,Southwest,10043900,702490
2,Delridge Neighborhoods,7085300,529607
3,Greater Duwamish,7330200,561102
4,Southeast,6677400,590575
5,Central,7530600,550885
6,East,23713500,853188
7,Northeast,16198400,823662
8,North,10582100,620908
9,Northwest,17683600,842972
10,Ballard,11707800,787095
11,Lake Union,21259500,939138
12,Magnolia/Queen Anne,19880500,960861
13,Downtown,9001800,675612
