area_id,area_name,b19313i001,b19313i001_moe
1,Southwest,73127300,21921805
2,Delridge Neighborhoods,88654400,16063140
3,Greater Duwamish,69456100,19193071
4,Southeast,71624000,20546433
5,Central,85952900,52233071
6,East,88353900,20134053
7,Northeast,55360000,11701203
8,North,63621100,13702292
9,Northwest,104574500,19148452
10,Ballard,87660500,27875125
11,Lake Union,72628100,15573951
12,Magnolia/Queen Anne,98017900,26388123
13,Downtown,17572400,8530280
