STUSAB,SUMLEV,COUNTY,COUSUB,PLACE,GEOID2,CHGOCA,TRACT,NAME
IL,080,031,14000,14000,29841400,29,841400,CA 29 Tract 841400
IL,080,031,14000,14000,29841500,29,841500,CA 29 Tract 841500
IL,080,031,14000,14000,29841600,29,841600,CA 29 Tract 841600
IL,080,031,14000,14000,29843000,29,843000,CA 29 Tract 843000
IL,080,031,14000,14000,29843100,29,843100,CA 29 Tract 843100
IL,080,031,14000,14000,29843300,29,843300,CA 29 Tract 843300
IL,080,031,14000,14000,29843400,29,843400,CA 29 Tract 843400
IL,080,031,14000,14000,30300500,30,300500,CA 30 Tract 300500
IL,080,031,14000,14000,30300600,30,300600,CA 30 Tract 300600
IL,080,031,14000,14000,30300700,30,300700,CA 30 Tract 300700
IL,080,031,14000,14000,30300800,30,300800,CA 30 Tract 300800
IL,080,031,14000,14000,30300900,30,300900,CA 30 Tract 300900
IL,080,031,14000,14000,30301100,30,301100,CA 30 Tract 301100
IL,080,031,14000,14000,30301200,30,301200,CA 30 Tract 301200
IL,080,031,14000,14000,30301600,30,301600,CA 30 Tract 301600
IL,080,031,14000,14000,30301701,30,301701,CA 30 Tract 301701
IL,080,031,14000,14000,30301702,30,301702,CA 30 Tract 301702
IL,080,031,14000,14000,30301801,30,301801,CA 30 Tract 301801
IL,080,031,14000,14000,30301802,30,301802,CA 30 Tract 301802
IL,080,031,14000,14000,30301803,30,301803,CA 30 Tract 301803
IL,080,031,14000,14000,30830500,30,830500,CA 30 Tract 830500
IL,080,031,14000,14000,30840700,30,840700,CA 30 Tract 840700
IL,080,031,14000,14000,30840800,30,840800,CA 30 Tract 840800
IL,080,031,14000,14000,30841700,30,841700,CA 30 Tract 841700
IL,080,031,14000,14000,30843500,30,843500,CA 30 Tract 843500
IL,080,031,14000,14000,31310200,31,310200,CA 31 Tract 310200
IL,080,031,14000,14000,31310300,31,310300,CA 31 Tract 310300
IL,080,031,14000,14000,31310400,31,310400,CA 31 Tract 310400
IL,080,031,14000,14000,31310500,31,310500,CA 31 Tract 310500
IL,080,031,14000,14000,31310600,31,310600,CA 31 Tract 310600
IL,080,031,14000,14000,31310700,31,310700,CA 31 Tract 310700
IL,080,031,14000,14000,31310800,31,310800,CA 31 Tract 310800
IL,080,031,14000,14000,31310900,31,310900,CA 31 Tract 310900
IL,080,031,14000,14000,31841200,31,841200,CA 31 Tract 841200
IL,080,031,14000,14000,31841300,31,841300,CA 31 Tract 841300
IL,080,031,14000,14000,31843200,31,843200,CA 31 Tract 843200
IL,080,031,14000,14000,32320100,32,320100,CA 32 Tract 320100
IL,080,031,14000,14000,32320400,32,320400,CA 32 Tract 320400
IL,080,031,14000,14000,32320600,32,320600,CA 32 Tract 320600
IL,080,031,14000,14000,32839000,32,839000,CA 32 Tract 839000
IL,080,031,14000,14000,32839100,32,839100,CA 32 Tract 839100
IL,080,031,14000,14000,33330100,33,330100,CA 33 Tract 330100
IL,080,031,14000,14000,33330200,33,330200,CA 33 Tract 330200
IL,080,031,14000,14000,33841000,33,841000,CA 33 Tract 841000
IL,080,031,14000,14000,34340300,34,340300,CA 34 Tract 340300
IL,080,031,14000,14000,34340400,34,340400,CA 34 Tract 340400
IL,080,031,14000,14000,34340500,34,340500,CA 34 Tract 340500
IL,080,031,14000,14000,34340600,34,340600,CA 34 Tract 340600
IL,080,031,14000,14000,34841100,34,841100,CA 34 Tract 841100
IL,080,031,14000,14000,35350100,35,350100,CA 35 Tract 350100
IL,080,031,14000,14000,35350400,35,350400,CA 35 Tract 350400
IL,080,031,14000,14000,35351000,35,351000,CA 35 Tract 351000
IL,080,031,14000,14000,35351100,35,351100,CA 35 Tract 351100
IL,080,031,14000,14000,35351400,35,351400,CA 35 Tract 351400
IL,080,031,14000,14000,35351500,35,351500,CA 35 Tract 351500
IL,080,031,14000,14000,35839200,35,839200,CA 35 Tract 839200
IL,080,031,14000,14000,35839500,35,839500,CA 35 Tract 839500
IL,080,031,14000,14000,35839600,35,839600,CA 35 Tract 839600
IL,080,031,14000,14000,35842000,35,842000,CA 35 Tract 842000
IL,080,031,14000,14000,36360200,36,360200,CA 36 Tract 360200
IL,080,031,14000,14000,36836400,36,836400,CA 36 Tract 836400
IL,080,031,14000,14000,36836500,36,836500,CA 36 Tract 836500
IL,080,031,14000,14000,37835500,37,835500,CA 37 Tract 835500
IL,080,031,14000,14000,37835600,37,835600,CA 37 Tract 835600
IL,080,031,14000,14000,38380100,38,380100,CA 38 Tract 380100
IL,080,031,14000,14000,38380200,38,380200,CA 38 Tract 380200
IL,080,031,14000,14000,38380500,38,380500,CA 38 Tract 380500
IL,080,031,14000,14000,38380700,38,380700,CA 38 Tract 380700
IL,080,031,14000,14000,38381200,38,381200,CA 38 Tract 381200
IL,080,031,14000,14000,38381400,38,381400,CA 38 Tract 381400
IL,080,031,14000,14000,38381500,38,381500,CA 38 Tract 381500
IL,080,031,14000,14000,38381700,38,381700,CA 38 Tract 381700
IL,080,031,14000,14000,38381800,38,381800,CA 38 Tract 381800
IL,080,031,14000,14000,38381900,38,381900,CA 38 Tract 381900
IL,080,031,14000,14000,38835700,38,835700,CA 38 Tract 835700
IL,080,031,14000,14000,38835800,38,835800,CA 38 Tract 835800
IL,080,031,14000,14000,38835900,38,835900,CA 38 Tract 835900
IL,080,031,14000,14000,38836000,38,836000,CA 38 Tract 836000
IL,080,031,14000,14000,38843600,38,843600,CA 38 Tract 843600
IL,080,031,14000,14000,39390100,39,390100,CA 39 Tract 390100
IL,080,031,14000,14000,39390200,39,390200,CA 39 Tract 390200
IL,080,031,14000,14000,39390300,39,390300,CA 39 Tract 390300
IL,080,031,14000,14000,39390400,39,390400,CA 39 Tract 390400
IL,080,031,14000,14000,39390500,39,390500,CA 39 Tract 390500
IL,080,031,14000,14000,39390600,39,390600,CA 39 Tract 390600
IL,080,031,14000,14000,39390700,39,390700,CA 39 Tract 390700
IL,080,031,14000,14000,40400300,40,400300,CA 40 Tract 400300
IL,080,031,14000,14000,40400400,40,400400,CA 40 Tract 400400
IL,080,031,14000,14000,40400500,40,400500,CA 40 Tract 400500
IL,080,031,14000,14000,40400800,40,400800,CA 40 Tract 400800
IL,080,031,14000,14000,40834500,40,834500,CA 40 Tract 834500
IL,080,031,14000,14000,40836100,40,836100,CA 40 Tract 836100
IL,080,031,14000,14000,41410100,41,410100,CA 41 Tract 410100
IL,080,031,14000,14000,41410200,41,410200,CA 41 Tract 410200
IL,080,031,14000,14000,41410500,41,410500,CA 41 Tract 410500
IL,080,031,14000,14000,41410600,41,410600,CA 41 Tract 410600
IL,080,031,14000,14000,41410700,41,410700,CA 41 Tract 410700
IL,080,031,14000,14000,41410800,41,410800,CA 41 Tract 410800
IL,080,031,14000,14000,41410900,41,410900,CA 41 Tract 410900
IL,080,031,14000,14000,41411000,41,411000,CA 41 Tract 411000
IL,080,031,14000,14000,41411100,41,411100,CA 41 Tract 411100
IL,080,031,14000,14000,41411200,41,411200,CA 41 Tract 411200
IL,080,031,14000,14000,41836200,41,836200,CA 41 Tract 836200
IL,080,031,14000,14000,41836300,41,836300,CA 41 Tract 836300
IL,080,031,14000,14000,42420100,42,420100,CA 42 Tract 420100
IL,080,031,14000,14000,42420200,42,420200,CA 42 Tract 420200
IL,080,031,14000,14000,42420300,42,420300,CA 42 Tract 420300
IL,080,031,14000,14000,42420400,42,420400,CA 42 Tract 420400
IL,080,031,14000,14000,42420500,42,420500,CA 42 Tract 420500
IL,080,031,14000,14000,42420600,42,420600,CA 42 Tract 420600
IL,080,031,14000,14000,42420700,42,420700,CA 42 Tract 420700
IL,080,031,14000,14000,42420800,42,420800,CA 42 Tract 420800
IL,080,031,14000,14000,42421200,42,421200,CA 42 Tract 421200
IL,080,031,14000,14000,42834400,42,834400,CA 42 Tract 834400
IL,080,031,14000,14000,42843900,42,843900,CA 42 Tract 843900
IL,080,031,14000,14000,43430101,43,430101,CA 43 Tract 430101
IL,080,031,14000,14000,43430102,43,430102,CA 43 Tract 430102
IL,080,031,14000,14000,43430200,43,430200,CA 43 Tract 430200
IL,080,031,14000,14000,43430300,43,430300,CA 43 Tract 430300
IL,080,031,14000,14000,43430400,43,430400,CA 43 Tract 430400
IL,080,031,14000,14000,43430500,43,430500,CA 43 Tract 430500
IL,080,031,14000,14000,43430600,43,430600,CA 43 Tract 430600
IL,080,031,14000,14000,43430700,43,430700,CA 43 Tract 430700
IL,080,031,14000,14000,43430800,43,430800,CA 43 Tract 430800
IL,080,031,14000,14000,43430900,43,430900,CA 43 Tract 430900
IL,080,031,14000,14000,43431200,43,431200,CA 43 Tract 431200
IL,080,031,14000,14000,43431301,43,431301,CA 43 Tract 431301
IL,080,031,14000,14000,43431302,43,431302,CA 43 Tract 431302
IL,080,031,14000,14000,43431400,43,431400,CA 43 Tract 431400
IL,080,031,14000,14000,43834200,43,834200,CA 43 Tract 834200
IL,080,031,14000,14000,44440101,44,440101,CA 44 Tract 440101
IL,080,031,14000,14000,44440102,44,440102,CA 44 Tract 440102
IL,080,031,14000,14000,44440201,44,440201,CA 44 Tract 440201
IL,080,031,14000,14000,44440202,44,440202,CA 44 Tract 440202
IL,080,031,14000,14000,44440300,44,440300,CA 44 Tract 440300
IL,080,031,14000,14000,44440600,44,440600,CA 44 Tract 440600
IL,080,031,14000,14000,44440700,44,440700,CA 44 Tract 440700
IL,080,031,14000,14000,44440800,44,440800,CA 44 Tract 440800
IL,080,031,14000,14000,44440900,44,440900,CA 44 Tract 440900
IL,080,031,14000,14000,44842400,44,842400,CA 44 Tract 842400
IL,080,031,14000,14000,45450300,45,450300,CA 45 Tract 450300
IL,080,031,14000,14000,45834300,45,834300,CA 45 Tract 834300
IL,080,031,14000,14000,46460100,46,460100,CA 46 Tract 460100
IL,080,031,14000,14000,46460200,46,460200,CA 46 Tract 460200
IL,080,031,14000,14000,46460301,46,460301,CA 46 Tract 460301
IL,080,031,14000,14000,46460302,46,460302,CA 46 Tract 460302
IL,080,031,14000,14000,46460400,46,460400,CA 46 Tract 460400
IL,080,031,14000,14000,46460500,46,460500,CA 46 Tract 460500
IL,080,031,14000,14000,46460600,46,460600,CA 46 Tract 460600
IL,080,031,14000,14000,46460700,46,460700,CA 46 Tract 460700
IL,080,031,14000,14000,46461000,46,461000,CA 46 Tract 461000
IL,080,031,14000,14000,46833900,46,833900,CA 46 Tract 833900
IL,080,031,14000,14000,47470100,47,470100,CA 47 Tract 470100
IL,080,031,14000,14000,48480100,48,480100,CA 48 Tract 480100
IL,080,031,14000,14000,48480200,48,480200,CA 48 Tract 480200
IL,080,031,14000,14000,48480300,48,480300,CA 48 Tract 480300
IL,080,031,14000,14000,48480400,48,480400,CA 48 Tract 480400
IL,080,031,14000,14000,48480500,48,480500,CA 48 Tract 480500
IL,080,031,14000,14000,49490300,49,490300,CA 49 Tract 490300
IL,080,031,14000,14000,49490400,49,490400,CA 49 Tract 490400
IL,080,031,14000,14000,49490500,49,490500,CA 49 Tract 490500
IL,080,031,14000,14000,49490600,49,490600,CA 49 Tract 490600
IL,080,031,14000,14000,49490700,49,490700,CA 49 Tract 490700
IL,080,031,14000,14000,49490800,49,490800,CA 49 Tract 490800
IL,080,031,14000,14000,49490901,49,490901,CA 49 Tract 490901
IL,080,031,14000,14000,49490902,49,490902,CA 49 Tract 490902
IL,080,031,14000,14000,49491000,49,491000,CA 49 Tract 491000
IL,080,031,14000,14000,49491100,49,491100,CA 49 Tract 491100
IL,080,031,14000,14000,49491200,49,491200,CA 49 Tract 491200
IL,080,031,14000,14000,49491300,49,491300,CA 49 Tract 491300
IL,080,031,14000,14000,49491400,49,491400,CA 49 Tract 491400
IL,080,031,14000,14000,49834000,49,834000,CA 49 Tract 834000
IL,080,031,14000,14000,50500100,50,500100,CA 50 Tract 500100
IL,080,031,14000,14000,50500200,50,500200,CA 50 Tract 500200
IL,080,031,14000,14000,50500300,50,500300,CA 50 Tract 500300
IL,080,031,14000,14000,51510100,51,510100,CA 51 Tract 510100
IL,080,031,14000,14000,51510200,51,510200,CA 51 Tract 510200
IL,080,031,14000,14000,51510300,51,510300,CA 51 Tract 510300
IL,080,031,14000,14000,51838800,51,838800,CA 51 Tract 838800
IL,080,031,14000,14000,52520100,52,520100,CA 52 Tract 520100
IL,080,031,14000,14000,52520200,52,520200,CA 52 Tract 520200
IL,080,031,14000,14000,52520300,52,520300,CA 52 Tract 520300
IL,080,031,14000,14000,52520400,52,520400,CA 52 Tract 520400
IL,080,031,14000,14000,52520500,52,520500,CA 52 Tract 520500
IL,080,031,14000,14000,52520600,52,520600,CA 52 Tract 520600
IL,080,031,14000,14000,53530100,53,530100,CA 53 Tract 530100
IL,080,031,14000,14000,53530200,53,530200,CA 53 Tract 530200
IL,080,031,14000,14000,53530300,53,530300,CA 53 Tract 530300
IL,080,031,14000,14000,53530400,53,530400,CA 53 Tract 530400
IL,080,031,14000,14000,53530501,53,530501,CA 53 Tract 530501
IL,080,031,14000,14000,53530502,53,530502,CA 53 Tract 530502
IL,080,031,14000,14000,53530503,53,530503,CA 53 Tract 530503
IL,080,031,14000,14000,53530600,53,530600,CA 53 Tract 530600
IL,080,031,14000,14000,53821402,53,821402,CA 53 Tract 821402
IL,080,031,14000,14000,54540101,54,540101,CA 54 Tract 540101
IL,080,031,14000,14000,54540102,54,540102,CA 54 Tract 540102
IL,080,031,14000,14000,55550100,55,550100,CA 55 Tract 550100
IL,080,031,14000,14000,55550200,55,550200,CA 55 Tract 550200
IL,080,031,14000,14000,56560100,56,560100,CA 56 Tract 560100
IL,080,031,14000,14000,56560200,56,560200,CA 56 Tract 560200
IL,080,031,14000,14000,56560300,56,560300,CA 56 Tract 560300
IL,080,031,14000,14000,56560400,56,560400,CA 56 Tract 560400
IL,080,031,14000,14000,56560700,56,560700,CA 56 Tract 560700
IL,080,031,14000,14000,56560800,56,560800,CA 56 Tract 560800
IL,080,031,14000,14000,56560900,56,560900,CA 56 Tract 560900
IL,080,031,14000,14000,56561000,56,561000,CA 56 Tract 561000
IL,080,031,14000,14000,56561100,56,561100,CA 56 Tract 561100
IL,080,031,14000,14000,56835200,56,835200,CA 56 Tract 835200
IL,080,031,14000,14000,56980100,56,980100,CA 56 Tract 980100
IL,080,031,14000,14000,57570100,57,570100,CA 57 Tract 570100
IL,080,031,14000,14000,57570200,57,570200,CA 57 Tract 570200
IL,080,031,14000,14000,57570300,57,570300,CA 57 Tract 570300
IL,080,031,14000,14000,57570400,57,570400,CA 57 Tract 570400
IL,080,031,14000,14000,57570500,57,570500,CA 57 Tract 570500
IL,080,031,14000,14000,58580100,58,580100,CA 58 Tract 580100
IL,080,031,14000,14000,58580200,58,580200,CA 58 Tract 580200
IL,080,031,14000,14000,58580300,58,580300,CA 58 Tract 580300
IL,080,031,14000,14000,58580400,58,580400,CA 58 Tract 580400
IL,080,031,14000,14000,58580501,58,580501,CA 58 Tract 580501
IL,080,031,14000,14000,58580502,58,580502,CA 58 Tract 580502
IL,080,031,14000,14000,58580600,58,580600,CA 58 Tract 580600
IL,080,031,14000,14000,58580700,58,580700,CA 58 Tract 580700
IL,080,031,14000,14000,58580800,58,580800,CA 58 Tract 580800
IL,080,031,14000,14000,58842800,58,842800,CA 58 Tract 842800
IL,080,031,14000,14000,59590500,59,590500,CA 59 Tract 590500
IL,080,031,14000,14000,59590600,59,590600,CA 59 Tract 590600
IL,080,031,14000,14000,59590700,59,590700,CA 59 Tract 590700
IL,080,031,14000,14000,59840300,59,840300,CA 59 Tract 840300
IL,080,031,14000,14000,59840400,59,840400,CA 59 Tract 840400
IL,080,031,14000,14000,60600400,60,600400,CA 60 Tract 600400
IL,080,031,14000,14000,60600600,60,600600,CA 60 Tract 600600
IL,080,031,14000,14000,60600700,60,600700,CA 60 Tract 600700
IL,080,031,14000,14000,60600900,60,600900,CA 60 Tract 600900
IL,080,031,14000,14000,60839700,60,839700,CA 60 Tract 839700
IL,080,031,14000,14000,60839800,60,839800,CA 60 Tract 839800
IL,080,031,14000,14000,60839900,60,839900,CA 60 Tract 839900
IL,080,031,14000,14000,60840000,60,840000,CA 60 Tract 840000
IL,080,031,14000,14000,60840100,60,840100,CA 60 Tract 840100
IL,080,031,14000,14000,60840200,60,840200,CA 60 Tract 840200
IL,080,031,14000,14000,61610300,61,610300,CA 61 Tract 610300
IL,080,031,14000,14000,61610400,61,610400,CA 61 Tract 610400
IL,080,031,14000,14000,61610800,61,610800,CA 61 Tract 610800
IL,080,031,14000,14000,61611000,61,611000,CA 61 Tract 611000
IL,080,031,14000,14000,61611100,61,611100,CA 61 Tract 611100
IL,080,031,14000,14000,61611200,61,611200,CA 61 Tract 611200
IL,080,031,14000,14000,61611300,61,611300,CA 61 Tract 611300
IL,080,031,14000,14000,61611400,61,611400,CA 61 Tract 611400
IL,080,031,14000,14000,61611500,61,611500,CA 61 Tract 611500
IL,080,031,14000,14000,61611600,61,611600,CA 61 Tract 611600
IL,080,031,14000,14000,61611700,61,611700,CA 61 Tract 611700
IL,080,031,14000,14000,61611800,61,611800,CA 61 Tract 611800
IL,080,031,14000,14000,61611900,61,611900,CA 61 Tract 611900
IL,080,031,14000,14000,61612000,61,612000,CA 61 Tract 612000
IL,080,031,14000,14000,61612100,61,612100,CA 61 Tract 612100
IL,080,031,14000,14000,61842600,61,842600,CA 61 Tract 842600
IL,080,031,14000,14000,61843800,61,843800,CA 61 Tract 843800
IL,080,031,14000,14000,62620100,62,620100,CA 62 Tract 620100
IL,080,031,14000,14000,62620200,62,620200,CA 62 Tract 620200
IL,080,031,14000,14000,62620300,62,620300,CA 62 Tract 620300
IL,080,031,14000,14000,62620400,62,620400,CA 62 Tract 620400
IL,080,031,14000,14000,63630100,63,630100,CA 63 Tract 630100
IL,080,031,14000,14000,63630200,63,630200,CA 63 Tract 630200
IL,080,031,14000,14000,63630300,63,630300,CA 63 Tract 630300
IL,080,031,14000,14000,63630400,63,630400,CA 63 Tract 630400
IL,080,031,14000,14000,63630500,63,630500,CA 63 Tract 630500
IL,080,031,14000,14000,63630800,63,630800,CA 63 Tract 630800
IL,080,031,14000,14000,63630900,63,630900,CA 63 Tract 630900
IL,080,031,14000,14000,63835100,63,835100,CA 63 Tract 835100
IL,080,031,14000,14000,64640100,64,640100,CA 64 Tract 640100
IL,080,031,14000,14000,64640300,64,640300,CA 64 Tract 640300
IL,080,031,14000,14000,64640400,64,640400,CA 64 Tract 640400
IL,080,031,14000,14000,64640500,64,640500,CA 64 Tract 640500
IL,080,031,14000,14000,64640600,64,640600,CA 64 Tract 640600
IL,080,031,14000,14000,64640700,64,640700,CA 64 Tract 640700
IL,080,031,14000,14000,64640800,64,640800,CA 64 Tract 640800
IL,080,031,14000,14000,65650100,65,650100,CA 65 Tract 650100
IL,080,031,14000,14000,65650200,65,650200,CA 65 Tract 650200
IL,080,031,14000,14000,65650301,65,650301,CA 65 Tract 650301
IL,080,031,14000,14000,65650302,65,650302,CA 65 Tract 650302
IL,080,031,14000,14000,65650400,65,650400,CA 65 Tract 650400
IL,080,031,14000,14000,65650500,65,650500,CA 65 Tract 650500
IL,080,031,14000,14000,66660301,66,660301,CA 66 Tract 660301
IL,080,031,14000,14000,66660302,66,660302,CA 66 Tract 660302
IL,080,031,14000,14000,66660400,66,660400,CA 66 Tract 660400
IL,080,031,14000,14000,66660500,66,660500,CA 66 Tract 660500
IL,080,031,14000,14000,66660600,66,660600,CA 66 Tract 660600
IL,080,031,14000,14000,66660700,66,660700,CA 66 Tract 660700
IL,080,031,14000,14000,66660800,66,660800,CA 66 Tract 660800
IL,080,031,14000,14000,66660900,66,660900,CA 66 Tract 660900
IL,080,031,14000,14000,66661000,66,661000,CA 66 Tract 661000
IL,080,031,14000,14000,66661100,66,661100,CA 66 Tract 661100
IL,080,031,14000,14000,66835000,66,835000,CA 66 Tract 835000
IL,080,031,14000,14000,67670100,67,670100,CA 67 Tract 670100
IL,080,031,14000,14000,67670200,67,670200,CA 67 Tract 670200
IL,080,031,14000,14000,67670300,67,670300,CA 67 Tract 670300
IL,080,031,14000,14000,67670400,67,670400,CA 67 Tract 670400
IL,080,031,14000,14000,67670500,67,670500,CA 67 Tract 670500
IL,080,031,14000,14000,67670600,67,670600,CA 67 Tract 670600
IL,080,031,14000,14000,67670700,67,670700,CA 67 Tract 670700
IL,080,031,14000,14000,67670800,67,670800,CA 67 Tract 670800
IL,080,031,14000,14000,67670900,67,670900,CA 67 Tract 670900
IL,080,031,14000,14000,67671100,67,671100,CA 67 Tract 671100
IL,080,031,14000,14000,67671200,67,671200,CA 67 Tract 671200
IL,080,031,14000,14000,67671300,67,671300,CA 67 Tract 671300
IL,080,031,14000,14000,67671400,67,671400,CA 67 Tract 671400
IL,080,031,14000,14000,67671500,67,671500,CA 67 Tract 671500
IL,080,031,14000,14000,67671600,67,671600,CA 67 Tract 671600
IL,080,031,14000,14000,67671800,67,671800,CA 67 Tract 671800
IL,080,031,14000,14000,67671900,67,671900,CA 67 Tract 671900
IL,080,031,14000,14000,67672000,67,672000,CA 67 Tract 672000
IL,080,031,14000,14000,67834900,67,834900,CA 67 Tract 834900
IL,080,031,14000,14000,68680500,68,680500,CA 68 Tract 680500
IL,080,031,14000,14000,68680600,68,680600,CA 68 Tract 680600
IL,080,031,14000,14000,68680900,68,680900,CA 68 Tract 680900
IL,080,031,14000,14000,68681000,68,681000,CA 68 Tract 681000
IL,080,031,14000,14000,68681100,68,681100,CA 68 Tract 681100
IL,080,031,14000,14000,68681200,68,681200,CA 68 Tract 681200
IL,080,031,14000,14000,68681300,68,681300,CA 68 Tract 681300
IL,080,031,14000,14000,68681400,68,681400,CA 68 Tract 681400
IL,080,031,14000,14000,68834600,68,834600,CA 68 Tract 834600
IL,080,031,14000,14000,68834700,68,834700,CA 68 Tract 834700
IL,080,031,14000,14000,68834800,68,834800,CA 68 Tract 834800
IL,080,031,14000,14000,69690300,69,690300,CA 69 Tract 690300
IL,080,031,14000,14000,69690400,69,690400,CA 69 Tract 690400
IL,080,031,14000,14000,69690500,69,690500,CA 69 Tract 690500
IL,080,031,14000,14000,69690900,69,690900,CA 69 Tract 690900
IL,080,031,14000,14000,69691000,69,691000,CA 69 Tract 691000
IL,080,031,14000,14000,69691100,69,691100,CA 69 Tract 691100
IL,080,031,14000,14000,69691200,69,691200,CA 69 Tract 691200
IL,080,031,14000,14000,69691300,69,691300,CA 69 Tract 691300
IL,080,031,14000,14000,69691400,69,691400,CA 69 Tract 691400
IL,080,031,14000,14000,69691500,69,691500,CA 69 Tract 691500
IL,080,031,14000,14000,69841800,69,841800,CA 69 Tract 841800
IL,080,031,14000,14000,69842500,69,842500,CA 69 Tract 842500
IL,080,031,14000,14000,70700100,70,700100,CA 70 Tract 700100
IL,080,031,14000,14000,70700200,70,700200,CA 70 Tract 700200
IL,080,031,14000,14000,70700301,70,700301,CA 70 Tract 700301
IL,080,031,14000,14000,70700302,70,700302,CA 70 Tract 700302
IL,080,031,14000,14000,70700401,70,700401,CA 70 Tract 700401
IL,080,031,14000,14000,70700402,70,700402,CA 70 Tract 700402
IL,080,031,14000,14000,70700501,70,700501,CA 70 Tract 700501
IL,080,031,14000,14000,70700502,70,700502,CA 70 Tract 700502
IL,080,031,14000,14000,71710100,71,710100,CA 71 Tract 710100
IL,080,031,14000,14000,71710200,71,710200,CA 71 Tract 710200
IL,080,031,14000,14000,71710300,71,710300,CA 71 Tract 710300
IL,080,031,14000,14000,71710400,71,710400,CA 71 Tract 710400
IL,080,031,14000,14000,71710500,71,710500,CA 71 Tract 710500
IL,080,031,14000,14000,71710600,71,710600,CA 71 Tract 710600
IL,080,031,14000,14000,71710700,71,710700,CA 71 Tract 710700
IL,080,031,14000,14000,71710800,71,710800,CA 71 Tract 710800
IL,080,031,14000,14000,71710900,71,710900,CA 71 Tract 710900
IL,080,031,14000,14000,71711000,71,711000,CA 71 Tract 711000
IL,080,031,14000,14000,71711100,71,711100,CA 71 Tract 711100
IL,080,031,14000,14000,71711200,71,711200,CA 71 Tract 711200
IL,080,031,14000,14000,71711300,71,711300,CA 71 Tract 711300
IL,080,031,14000,14000,71711400,71,711400,CA 71 Tract 711400
IL,080,031,14000,14000,71711500,71,711500,CA 71 Tract 711500
IL,080,031,14000,14000,72720100,72,720100,CA 72 Tract 720100
IL,080,031,14000,14000,72720200,72,720200,CA 72 Tract 720200
IL,080,031,14000,14000,72720300,72,720300,CA 72 Tract 720300
IL,080,031,14000,14000,72720400,72,720400,CA 72 Tract 720400
IL,080,031,14000,14000,72720500,72,720500,CA 72 Tract 720500
IL,080,031,14000,14000,72720600,72,720600,CA 72 Tract 720600
IL,080,031,14000,14000,72720700,72,720700,CA 72 Tract 720700
IL,080,031,14000,14000,73730100,73,730100,CA 73 Tract 730100
IL,080,031,14000,14000,73730201,73,730201,CA 73 Tract 730201
IL,080,031,14000,14000,73730202,73,730202,CA 73 Tract 730202
IL,080,031,14000,14000,73730300,73,730300,CA 73 Tract 730300
IL,080,031,14000,14000,73730400,73,730400,CA 73 Tract 730400
IL,080,031,14000,14000,73730500,73,730500,CA 73 Tract 730500
IL,080,031,14000,14000,73730600,73,730600,CA 73 Tract 730600
IL,080,031,14000,14000,73730700,73,730700,CA 73 Tract 730700
IL,080,031,14000,14000,74740100,74,740100,CA 74 Tract 740100
IL,080,031,14000,14000,74740200,74,740200,CA 74 Tract 740200
IL,080,031,14000,14000,74740300,74,740300,CA 74 Tract 740300
IL,080,031,14000,14000,74740400,74,740400,CA 74 Tract 740400
IL,080,031,14000,14000,75750100,75,750100,CA 75 Tract 750100
IL,080,031,14000,14000,75750200,75,750200,CA 75 Tract 750200
IL,080,031,14000,14000,75750300,75,750300,CA 75 Tract 750300
IL,080,031,14000,14000,75750400,75,750400,CA 75 Tract 750400
IL,080,031,14000,14000,75750500,75,750500,CA 75 Tract 750500
IL,080,031,14000,14000,75750600,75,750600,CA 75 Tract 750600
IL,080,031,14000,14000,75823304,75,823304,CA 75 Tract 823304
IL,080,031,14000,14000,76760801,76,760801,CA 76 Tract 760801
IL,080,031,14000,14000,76760802,76,760802,CA 76 Tract 760802
IL,080,031,14000,14000,76760803,76,760803,CA 76 Tract 760803
IL,080,031,14000,14000,76770500,76,770500,CA 76 Tract 770500
IL,080,031,14000,14000,76770602,76,770602,CA 76 Tract 770602
IL,080,031,14000,14000,76770700,76,770700,CA 76 Tract 770700
IL,080,031,14000,14000,76770800,76,770800,CA 76 Tract 770800
IL,080,031,14000,14000,76770902,76,770902,CA 76 Tract 770902
IL,080,031,14000,14000,76980000,76,980000,CA 76 Tract 980000
IL,080,031,14000,14000,77030101,77,030101,CA 77 Tract 030101
IL,080,031,14000,14000,77030102,77,030102,CA 77 Tract 030102
IL,080,031,14000,14000,77030103,77,030103,CA 77 Tract 030103
IL,080,031,14000,14000,77030104,77,030104,CA 77 Tract 030104
IL,080,031,14000,14000,77030200,77,030200,CA 77 Tract 030200
IL,080,031,14000,14000,77030300,77,030300,CA 77 Tract 030300
IL,080,031,14000,14000,77030400,77,030400,CA 77 Tract 030400
IL,080,031,14000,14000,77030500,77,030500,CA 77 Tract 030500
IL,080,031,14000,14000,77030601,77,030601,CA 77 Tract 030601
IL,080,031,14000,14000,77030603,77,030603,CA 77 Tract 030603
IL,080,031,14000,14000,77030604,77,030604,CA 77 Tract 030604
IL,080,031,14000,14000,77030701,77,030701,CA 77 Tract 030701
IL,080,031,14000,14000,77030702,77,030702,CA 77 Tract 030702
IL,080,031,14000,14000,77030703,77,030703,CA 77 Tract 030703
IL,080,031,14000,14000,77030706,77,030706,CA 77 Tract 030706
IL,080,031,14000,14000,77030800,77,030800,CA 77 Tract 030800
IL,080,031,14000,14000,77030900,77,030900,CA 77 Tract 030900
IL,080,043,14000,14000,76840000,76,840000,CA 76 Tract 840000
