area_id,area_name,b20004001,b20004001_moe,b20004002,b20004002_moe,b20004003,b20004003_moe,b20004004,b20004004_moe,b20004005,b20004005_moe,b20004006,b20004006_moe,b20004007,b20004007_moe,b20004008,b20004008_moe,b20004009,b20004009_moe,b20004010,b20004010_moe,b20004011,b20004011_moe,b20004012,b20004012_moe,b20004013,b20004013_moe,b20004014,b20004014_moe,b20004015,b20004015_moe,b20004016,b20004016_moe,b20004017,b20004017_moe,b20004018,b20004018_moe
4.2,Columbia City,106806,6592,71961,19628,74933,20443,93363,15854,139353,18220,185551,38729,106780,11999,74230,37783,106921,50497,96350,27289,146319,30746,255340,94995,103314,8325,66726,36297,66596,32206,90897,15209,130384,29847,156014,36158
4.3,Seward Park,87922,7490,31989,6549,51057,16530,70908,21034,121185,12344,147371,27246,88555,17817,37789,27058,43364,17503,64474,19581,161250,39299,118779,54903,88744,8564,32078,28364,51660,30013,66394,24852,90942,23729,147338,20330
4.4,Mt. Baker/North Rainier,58717,17134,27292,36056,17000,22544,40938,19214,67625,25804,89432,18547,71023,14612,14440,20226,30724,14697,46964,19367,66094,42197,107227,41966,47679,18453,92989,80583,15614,22178,31483,8168,68188,30262,66182,13583
5.2,Judkins Park,33542,4464,29429,2113,32297,6496,33409,15879,32425,8149,49464,4979,31934,6089,31958,79766,30338,21961,33365,17825,35521,25474,36146,24923,35357,4824,28152,1527,40313,8379,33472,29611,31136,11702,55347,11877
5.3,Central Area/Squire Park,77827,6453,45615,10132,44485,15021,63133,15787,78083,17912,108040,19385,92875,11162,47480,22205,35732,21709,78975,43019,94500,23858,127024,46758,68002,10762,38089,50661,52958,28797,58508,12547,67405,13321,101044,22432
6.1,First Hill,31583,2268,19271,2801,11385,31230,30750,4417,31515,5579,53125,14427,30686,3677,20500,5162,11958,80911,30135,7098,28633,8669,57847,20341,37604,10573,16964,1920,9423,1783,40500,13676,37604,12149,52734,27736
6.2,Capitol Hill,38763,3897,30329,29681,24441,17432,35253,7697,42930,5333,50625,15786,41931,7754,92639,179949,24069,25239,36373,4895,57109,12454,61800,18292,34548,4210,30197,11780,36078,483,26346,10603,34008,6176,45303,9799
6.4,Miller Park,44843,2340,10114,14054,22250,18892,28929,11451,47000,4768,58586,8322,46135,5208,27604,60505,32361,16496,35724,11376,48750,12635,76597,30173,43791,3697,10000,1954,21141,28332,16125,15152,46125,5123,53750,9932
8.1,Northgate/Maple Leaf,35502,5462,22156,11763,25833,17948,35158,18257,38090,8719,60636,6553,40703,8639,21375,16961,27127,38071,36376,4270,62955,32644,70598,18464,24676,5849,26359,5741,11206,10131,22306,4163,34046,10000,16375,60240
8.2,Olympic Hills/Victory Heights,37359,5834,20964,3315,35417,11906,40096,18686,36531,5511,51452,11848,48732,5011,23036,72529,60494,63815,47773,22177,51068,9088,41979,24116,29903,5833,20919,1063,31354,8517,33365,18473,27879,2478,52218,17888
8.3,Cedar Park/Meadowbrook,75311,7676,35503,16041,64312,9462,69367,7307,99941,26841,115292,17802,84278,13826,33824,39457,65476,8691,79660,15755,122700,37856,195398,49112,70918,15215,46051,46604,38958,45738,50514,17656,74482,40768,92659,22653
9.1,Broadview/Bitter Lake,74054,10081,42050,39400,56711,13446,64190,11454,90072,11490,98421,17173,92797,9331,54428,30660,63325,13461,103153,20933,103139,37972,100132,18539,56946,8499,41669,17854,41542,35036,53694,4880,74286,20562,95882,50462
9.3,Greenwood/Phinney Ridge,38713,5998,21190,56381,25600,6673,33894,6289,52669,11781,53750,15255,40500,9930,62930,67388,26750,9037,34750,5812,53728,11970,89875,18863,36071,9711,18125,1841,11667,11940,32727,12984,50104,16456,39931,16844
9.5,Haller Lake,84786,9134,52974,32504,83670,27621,73190,11829,97505,26460,113586,18591,88670,14807,35101,46506,85126,26694,76515,14223,99017,55839,119721,47780,87307,15333,57835,27942,43548,55116,66211,15151,105958,27158,105341,34232
10.1,North Beach/Blue Ridge,42756,5073,18250,7641,31397,18767,34255,6649,51316,11940,63750,12912,52015,5299,19139,2223,26250,20646,35694,15190,57458,14527,70098,11021,38064,5185,11591,32599,36125,24974,33856,6580,44353,10752,51477,10334
10.2,Whittier Heights,43353,4595,20156,27528,41031,1659,39758,10551,52358,6191,45030,10156,46915,5528,35658,5197,41875,4635,48173,14039,48306,9173,59583,18949,41070,5070,4470,6522,40056,22175,35083,13040,53623,7707,41085,7476
10.3,Sunset Hill/Loyal Heights,44914,3227,29375,26510,37019,10485,40165,7285,50442,6661,52167,6425,51023,5313,12875,21266,37167,22274,43523,11233,53016,10348,54103,18264,40155,5973,38323,11204,36984,10438,26568,11189,42371,5271,48839,6881
11.2,Wallingford,49955,11439,35500,33948,35799,5380,34036,7626,44417,24705,70568,12665,61379,11890,65357,56242,35962,10475,21250,40878,91625,10460,61983,31417,41029,12668,9773,42828,35375,20442,34500,12478,30476,10972,71932,11987
11.3,Cascade/Eastlake,49713,10238,21937,15030,26250,10404,37753,7075,72625,18111,57697,4176,66719,13190,46544,49761,26369,31923,42326,46708,79622,16973,63077,45672,34414,7556,20851,732,24891,19434,30658,14751,34900,13388,51828,10402
12.2,Interbay,48594,7030,24464,15251,30714,3928,48792,9588,50651,16554,60565,11089,59293,11526,26518,29617,30250,17377,65167,5443,73284,47525,62969,33726,44094,5384,22946,19246,30972,1715,41005,10669,46133,10651,55139,12363
13.3,Pioneer Square/International District,21629,3091,14362,5001,20899,4360,21375,4220,38854,34238,53250,28188,22398,4903,13833,6939,21974,8425,21641,9962,32404,84892,76875,44632,17352,7649,15385,5863,15969,1691,20903,10985,38958,27660,49926,4117
