area_id,area_name,b20004001,b20004001_moe,b20004002,b20004002_moe,b20004003,b20004003_moe,b20004004,b20004004_moe,b20004005,b20004005_moe,b20004006,b20004006_moe,b20004007,b20004007_moe,b20004008,b20004008_moe,b20004009,b20004009_moe,b20004010,b20004010_moe,b20004011,b20004011_moe,b20004012,b20004012_moe,b20004013,b20004013_moe,b20004014,b20004014_moe,b20004015,b20004015_moe,b20004016,b20004016_moe,b20004017,b20004017_moe,b20004018,b20004018_moe
2.1,North Delridge,46975,4982,11484,7193,36964,14040,39104,8860,57414,13798,62663,15707,53920,12150,4338,67446,43694,15715,53485,29059,69583,23418,74271,25430,39083,8527,17824,12284,32708,25120,36500,6685,43802,12959,51500,5867
2.2,High Point,84754,19295,46073,16500,38601,38584,65712,15300,125411,32735,153183,8839,115377,18869,67234,31486,81730,76552,112259,52139,149267,33753,131243,39787,68473,16710,45120,32741,31663,21193,41256,21290,95271,22260,151303,20032
2.3,Riverview,38267,4509,20417,6041,30553,5095,38214,8714,47955,11946,62865,10729,39141,8271,21806,20858,28462,5764,51616,14584,72599,27631,32688,16059,37862,4987,19531,4930,36771,19915,31339,9407,40273,4717,74688,22075
2.4,Roxhill/Westwood,76873,9598,62424,24716,68338,5556,70335,12447,112537,13630,98854,48335,85458,14023,61935,16221,70831,13354,76614,23861,116553,30078,145130,21069,70955,11672,33618,22144,39516,34335,60914,23159,95179,23686,95590,19260
2.5,Highland Park,32431,7580,15352,6428,25222,2876,31780,9037,42306,9263,83750,44648,40640,6643,14226,16511,27009,6248,39643,15312,51136,23746,89620,25153,29478,4953,15859,13091,21763,2284,29479,5556,41172,10980,55595,25458
3.1,South Park,28068,4790,22949,10625,17432,9740,29755,3142,41406,7065,49565,8349,31819,6480,24449,15611,25313,24569,32209,18766,43094,5124,48804,13156,21806,3159,18140,2391,16827,9117,27892,9456,22083,33767,58056,24270
3.3,Duwamish/SODO,29910,9007,27898,9245,13378,9552,34615,11413,40965,2558,29258,33614,29826,10876,27115,40657,5833,10075,37647,17974,42034,14313,28457,1030,30121,15442,28482,32607,16042,11315,32059,16241,29205,27116,55938,70382
3.4,South Beacon Hill/NewHolly,78690,7605,65565,8310,68262,12526,69324,23939,109598,29308,157343,33485,87898,9352,79494,16817,73526,17489,80411,53950,146045,43159,146181,63405,73753,9482,41818,30945,69136,16414,54810,26492,96706,31156,152346,40397
3.5,Beacon Hill,68662,8749,46469,5327,50221,8243,68112,13969,106626,20418,109325,31452,68217,10342,51214,18237,48551,10477,75526,28782,109577,48005,96667,44768,66338,9106,44547,7592,54479,31024,68091,16172,90421,25870,110892,22801
3.6,North Beacon Hill/Jefferson Park,96787,8067,67422,17300,73061,18128,92812,18800,126813,17901,148064,44899,103518,9593,80460,27852,84118,22231,118116,22415,133194,63908,181700,65317,87478,9125,61991,17034,77183,28338,81174,20901,107445,30538,136267,31991
4.1,Rainier Beach,67524,7348,46174,6027,49627,8744,82835,11453,94939,18814,93823,45498,69197,14163,47759,12002,48680,16812,85579,21501,78941,35590,86125,73171,65180,9304,43822,30528,56955,15278,77993,14784,96272,23580,96140,55324
