area_id,area_name,b25004001,b25004001_moe,b25004002,b25004002_moe,b25004003,b25004003_moe,b25004004,b25004004_moe,b25004005,b25004005_moe,b25004006,b25004006_moe,b25004007,b25004007_moe,b25004008,b25004008_moe
1.1,Arbor Heights,128,85,0,17,0,17,35,39,17,33,0,17,0,17,76,73
1.2,Fauntleroy/Seaview,423,200,161,127,13,26,13,25,54,87,14,28,0,24,168,133
1.3,West Seattle Junction/Genesee Hill,554,222,210,144,78,91,36,62,34,57,16,35,0,29,180,132
1.4,Alki/Admiral,374,191,46,77,0,24,43,71,36,59,130,108,0,24,119,108
2.1,North Delridge,210,111,0,12,0,12,128,98,0,12,0,12,0,12,82,92
2.2,High Point,211,140,87,49,0,17,54,88,0,17,0,17,0,17,70,92
2.3,Riverview,94,69,53,56,19,30,0,12,0,12,0,12,0,12,22,35
2.4,Roxhill/Westwood,310,156,176,132,0,21,28,47,0,21,0,21,0,21,106,83
2.5,Highland Park,383,195,309,174,19,32,55,80,0,21,0,21,0,21,0,21
3.1,South Park,80,62,57,54,0,17,0,17,0,17,0,17,0,17,23,39
3.2,Georgetown,65,44,7,13,15,18,15,23,0,12,0,12,0,12,28,36
3.3,Duwamish/SODO,99,79,0,12,0,12,0,12,0,12,63,61,0,12,36,56
3.4,South Beacon Hill/NewHolly,225,124,34,51,48,66,0,24,0,24,0,24,0,24,143,96
3.5,Beacon Hill,238,122,35,56,0,17,86,81,0,17,0,17,0,17,117,92
3.6,North Beacon Hill/Jefferson Park,391,168,66,72,41,71,113,83,0,24,0,24,0,24,171,112
4.1,Rainier Beach,368,175,147,111,0,27,83,86,12,31,15,33,0,27,111,97
4.2,Columbia City,695,244,358,183,0,27,97,104,16,35,0,27,0,27,224,138
4.3,Seward Park,250,122,22,37,0,17,119,88,10,19,29,46,0,17,70,69
4.4,Mt. Baker/North Rainier,258,146,42,67,42,66,0,17,84,92,0,17,0,17,90,94
5.1,Madrona/Leschi,320,183,101,114,0,21,137,120,0,21,45,72,0,21,37,60
5.2,Judkins Park,99,78,36,42,26,42,0,12,0,12,0,12,0,12,37,55
5.3,Central Area/Squire Park,651,204,123,97,24,47,44,57,22,42,105,91,0,24,333,144
6.1,First Hill,913,246,263,147,146,99,153,115,0,24,122,87,0,24,229,111
6.2,Capitol Hill,663,251,153,122,86,86,134,126,0,29,116,112,0,29,174,139
6.3,North Capitol Hill,126,96,0,12,0,12,42,66,0,12,28,32,0,12,56,71
6.4,Miller Park,104,71,0,17,22,38,0,17,0,17,82,62,0,17,0,17
6.5,Madison Park,199,129,48,78,0,17,0,17,0,17,51,81,0,17,100,111
7.1,Montlake/Portage Bay,109,97,14,26,0,21,0,21,0,21,56,68,0,21,39,63
7.2,University District,279,150,57,75,54,52,39,66,0,29,55,71,0,29,74,87
7.3,Ravenna/Bryant,684,224,202,129,112,106,0,32,116,109,22,36,0,32,232,119
7.4,Wedgwood/View Ridge,346,135,58,57,0,27,71,65,0,27,33,56,0,27,184,107
7.5,Laurelhurst/Sand Point,230,129,0,21,0,21,37,62,15,27,39,44,0,21,139,101
8.1,Northgate/Maple Leaf,449,178,164,125,0,24,114,81,0,24,0,24,0,24,171,116
8.2,Olympic Hills/Victory Heights,461,186,0,24,43,72,112,81,0,24,81,81,0,24,225,125
8.3,Cedar Park/Meadowbrook,450,179,185,132,24,42,89,104,0,27,28,38,0,27,124,84
9.1,Broadview/Bitter Lake,713,204,289,162,24,43,182,129,11,29,12,31,0,27,195,105
9.2,Licton Springs,108,100,77,87,0,17,0,17,0,17,0,17,0,17,31,51
9.3,Greenwood/Phinney Ridge,808,220,114,101,25,46,88,82,27,49,27,39,0,29,527,200
9.4,Green Lake,376,186,76,77,0,24,22,39,0,24,64,79,0,24,214,145
9.5,Haller Lake,263,135,81,92,0,21,32,43,0,21,31,51,0,21,119,94
10.1,North Beach/Blue Ridge,121,94,64,73,0,21,0,21,22,39,0,21,0,21,35,57
10.2,Whittier Heights,134,107,125,107,0,24,0,24,0,24,0,24,0,24,9,22
10.3,Sunset Hill/Loyal Heights,430,182,0,24,28,49,55,87,39,63,59,73,0,24,249,155
10.4,Ballard,380,196,110,96,87,137,121,116,0,17,29,46,0,17,33,51
11.1,Fremont,493,205,167,133,0,24,100,99,39,65,30,38,0,24,157,113
11.2,Wallingford,406,173,73,87,0,27,0,27,0,27,26,35,0,27,307,151
11.3,Cascade/Eastlake,1430,388,532,277,193,129,287,166,0,21,211,137,0,21,207,163
12.1,Magnolia,249,151,75,82,0,24,0,24,56,68,0,24,0,24,118,103
12.2,Interbay,260,169,47,77,0,21,54,87,0,21,0,21,0,21,159,130
12.3,Queen Anne,1777,365,550,216,209,131,182,135,54,67,162,113,12,41,608,235
13.1,Belltown,933,275,113,102,119,109,0,21,0,21,502,217,0,21,199,127
13.2,Downtown Commercial Core,601,170,78,89,0,12,75,70,38,59,344,139,0,12,66,68
13.3,Pioneer Square/International District,297,129,143,98,0,17,0,17,0,17,91,84,0,17,63,61
