area_id,area_name,b06012001,b06012001_moe,b06012002,b06012002_moe,b06012003,b06012003_moe,b06012004,b06012004_moe,b06012005,b06012005_moe,b06012006,b06012006_moe,b06012007,b06012007_moe,b06012008,b06012008_moe,b06012009,b06012009_moe,b06012010,b06012010_moe,b06012011,b06012011_moe,b06012012,b06012012_moe,b06012013,b06012013_moe,b06012014,b06012014_moe,b06012015,b06012015_moe,b06012016,b06012016_moe,b06012017,b06012017_moe,b06012018,b06012018_moe,b06012019,b06012019_moe,b06012020,b06012020_moe
1.1,Arbor Heights,6244,300,161,72,247,156,5836,291,3695,342,79,50,193,147,3423,336,1954,204,42,34,54,57,1858,222,81,56,0,17,0,17,81,56,514,123,40,42,0,17,474,131
1.2,Fauntleroy/Seaview,13669,592,793,279,567,177,12309,633,6780,609,372,179,181,96,6227,612,5669,529,361,166,239,104,5069,459,298,139,23,42,0,24,275,131,922,218,37,39,147,88,738,191
1.3,West Seattle Junction/Genesee Hill,17609,602,1252,347,670,212,15687,671,8339,600,553,228,258,142,7528,585,7558,565,448,179,314,138,6796,528,246,112,27,50,0,29,219,103,1466,291,224,123,98,84,1144,254
1.4,Alki/Admiral,11105,559,785,245,524,183,9796,520,4797,461,283,136,308,145,4206,439,5159,412,313,137,196,105,4650,393,241,111,0,24,16,31,225,108,908,263,189,129,4,19,715,240
2.1,North Delridge,4760,357,411,178,225,144,4124,376,1994,294,177,88,141,119,1676,257,1966,278,199,129,67,69,1700,261,45,45,10,17,0,12,35,42,755,309,25,34,17,26,713,314
2.2,High Point,6430,409,2199,507,628,330,3603,509,2885,425,1160,377,273,183,1452,287,1886,268,418,146,110,81,1358,284,48,45,13,23,0,17,35,41,1611,297,608,196,245,170,758,265
2.3,Riverview,4674,298,397,215,501,314,3776,255,2390,318,183,154,345,253,1862,279,1303,215,110,82,156,134,1037,155,63,39,0,12,0,12,63,39,918,204,104,137,0,12,814,156
2.4,Roxhill/Westwood,12545,705,1877,565,816,337,9852,718,4558,455,744,327,196,121,3618,464,4598,505,341,143,328,120,3929,466,244,131,74,85,0,21,170,101,3145,529,718,362,292,242,2135,446
2.5,Highland Park,5822,462,640,205,529,336,4653,512,2489,324,244,130,192,134,2053,337,1786,313,269,109,218,180,1299,271,137,108,0,21,0,21,137,108,1410,294,127,104,119,100,1164,289
3.1,South Park,4287,602,981,434,452,232,2854,646,1436,266,448,299,107,68,881,182,941,202,266,169,21,28,654,151,258,168,85,78,0,17,173,145,1652,542,182,156,324,175,1146,508
