area_id,area_name,b16008001,b16008001_moe,b16008002,b16008002_moe,b16008003,b16008003_moe,b16008004,b16008004_moe,b16008005,b16008005_moe,b16008006,b16008006_moe,b16008007,b16008007_moe,b16008008,b16008008_moe,b16008009,b16008009_moe,b16008010,b16008010_moe,b16008011,b16008011_moe,b16008012,b16008012_moe,b16008013,b16008013_moe,b16008014,b16008014_moe,b16008015,b16008015_moe,b16008016,b16008016_moe,b16008017,b16008017_moe,b16008018,b16008018_moe,b16008019,b16008019_moe,b16008020,b16008020_moe,b16008021,b16008021_moe,b16008022,b16008022_moe,b16008023,b16008023_moe,b16008024,b16008024_moe,b16008025,b16008025_moe,b16008026,b16008026_moe,b16008027,b16008027_moe,b16008028,b16008028_moe,b16008029,b16008029_moe,b16008030,b16008030_moe,b16008031,b16008031_moe,b16008032,b16008032_moe,b16008033,b16008033_moe,b16008034,b16008034_moe,b16008035,b16008035_moe,b16008036,b16008036_moe,b16008037,b16008037_moe,b16008038,b16008038_moe,b16008039,b16008039_moe,b16008040,b16008040_moe,b16008041,b16008041_moe,b16008042,b16008042_moe,b16008043,b16008043_moe,b16008044,b16008044_moe,b16008045,b16008045_moe,b16008046,b16008046_moe,b16008047,b16008047_moe,b16008048,b16008048_moe,b16008049,b16008049_moe,b16008050,b16008050_moe,b16008051,b16008051_moe,b16008052,b16008052_moe,b16008053,b16008053_moe
3.2,Georgetown,1160,143,862,143,61,58,29,30,32,47,0,12,32,47,0,12,0,12,0,12,801,139,731,152,24,26,24,26,0,12,46,45,46,45,0,12,298,101,89,42,12,8,0,12,0,12,0,12,0,12,12,8,12,8,0,12,77,38,10,19,0,12,0,12,0,12,67,37,19,20,48,30,209,96,36,24,0,12,0,12,0,12,0,12,36,24,24,16,12,8,173,111,0,12,120,107,10,17,110,103,53,42,0,12,53,42
3.3,Duwamish/SODO,2371,376,1724,302,177,39,109,90,0,12,0,12,0,12,68,68,63,66,5,9,1547,304,1441,277,39,33,28,35,11,17,67,45,54,39,13,19,647,243,387,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,387,161,127,73,25,59,13,30,12,30,235,119,43,39,192,101,260,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,260,146,87,79,116,109,38,31,78,109,57,47,6,14,51,40
3.4,South Beacon Hill/NewHolly,14310,1112,6476,626,2452,384,999,278,13,26,13,26,0,24,1440,363,659,228,781,315,4024,429,3283,426,127,80,127,80,0,24,614,212,512,182,102,71,7834,971,5421,793,465,187,43,45,0,24,0,24,0,24,422,173,186,141,236,123,4956,706,166,82,21,29,21,29,0,24,4769,708,1456,367,3313,534,2413,625,502,423,75,84,0,24,0,24,0,24,427,364,74,83,353,312,1911,402,63,49,57,38,44,36,13,27,1791,398,248,118,1543,374
3.5,Beacon Hill,8677,661,4038,526,859,212,354,169,37,66,37,66,0,17,468,155,407,156,61,47,3179,411,2468,379,184,145,184,145,0,17,527,151,493,149,34,38,4639,637,3429,499,67,64,14,25,0,17,0,17,0,17,53,61,53,61,0,17,3362,487,346,180,25,42,0,17,25,42,2991,494,1025,254,1966,368,1210,339,28,32,0,17,0,17,0,17,0,17,28,32,19,30,9,19,1182,338,10,21,114,164,43,61,71,128,1058,285,189,138,869,296
3.6,North Beacon Hill/Jefferson Park,13052,659,7875,595,1391,255,468,192,274,187,213,177,61,68,649,176,457,186,192,129,6484,544,5499,557,169,113,130,84,39,73,816,266,635,242,181,99,5177,524,3308,396,83,88,23,42,0,24,0,24,0,24,60,80,13,30,47,77,3225,382,157,108,154,105,112,91,42,45,2914,334,759,260,2155,330,1869,527,114,98,11,28,0,24,0,24,0,24,103,97,33,56,70,82,1755,487,111,78,466,291,59,88,407,257,1178,376,193,122,985,361
4.1,Rainier Beach,14176,977,9874,898,2603,577,1727,477,272,179,235,178,37,64,604,366,467,309,137,97,7271,628,6506,614,236,147,179,160,57,74,529,232,493,223,36,45,4302,581,2586,453,48,50,0,27,0,27,0,27,0,27,48,50,34,44,14,33,2538,440,164,85,165,149,81,78,84,96,2209,424,984,281,1225,286,1716,467,176,136,0,27,29,51,29,51,0,27,147,117,44,52,103,93,1540,383,94,105,309,205,31,54,278,175,1137,311,308,147,829,253
4.2,Columbia City,15434,778,10104,734,1920,334,1251,260,115,77,101,75,14,30,554,198,280,152,274,139,8184,641,7181,635,309,146,302,142,7,33,694,254,573,237,121,86,5330,665,2807,445,43,41,13,30,0,27,0,27,0,27,30,39,8,28,22,31,2764,441,123,74,33,39,16,33,17,35,2608,433,799,233,1809,354,2523,548,247,140,0,27,66,77,66,77,0,27,181,122,40,48,141,120,2276,493,202,104,391,258,45,39,346,247,1683,462,303,156,1380,399
4.3,Seward Park,8158,537,5985,406,1025,199,759,155,102,132,102,132,0,17,164,86,150,83,14,19,4960,342,4429,348,205,112,205,112,0,17,326,123,301,121,25,26,2173,401,1244,211,48,37,48,37,0,17,0,17,0,17,0,17,0,17,0,17,1196,207,226,97,91,73,54,46,37,58,879,180,345,119,534,141,929,331,53,50,0,17,0,17,0,17,0,17,53,50,35,44,18,30,876,323,89,54,280,267,82,131,198,206,507,180,126,68,381,161
4.4,Mt. Baker/North Rainier,5202,458,4186,443,826,206,535,198,44,51,44,51,0,17,247,138,233,143,14,23,3360,405,3192,424,89,55,65,49,24,37,79,58,66,51,13,21,1016,254,564,232,52,56,16,24,0,17,0,17,0,17,36,51,18,27,18,25,512,201,117,61,33,38,0,17,33,38,362,197,159,89,203,152,452,203,33,37,19,28,0,17,0,17,0,17,14,24,14,24,0,17,419,192,77,63,42,51,0,17,42,51,300,170,47,47,253,165
5.1,Madrona/Leschi,9385,499,8398,554,1105,231,970,230,28,33,28,33,0,21,107,105,107,105,0,21,7293,471,6815,500,240,149,194,131,46,44,238,106,222,102,16,32,987,249,597,187,58,57,30,51,0,21,0,21,0,21,28,27,28,27,0,21,539,162,247,113,42,48,42,48,0,21,250,111,167,78,83,64,390,197,13,24,13,24,0,21,0,21,0,21,0,21,0,21,0,21,377,192,221,168,40,46,22,40,18,31,116,84,93,80,23,35
5.2,Judkins Park,2772,286,1679,240,176,91,128,95,0,12,0,12,0,12,48,37,48,37,0,12,1503,215,1237,207,38,41,38,41,0,12,228,109,137,81,91,61,1093,247,637,191,22,28,0,12,0,12,0,12,0,12,22,28,22,28,0,12,615,173,102,60,0,12,0,12,0,12,513,160,200,89,313,112,456,187,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,456,187,0,12,111,171,0,12,111,171,345,106,85,50,260,107
5.3,Central Area/Squire Park,15813,730,13388,701,1257,235,1055,238,124,84,106,74,18,34,78,74,78,74,0,24,12131,627,11526,642,162,83,119,71,43,36,443,164,392,157,51,45,2425,480,1148,263,17,29,2,17,0,24,0,24,0,24,15,33,15,33,0,24,1131,256,379,139,109,76,80,69,29,37,643,203,282,107,361,172,1277,411,139,198,0,24,11,27,11,27,0,24,128,197,0,24,128,197,1138,302,273,119,280,157,124,93,156,133,585,248,412,215,173,129
6.1,First Hill,14487,744,11464,718,273,140,193,131,22,34,19,33,3,22,58,45,3,22,55,45,11191,712,10061,700,426,146,377,143,49,48,704,216,624,209,80,59,3023,422,1205,227,14,26,0,24,0,24,0,24,0,24,14,26,14,26,0,24,1191,223,276,116,60,75,60,75,0,24,855,189,354,118,501,144,1818,360,43,61,0,24,24,52,24,52,0,24,19,32,19,32,0,24,1775,340,214,83,360,184,114,88,246,144,1201,284,548,183,653,211
6.2,Capitol Hill,19665,701,16642,745,223,87,150,102,0,29,0,29,0,29,73,71,29,52,44,55,16419,734,15140,768,493,195,429,182,64,72,786,248,712,243,74,55,3023,539,1103,285,15,37,0,29,0,29,0,29,0,29,15,37,15,37,0,29,1088,280,511,169,84,74,68,71,16,35,493,220,295,161,198,139,1920,470,16,37,0,29,0,29,0,29,0,29,16,37,0,29,16,37,1904,466,562,246,280,274,75,80,205,276,1062,317,629,233,433,259
6.3,North Capitol Hill,3798,196,3404,205,200,74,173,63,0,12,0,12,0,12,27,33,17,26,10,18,3204,206,3045,234,51,47,51,47,0,12,108,71,108,71,0,12,394,142,260,102,16,25,16,25,0,12,0,12,0,12,0,12,0,12,0,12,244,108,188,111,0,12,0,12,0,12,56,50,39,44,17,26,134,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,134,86,53,58,13,20,13,20,0,12,68,56,68,56,0,12
6.4,Miller Park,6894,407,6291,394,937,229,918,229,5,16,5,16,0,17,14,18,14,18,0,17,5354,304,5154,316,98,65,75,55,23,38,102,57,72,41,30,40,603,144,266,89,5,15,0,17,0,17,0,17,0,17,5,15,5,15,0,17,261,87,88,47,16,22,8,18,8,18,157,69,75,51,82,47,337,117,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,337,117,112,61,0,17,0,17,0,17,225,103,162,87,63,51
6.5,Madison Park,4943,328,4484,362,717,168,694,161,0,17,0,17,0,17,23,26,23,26,0,17,3767,299,3514,299,65,50,41,33,24,39,188,103,188,103,0,17,459,180,305,138,10,16,10,16,0,17,0,17,0,17,0,17,0,17,0,17,295,137,74,52,11,18,11,18,0,17,210,128,173,118,37,40,154,97,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,154,97,0,17,0,17,0,17,0,17,154,97,92,84,62,61
7.1,Montlake/Portage Bay,9065,471,8176,472,753,141,698,144,12,23,12,23,0,21,43,53,43,53,0,21,7423,443,7159,451,113,86,113,86,0,21,151,72,126,71,25,30,889,214,564,167,53,48,53,48,0,21,0,21,0,21,0,21,0,21,0,21,511,159,199,93,87,86,76,82,11,23,225,99,98,65,127,75,325,122,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,325,122,97,55,13,27,13,27,0,21,215,110,165,95,50,49
7.2,University District,19198,1379,15892,1337,384,118,384,118,0,29,0,29,0,29,0,29,0,29,0,29,15508,1337,13011,1295,551,253,506,248,45,41,1946,395,1666,337,280,121,3306,479,1185,265,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,1185,265,408,195,76,79,76,79,0,29,701,187,533,147,168,107,2121,415,17,32,0,29,0,29,0,29,0,29,17,32,17,32,0,29,2104,411,170,94,41,68,41,68,0,29,1893,420,731,210,1162,334
7.3,Ravenna/Bryant,23083,819,19925,755,2284,209,2105,210,41,43,31,39,10,33,138,80,113,77,25,36,17641,726,16221,706,463,149,449,149,14,32,957,230,784,202,173,112,3158,548,1713,435,77,57,77,57,0,32,0,32,0,32,0,32,0,32,0,32,1636,434,496,149,32,39,32,39,0,32,1108,431,683,325,425,177,1445,365,105,67,39,48,14,37,14,37,0,32,52,52,42,46,10,33,1340,348,489,214,70,57,53,54,17,34,781,276,449,151,332,194
7.4,Wedgwood/View Ridge,14184,443,12183,411,2161,204,1929,220,54,53,54,53,0,27,178,82,164,74,14,29,10022,340,9228,365,241,103,179,83,62,48,553,167,529,166,24,34,2001,330,1063,190,57,52,57,52,0,27,0,27,0,27,0,27,0,27,0,27,1006,190,266,99,50,56,39,49,11,29,690,156,431,130,259,106,938,264,54,52,0,27,0,27,0,27,0,27,54,52,54,52,0,27,884,247,132,71,34,35,0,27,34,35,718,230,428,172,290,151
7.5,Laurelhurst/Sand Point,10139,551,8482,578,1849,280,1608,265,18,23,18,23,0,21,223,155,206,140,17,31,6633,425,6257,438,127,88,116,87,11,17,249,102,227,98,22,26,1657,364,883,224,60,53,39,40,21,36,21,36,0,21,0,21,0,21,0,21,823,223,253,96,7,21,7,21,0,21,563,204,460,189,103,59,774,272,55,73,0,21,42,69,42,69,0,21,13,25,13,25,0,21,719,247,88,76,78,85,35,53,43,70,553,234,293,164,260,131
8.1,Northgate/Maple Leaf,12617,560,9478,534,1053,202,916,198,11,28,0,24,11,28,126,81,118,76,8,24,8425,448,7583,431,358,176,317,173,41,32,484,172,395,151,89,74,3139,425,1544,286,64,61,12,26,0,24,0,24,0,24,52,60,52,60,0,24,1480,271,374,160,126,148,30,51,96,133,980,223,454,192,526,178,1595,338,87,83,0,24,0,24,0,24,0,24,87,83,43,59,44,58,1508,304,271,161,166,120,14,25,152,119,1071,249,582,211,489,195
8.2,Olympic Hills/Victory Heights,13808,625,10853,618,1308,219,1093,206,87,64,51,54,36,34,128,65,87,55,41,48,9545,529,8790,541,409,158,300,125,109,77,346,147,262,111,84,88,2955,574,1447,289,13,35,13,35,0,24,0,24,0,24,0,24,0,24,0,24,1434,287,334,145,73,57,53,47,20,39,1027,255,415,155,612,179,1508,483,136,110,50,69,74,86,0,24,74,86,12,27,0,24,12,27,1372,417,212,114,154,163,6,25,148,162,1006,400,285,133,721,352
8.3,Cedar Park/Meadowbrook,11514,593,9364,557,1166,238,987,196,53,69,0,27,53,69,126,118,120,117,6,28,8198,428,7647,438,261,169,205,115,56,79,290,117,272,116,18,27,2150,423,891,223,4,25,4,25,0,27,0,27,0,27,0,27,0,27,0,27,887,223,192,73,55,60,32,43,23,32,640,207,309,165,331,132,1259,360,263,121,27,42,105,75,42,58,63,67,131,94,50,58,81,78,996,275,168,80,329,213,0,27,329,213,499,183,171,94,328,142
9.1,Broadview/Bitter Lake,13154,757,10946,705,1438,293,1122,239,70,50,31,40,39,45,246,191,194,182,52,62,9508,666,8922,683,169,97,162,96,7,27,417,138,375,130,42,44,2208,442,1256,294,49,63,17,36,0,27,0,27,0,27,32,56,16,33,16,33,1207,282,212,84,68,59,49,54,19,36,927,255,419,170,508,205,952,336,17,35,0,27,17,35,0,27,17,35,0,27,0,27,0,27,935,328,96,79,91,95,16,35,75,92,748,306,435,236,313,162
9.2,Licton Springs,8315,423,6753,430,348,167,332,168,16,25,16,25,0,17,0,17,0,17,0,17,6405,422,5742,440,295,177,261,179,34,30,368,149,268,126,100,79,1562,347,822,204,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,822,204,173,106,171,116,96,101,75,94,478,156,173,97,305,127,740,289,49,59,0,17,0,17,0,17,0,17,49,59,0,17,49,59,691,259,126,77,287,191,83,105,204,156,278,155,68,72,210,136
9.3,Greenwood/Phinney Ridge,22196,705,19869,687,2405,299,2194,295,71,82,71,82,0,29,140,77,135,74,5,35,17464,578,16591,593,292,134,245,126,47,51,581,168,515,164,66,73,2327,364,1314,231,68,55,57,53,0,29,0,29,0,29,11,32,11,32,0,29,1246,225,426,166,62,50,39,45,23,35,758,164,387,125,371,98,1013,271,61,56,0,29,0,29,0,29,0,29,61,56,17,37,44,52,952,261,369,125,259,182,135,131,124,107,324,128,220,98,104,68
9.4,Green Lake,13131,597,11639,584,1053,200,875,188,1,21,1,21,0,24,177,100,177,100,0,24,10586,545,9840,559,344,164,264,155,80,54,402,119,354,113,48,43,1492,266,734,203,11,27,0,24,0,24,0,24,0,24,11,27,11,27,0,24,723,201,212,98,50,58,50,58,0,24,461,173,267,124,194,120,758,202,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,758,202,298,148,50,45,28,34,22,37,410,135,315,117,95,69
9.5,Haller Lake,9202,414,7029,422,932,199,592,163,84,84,22,37,62,77,256,126,209,121,47,43,6097,402,5843,418,83,58,69,53,14,27,171,103,171,103,0,21,2173,403,1250,284,17,21,17,21,0,21,0,21,0,21,0,21,0,21,0,21,1233,287,170,85,8,21,8,21,0,21,1055,283,679,269,376,152,923,338,88,96,0,21,88,96,66,76,22,38,0,21,0,21,0,21,835,272,175,100,160,161,39,47,121,131,500,183,257,151,243,127
10.1,North Beach/Blue Ridge,10959,453,9714,404,1488,206,1414,208,23,42,23,42,0,21,51,53,51,53,0,21,8226,349,7783,344,217,102,174,98,43,43,226,87,161,69,65,52,1245,375,694,188,18,28,11,23,0,21,0,21,0,21,7,21,7,21,0,21,676,184,256,97,78,77,33,31,45,74,342,130,214,103,128,78,551,270,83,132,0,21,83,132,83,132,0,21,0,21,0,21,0,21,468,181,105,78,177,121,107,71,70,80,186,85,100,53,86,68
10.2,Whittier Heights,10903,426,10140,436,1132,257,1108,256,0,24,0,24,0,24,24,32,24,32,0,24,9008,372,8317,390,336,179,268,127,68,108,355,150,265,125,90,65,763,189,359,122,14,29,14,29,0,24,0,24,0,24,0,24,0,24,0,24,345,120,183,90,0,24,0,24,0,24,162,71,126,70,36,39,404,146,49,56,13,27,0,24,0,24,0,24,36,55,0,24,36,55,355,132,142,72,37,59,20,35,17,32,176,96,108,81,68,59
10.3,Sunset Hill/Loyal Heights,12999,565,11786,591,1349,210,1277,210,18,32,18,32,0,24,54,43,38,36,16,29,10437,513,9904,492,196,123,180,120,16,32,337,151,288,147,49,41,1213,250,770,214,16,29,16,29,0,24,0,24,0,24,0,24,0,24,0,24,754,209,365,137,31,34,12,25,19,33,358,146,210,104,148,107,443,176,14,27,14,27,0,24,0,24,0,24,0,24,0,24,0,24,429,173,128,67,14,28,0,24,14,28,287,168,235,150,52,54
10.4,Ballard,6909,509,5965,466,320,124,265,113,15,24,15,24,0,17,40,65,0,17,40,65,5645,430,5303,432,137,147,118,143,19,30,205,112,182,116,23,29,944,401,355,177,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,355,177,131,90,22,36,0,17,22,36,202,126,202,126,0,17,589,353,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,589,353,47,54,51,65,0,17,51,65,491,343,402,309,89,87
11.1,Fremont,14884,517,13409,520,927,192,838,189,11,27,11,27,0,24,78,74,78,74,0,24,12482,490,11850,499,312,119,281,118,31,39,320,133,252,119,68,67,1475,296,619,189,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,619,189,227,114,59,52,46,49,13,30,333,144,310,143,23,26,856,214,14,30,0,24,0,24,0,24,0,24,14,30,14,30,0,24,842,210,294,144,66,58,40,50,26,38,482,142,360,127,122,80
11.2,Wallingford,15650,891,14002,948,1126,172,998,177,71,60,54,56,17,35,57,51,33,37,24,43,12876,927,11900,839,204,108,170,103,34,36,772,215,681,204,91,52,1648,295,697,178,11,26,11,26,0,27,0,27,0,27,0,27,0,27,0,27,686,178,278,111,116,94,116,94,0,27,292,112,191,97,101,52,951,241,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,951,241,316,130,23,27,21,32,2,21,612,213,361,134,251,157
11.3,Cascade/Eastlake,12163,778,9921,722,144,82,87,77,0,21,0,21,0,21,57,44,44,53,13,37,9777,714,9184,707,260,122,216,110,44,51,333,123,303,119,30,38,2242,536,673,205,8,22,8,22,0,21,0,21,0,21,0,21,0,21,0,21,665,205,127,89,27,34,27,34,0,21,511,184,325,136,186,128,1569,516,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1569,516,608,437,102,69,70,54,32,46,859,293,553,235,306,172
12.1,Magnolia,11782,591,10280,560,1896,279,1649,285,28,48,28,48,0,24,219,142,188,130,31,39,8384,464,7878,432,214,166,214,166,0,24,292,123,256,117,36,41,1502,277,861,219,50,44,50,44,0,24,0,24,0,24,0,24,0,24,0,24,811,220,422,171,38,49,25,33,13,27,351,133,291,132,60,53,641,201,34,39,0,24,34,39,20,35,14,29,0,24,0,24,0,24,607,191,227,114,46,52,19,34,27,46,334,139,256,122,78,64
12.2,Interbay,9607,481,8247,482,786,180,669,190,42,38,32,34,10,20,75,73,75,73,0,21,7461,435,7023,450,147,95,136,92,11,22,291,141,280,139,11,28,1360,384,722,244,23,38,23,38,0,21,0,21,0,21,0,21,0,21,0,21,699,242,126,75,103,80,63,59,40,57,470,226,243,130,227,146,638,251,40,49,26,44,0,21,0,21,0,21,14,26,14,26,0,21,598,234,215,115,39,39,23,30,16,27,344,215,162,99,182,160
12.3,Queen Anne,35366,1110,31679,1121,2312,328,2137,328,23,43,11,42,12,41,152,101,119,84,33,67,29367,1053,27743,1050,610,209,575,204,35,40,1014,197,869,182,145,80,3687,469,1796,330,62,58,51,57,0,40,0,40,0,40,11,42,11,42,0,40,1734,320,749,201,0,40,0,40,0,40,985,257,725,205,260,138,1891,371,17,46,0,40,0,40,0,40,0,40,17,46,0,40,17,46,1874,369,562,173,285,175,98,100,187,146,1027,272,851,258,176,98
13.1,Belltown,8101,564,6556,472,64,59,64,59,0,21,0,21,0,21,0,21,0,21,0,21,6492,463,5993,456,205,116,179,112,26,31,294,132,272,126,22,38,1545,384,437,147,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,437,147,137,90,38,66,0,21,38,66,262,113,178,88,84,60,1108,360,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1108,360,404,144,46,73,46,73,0,21,658,323,415,204,243,252
13.2,Downtown Commercial Core,3815,401,3080,378,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3080,378,2881,366,33,38,33,38,0,12,166,101,166,101,0,12,735,202,294,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,294,128,123,94,0,12,0,12,0,12,171,113,80,78,91,86,441,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,441,168,83,59,53,73,0,12,53,73,305,138,179,93,126,99
13.3,Pioneer Square/International District,4956,439,2514,315,222,159,38,38,0,17,0,17,0,17,184,152,91,65,93,104,2292,270,2138,271,17,30,17,30,0,17,137,73,63,41,74,56,2442,353,1459,339,100,152,0,17,0,17,0,17,0,17,100,152,98,150,2,14,1359,255,115,76,25,36,25,36,0,17,1219,226,188,92,1031,190,983,212,103,97,0,17,0,17,0,17,0,17,103,97,68,70,35,33,880,173,63,47,54,57,32,52,22,29,763,165,105,57,658,162
