area_id,area_name,b11002001,b11002001_moe,b11002002,b11002002_moe,b11002003,b11002003_moe,b11002004,b11002004_moe,b11002005,b11002005_moe,b11002006,b11002006_moe,b11002007,b11002007_moe,b11002008,b11002008_moe,b11002009,b11002009_moe,b11002010,b11002010_moe,b11002011,b11002011_moe,b11002012,b11002012_moe
7.4,Wedgwood/View Ridge,14864,457,11778,566,9797,592,9745,585,52,50,688,325,652,317,36,42,1293,361,1193,339,100,51,3086,344
7.5,Laurelhurst/Sand Point,10637,524,8384,628,7085,586,7064,590,21,26,388,248,325,187,63,82,911,363,758,286,153,105,2253,367
8.1,Northgate/Maple Leaf,13197,598,8093,730,6064,677,5956,665,108,72,661,279,595,249,66,56,1368,485,1288,476,80,58,5104,466
8.2,Olympic Hills/Victory Heights,14484,680,10558,835,7488,716,7347,682,141,110,850,356,761,314,89,83,2220,635,2040,585,180,123,3926,462
8.3,Cedar Park/Meadowbrook,11975,594,8096,711,6086,645,6006,635,80,54,731,416,596,343,135,89,1279,477,1194,441,85,76,3879,391
9.1,Broadview/Bitter Lake,13197,757,8450,671,6845,638,6805,631,40,40,306,222,289,218,17,35,1299,406,1215,394,84,58,4747,696
9.2,Licton Springs,8884,502,4768,727,3770,690,3730,683,40,68,163,116,137,93,26,31,835,335,760,294,75,63,4116,499
9.3,Greenwood/Phinney Ridge,23414,806,15694,956,13272,1026,13121,1018,151,74,472,238,446,232,26,41,1950,448,1802,414,148,72,7720,571
9.4,Green Lake,13762,617,7948,579,6695,539,6613,532,82,73,289,157,267,144,22,28,964,292,884,275,80,56,5814,587
9.5,Haller Lake,9629,514,6843,670,5725,736,5635,726,90,72,464,223,408,195,56,49,654,257,601,233,53,53,2786,358
10.1,North Beach/Blue Ridge,11418,475,8846,615,7566,675,7491,661,75,76,356,221,293,180,63,54,924,305,841,286,83,64,2572,323
10.2,Whittier Heights,11776,442,7883,613,6448,617,6409,610,39,64,536,309,453,280,83,69,899,341,848,323,51,48,3893,442
10.3,Sunset Hill/Loyal Heights,13904,594,9568,592,7927,633,7881,628,46,62,629,424,513,319,116,122,1012,341,767,258,245,140,4336,527
10.4,Ballard,7067,502,3145,531,2406,489,2406,489,0,17,197,181,172,157,25,40,542,253,524,245,18,31,3922,491
11.1,Fremont,15354,535,7363,669,6235,675,6116,669,119,71,374,200,310,161,64,53,754,303,662,246,92,86,7991,547
11.2,Wallingford,16091,892,7164,659,5643,520,5591,508,52,68,661,335,539,271,122,111,860,326,718,278,142,88,8927,921
11.3,Cascade/Eastlake,11965,802,3212,720,2317,551,2317,551,0,21,533,469,426,346,107,146,362,192,344,171,18,44,8753,639
12.1,Magnolia,12563,648,9606,707,9002,703,8979,700,23,41,235,158,221,151,14,28,369,182,358,179,11,24,2957,500
12.2,Interbay,9730,512,5614,580,4782,592,4684,592,98,102,163,206,99,116,64,96,669,249,641,239,28,26,4116,435
12.3,Queen Anne,34762,1047,18266,1071,16437,1095,16382,1093,55,64,431,189,420,185,11,42,1398,444,1331,423,67,57,16496,1075
13.1,Belltown,7984,560,2463,552,2172,440,2172,440,0,21,130,224,63,109,67,117,161,129,147,115,14,26,5521,380
13.2,Downtown Commercial Core,3094,270,978,335,960,331,960,331,0,12,0,12,0,12,0,12,18,33,18,33,0,12,2116,237
13.3,Pioneer Square/International District,4939,552,2327,579,1457,357,1443,355,14,23,407,454,394,450,13,22,463,290,463,290,0,17,2612,256
