area_id,area_name,b11002001,b11002001_moe,b11002002,b11002002_moe,b11002003,b11002003_moe,b11002004,b11002004_moe,b11002005,b11002005_moe,b11002006,b11002006_moe,b11002007,b11002007_moe,b11002008,b11002008_moe,b11002009,b11002009_moe,b11002010,b11002010_moe,b11002011,b11002011_moe,b11002012,b11002012_moe
1.1,Arbor Heights,6243,300,4783,401,4025,442,3985,441,40,42,252,164,206,130,46,42,506,241,452,202,54,51,1460,247
1.2,Fauntleroy/Seaview,13639,592,9584,717,7882,715,7882,715,0,24,196,142,163,112,33,41,1506,478,1352,425,154,96,4055,565
1.3,West Seattle Junction/Genesee Hill,17587,600,12171,742,9744,732,9608,711,136,92,487,216,448,203,39,39,1940,552,1681,463,259,140,5416,518
1.4,Alki/Admiral,11084,558,6981,643,6183,618,6046,569,137,105,328,302,305,289,23,41,470,216,406,180,64,58,4103,402
2.1,North Delridge,4740,357,2801,522,2199,470,2199,470,0,12,258,154,243,145,15,24,344,204,310,179,34,39,1939,330
2.2,High Point,6449,416,4742,512,2657,502,2620,479,37,59,120,115,106,99,14,25,1965,507,1883,487,82,57,1707,370
2.3,Riverview,4683,295,3777,386,2282,380,2266,380,16,17,439,243,407,235,32,39,1056,369,940,315,116,91,906,230
2.4,Roxhill/Westwood,12555,705,9342,796,6765,879,6550,845,215,176,1013,405,890,369,123,84,1564,401,1475,377,89,60,3213,365
2.5,Highland Park,5809,463,4323,512,2957,578,2884,579,73,77,329,227,314,223,15,28,1037,435,1005,421,32,43,1486,280
3.1,South Park,4310,608,3496,680,2245,751,2071,624,174,160,384,250,367,240,17,27,867,434,845,428,22,32,814,315
3.2,Georgetown,1134,131,612,178,515,157,515,157,0,12,97,106,78,87,19,34,0,12,0,12,0,12,522,114
3.3,Duwamish/SODO,1861,203,943,260,673,241,665,238,8,13,0,12,0,12,0,12,270,181,261,179,9,12,918,194
3.4,South Beacon Hill/NewHolly,15472,1268,14139,1355,9536,1266,9427,1262,109,73,1288,492,1138,442,150,100,3315,1040,3228,1023,87,89,1333,265
3.5,Beacon Hill,9268,689,7679,757,5733,664,5601,648,132,106,812,454,767,417,45,59,1134,494,1019,427,115,94,1589,452
3.6,North Beacon Hill/Jefferson Park,14067,732,10643,828,6820,957,6739,961,81,86,1135,488,1030,434,105,83,2688,743,2410,681,278,198,3424,441
4.1,Rainier Beach,15051,973,12662,1123,6972,1088,6786,1060,186,108,1237,546,1120,495,117,107,4453,1112,4084,1015,369,207,2389,367
4.2,Columbia City,16179,809,12349,1010,8653,1090,8498,1074,155,108,635,281,622,280,13,30,3061,772,2953,749,108,89,3830,559
4.3,Seward Park,8512,524,6959,623,5341,487,5198,461,143,137,550,294,510,289,40,27,1068,454,1003,443,65,43,1553,248
4.4,Mt. Baker/North Rainier,5468,468,4089,427,2789,531,2789,531,0,17,452,275,415,263,37,36,848,383,746,328,102,86,1379,361
5.1,Madrona/Leschi,9903,566,7278,741,5883,715,5835,713,48,47,111,110,111,110,0,21,1284,522,1230,511,54,44,2625,526
5.2,Judkins Park,2690,262,1321,287,1057,287,1047,281,10,17,31,50,31,50,0,12,233,159,233,159,0,12,1369,231
5.3,Central Area/Squire Park,16245,763,8611,791,5749,656,5593,636,156,131,788,322,621,250,167,131,2074,643,1971,616,103,90,7634,572
6.1,First Hill,11108,548,3425,487,2237,390,2208,383,29,39,486,193,431,180,55,48,702,340,645,314,57,58,7683,523
6.2,Capitol Hill,20071,770,5187,878,4109,842,4045,825,64,79,218,192,188,176,30,42,860,383,818,362,42,64,14884,731
6.3,North Capitol Hill,3908,239,1856,313,1743,304,1743,304,0,12,0,12,0,12,0,12,113,109,113,109,0,12,2052,270
6.4,Miller Park,7190,364,4312,384,3888,424,3766,417,122,72,137,126,126,113,11,22,287,191,287,191,0,17,2878,330
6.5,Madison Park,5066,379,3330,514,2971,505,2971,505,0,17,113,109,95,100,18,28,246,172,246,172,0,17,1736,268
7.1,Montlake/Portage Bay,9336,464,5732,552,4546,484,4446,447,100,93,310,175,268,148,42,48,876,366,752,302,124,93,3604,460
7.2,University District,11265,1175,3106,506,2290,344,2231,324,59,60,515,340,366,212,149,156,301,141,272,122,29,46,8159,1212
7.3,Ravenna/Bryant,23707,802,14522,723,12693,768,12593,756,100,94,322,177,273,147,49,62,1507,433,1295,368,212,130,9185,798
