area_id,area_name,b17006001,b17006001_moe,b17006002,b17006002_moe,b17006003,b17006003_moe,b17006004,b17006004_moe,b17006005,b17006005_moe,b17006006,b17006006_moe,b17006007,b17006007_moe,b17006008,b17006008_moe,b17006009,b17006009_moe,b17006010,b17006010_moe,b17006011,b17006011_moe,b17006012,b17006012_moe,b17006013,b17006013_moe,b17006014,b17006014_moe,b17006015,b17006015_moe,b17006016,b17006016_moe,b17006017,b17006017_moe,b17006018,b17006018_moe,b17006019,b17006019_moe,b17006020,b17006020_moe,b17006021,b17006021_moe,b17006022,b17006022_moe,b17006023,b17006023_moe,b17006024,b17006024_moe,b17006025,b17006025_moe,b17006026,b17006026_moe,b17006027,b17006027_moe,b17006028,b17006028_moe,b17006029,b17006029_moe
1.1,Arbor Heights,1307,165,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1307,165,1085,165,364,97,158,75,563,144,222,122,107,73,39,44,0,17,68,50,115,96,34,41,0,17,81,65
1.2,Fauntleroy/Seaview,2507,277,105,93,105,93,11,24,0,24,94,84,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2402,291,1919,261,693,205,107,87,1119,287,483,214,39,42,19,35,0,24,20,29,444,211,180,110,0,24,264,141
1.3,West Seattle Junction/Genesee Hill,3345,276,149,146,7,27,7,27,0,29,0,29,142,146,19,38,0,29,0,29,19,38,123,141,60,70,0,29,63,74,3196,287,2573,276,841,204,138,92,1594,246,623,194,54,53,0,29,11,29,43,44,569,189,117,91,89,93,363,151
1.4,Alki/Admiral,1688,268,38,43,38,43,0,24,0,24,38,43,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1650,263,1440,263,523,224,45,49,872,169,210,107,34,43,23,41,0,24,11,23,176,97,53,58,16,30,107,83
2.1,North Delridge,675,220,15,24,0,12,0,12,0,12,0,12,15,24,15,24,15,24,0,12,0,12,0,12,0,12,0,12,0,12,660,216,559,206,331,180,38,50,190,89,101,75,27,32,0,12,0,12,27,32,74,66,27,31,0,12,47,47
2.2,High Point,1652,249,833,284,341,358,186,183,0,17,155,177,492,237,0,17,0,17,0,17,0,17,492,237,64,74,0,17,428,225,819,278,458,228,221,115,39,54,198,133,361,204,43,49,0,17,0,17,43,49,318,194,101,113,23,34,194,128
2.3,Riverview,1029,210,103,109,0,12,0,12,0,12,0,12,103,109,0,12,0,12,0,12,0,12,103,109,0,12,31,50,72,98,926,180,608,193,193,76,18,22,397,157,318,120,130,85,8,14,0,12,122,86,188,114,60,53,0,12,128,81
2.4,Roxhill/Westwood,2513,392,677,321,513,300,211,134,0,21,302,220,164,132,17,31,17,31,0,21,0,21,147,129,58,75,0,21,89,86,1836,302,1270,272,463,138,100,58,707,192,566,182,153,123,26,38,0,21,127,99,413,133,85,57,15,24,313,121
2.5,Highland Park,1041,232,46,48,0,21,0,21,0,21,0,21,46,48,13,25,0,21,0,21,13,25,33,54,0,21,16,29,17,29,995,229,546,201,233,124,75,55,238,116,449,194,163,125,0,21,0,21,163,125,286,155,113,94,0,21,173,109
3.1,South Park,1298,346,431,328,52,65,0,17,0,17,52,65,379,319,17,29,0,17,17,29,0,17,362,319,112,153,0,17,250,219,867,270,706,314,192,120,90,66,424,191,161,112,61,52,33,42,10,19,18,23,100,97,44,54,0,17,56,48
3.2,Georgetown,133,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,133,44,123,44,14,19,32,47,77,42,10,18,10,18,10,18,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,187,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,187,37,139,58,6,11,0,12,133,56,48,64,0,12,0,12,0,12,0,12,48,64,4,10,0,12,44,60
3.4,South Beacon Hill/NewHolly,4631,897,1873,886,1288,848,357,311,121,88,810,493,585,261,67,63,10,23,0,24,57,61,518,254,100,79,0,24,418,204,2758,450,1932,391,614,227,28,35,1290,278,826,391,163,134,63,69,43,63,57,44,663,362,96,60,5,20,562,349
3.5,Beacon Hill,1578,265,97,116,5,70,0,17,1,18,4,56,92,98,0,17,0,17,0,17,0,17,92,98,27,38,9,22,56,73,1481,269,1173,267,594,174,78,107,501,135,308,168,196,154,51,66,0,17,145,121,112,84,8,18,0,17,104,83
3.6,North Beacon Hill/Jefferson Park,2782,319,318,230,13,30,0,24,0,24,13,30,305,226,0,24,0,24,0,24,0,24,305,226,88,87,11,28,206,148,2464,338,1539,455,713,280,49,45,777,284,925,367,214,152,106,107,8,24,100,98,711,369,287,209,46,59,378,227
4.1,Rainier Beach,3773,580,955,406,397,303,149,139,0,27,248,194,558,328,76,99,26,50,0,27,50,59,482,310,110,100,55,66,317,242,2818,552,1450,515,488,255,48,59,914,396,1368,449,201,146,26,48,0,27,175,130,1167,438,188,131,27,49,952,406
4.2,Columbia City,3180,504,598,261,144,130,61,64,14,33,69,78,454,235,187,152,28,48,0,27,159,149,267,184,0,27,39,56,228,159,2582,459,1965,430,844,268,201,112,920,240,617,232,17,33,0,27,0,27,17,33,600,232,167,121,26,32,407,170
4.3,Seward Park,1758,255,185,200,54,88,16,29,0,17,38,62,131,177,10,19,0,17,0,17,10,19,121,177,41,51,0,17,80,130,1573,200,1293,188,509,136,58,38,726,156,280,108,84,52,20,23,0,17,64,49,196,99,46,41,19,26,131,73
4.4,Mt. Baker/North Rainier,1192,162,131,105,30,49,0,17,0,17,30,49,101,95,48,52,0,17,0,17,48,52,53,68,0,17,0,17,53,68,1061,201,705,219,223,112,22,33,460,194,356,187,74,70,7,11,0,17,67,68,282,185,53,80,0,17,229,174
5.1,Madrona/Leschi,1832,241,155,126,76,98,76,98,0,21,0,21,79,82,0,21,0,21,0,21,0,21,79,82,79,82,0,21,0,21,1677,216,1326,223,559,169,62,48,705,174,351,198,18,30,0,21,0,21,18,30,333,199,10,23,122,124,201,108
5.2,Judkins Park,278,102,43,54,43,54,0,12,0,12,43,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,235,113,191,109,83,69,25,22,83,93,44,52,0,12,0,12,0,12,0,12,44,52,9,16,0,12,35,44
5.3,Central Area/Squire Park,2317,379,398,257,132,116,66,86,11,27,55,69,266,231,78,108,45,58,0,24,33,56,188,204,0,24,0,24,188,204,1919,321,1214,264,628,212,36,40,550,179,705,263,129,90,28,42,14,30,87,82,576,239,145,100,30,37,401,183
6.1,First Hill,474,150,276,113,73,62,29,35,22,35,22,39,203,100,64,51,53,47,0,24,11,27,139,97,70,74,22,41,47,47,198,143,38,64,19,41,6,24,13,51,160,124,9,25,0,24,0,24,9,25,151,126,67,60,0,24,84,112
6.2,Capitol Hill,811,257,200,197,0,29,0,29,0,29,0,29,200,197,0,29,0,29,0,29,0,29,200,197,185,197,0,29,15,37,611,200,452,215,320,178,73,71,59,57,159,107,30,42,15,35,0,29,15,34,129,104,52,65,0,29,77,91
6.3,North Capitol Hill,336,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,336,102,319,98,120,75,23,24,176,68,17,26,0,12,0,12,0,12,0,12,17,26,0,12,0,12,17,26
