area_id,area_name,b13001001,b13001001_moe,b13001002,b13001002_moe,b13001003,b13001003_moe,b13001004,b13001004_moe,b13001005,b13001005_moe,b13001006,b13001006_moe,b13001007,b13001007_moe,b13001008,b13001008_moe,b13001009,b13001009_moe
1.1,Arbor Heights,1486,183,754,119,0,17,193,78,561,100,732,174,111,73,318,113,303,104
1.2,Fauntleroy/Seaview,3487,255,1907,235,0,24,764,199,1143,178,1580,273,164,77,626,169,790,194
1.3,West Seattle Junction/Genesee Hill,4724,363,2116,227,0,29,681,171,1435,203,2608,366,283,116,1277,302,1048,225
1.4,Alki/Admiral,2893,330,1222,143,0,24,345,103,877,145,1671,297,218,93,806,231,647,166
2.1,North Delridge,1594,179,604,145,0,12,347,127,257,105,990,198,54,61,497,174,439,137
2.2,High Point,2079,307,713,152,0,17,266,100,447,135,1366,313,243,125,630,195,493,167
2.3,Riverview,1174,141,545,119,0,12,193,77,352,105,629,140,115,74,235,75,279,118
2.4,Roxhill/Westwood,3619,420,1506,223,0,21,576,144,930,193,2113,345,332,169,1000,251,781,163
2.5,Highland Park,1289,192,693,158,2,21,292,136,399,123,596,169,103,87,322,110,171,89
3.1,South Park,1122,204,504,120,0,17,228,105,276,85,618,155,174,95,343,127,101,61
3.2,Georgetown,359,82,160,67,0,12,72,59,88,45,199,68,44,32,88,48,67,49
3.3,Duwamish/SODO,586,130,138,79,0,12,91,81,47,40,448,133,26,34,321,114,101,66
3.4,South Beacon Hill/NewHolly,3728,471,1761,221,0,24,617,191,1144,183,1967,452,582,188,853,240,532,204
3.5,Beacon Hill,2356,288,1250,210,0,17,615,182,635,159,1106,258,174,99,529,146,403,195
3.6,North Beacon Hill/Jefferson Park,3349,336,1709,252,0,24,707,186,1002,209,1640,332,219,99,790,196,631,250
4.1,Rainier Beach,3753,383,1574,264,0,27,574,188,1000,239,2179,347,380,151,864,230,935,247
4.2,Columbia City,4366,378,1937,297,10,26,791,223,1136,217,2429,384,398,159,1082,254,949,252
4.3,Seward Park,2001,212,1007,149,0,17,267,91,740,133,994,181,193,82,405,143,396,136
4.4,Mt. Baker/North Rainier,1342,260,479,114,0,17,117,80,362,112,863,253,91,69,473,238,299,111
5.1,Madrona/Leschi,2679,305,1101,192,0,21,360,151,741,152,1578,330,263,148,651,206,664,227
5.2,Judkins Park,655,113,286,82,0,12,93,43,193,73,369,110,82,58,216,84,71,53
5.3,Central Area/Squire Park,5350,420,1690,208,21,33,733,170,936,174,3660,422,241,114,2534,336,885,188
6.1,First Hill,4705,445,808,178,0,24,487,137,321,123,3897,429,916,245,2334,314,647,170
6.2,Capitol Hill,7418,568,1644,360,0,29,1192,317,452,199,5774,532,159,92,4339,472,1276,302
6.3,North Capitol Hill,1035,171,325,97,0,12,133,80,192,63,710,153,27,31,501,155,182,88
6.4,Miller Park,2036,197,831,126,0,17,329,99,502,97,1205,186,162,69,785,181,258,77
6.5,Madison Park,1249,216,515,131,0,17,168,96,347,84,734,195,104,66,304,111,326,149
7.1,Montlake/Portage Bay,3012,386,837,159,0,21,286,97,551,132,2175,391,129,60,1694,407,352,124
7.2,University District,8839,859,631,148,9,30,284,126,338,80,8208,873,3581,578,4358,728,269,148
7.3,Ravenna/Bryant,7348,516,2970,274,16,39,959,199,1995,185,4378,472,745,174,3030,405,603,154
7.4,Wedgwood/View Ridge,3362,307,1738,173,9,28,452,122,1277,164,1624,256,516,152,742,174,366,103
7.5,Laurelhurst/Sand Point,2973,296,1377,160,0,21,379,120,998,155,1596,280,305,110,901,240,390,116
8.1,Northgate/Maple Leaf,3545,288,1555,207,0,24,700,191,855,149,1990,278,179,97,1139,221,672,177
8.2,Olympic Hills/Victory Heights,3808,367,1572,210,0,24,601,167,971,148,2236,346,380,118,1270,272,586,169
8.3,Cedar Park/Meadowbrook,3084,329,1230,180,0,27,419,128,811,145,1854,329,267,135,1006,234,581,166
9.1,Broadview/Bitter Lake,3183,369,1449,216,0,27,519,184,930,185,1734,332,240,101,889,226,605,241
9.2,Licton Springs,3367,339,1296,259,0,17,877,231,419,143,2071,335,77,68,1399,331,595,204
9.3,Greenwood/Phinney Ridge,7154,368,3438,290,0,29,1149,243,2289,225,3716,365,292,99,2242,291,1182,197
9.4,Green Lake,4078,405,1703,193,0,24,744,188,959,165,2375,401,110,58,1578,345,687,159
9.5,Haller Lake,2405,249,1251,223,26,33,554,188,671,152,1154,267,157,115,711,222,286,124
10.1,North Beach/Blue Ridge,2819,229,1549,181,0,21,513,132,1036,175,1270,215,306,117,550,158,414,117
10.2,Whittier Heights,3520,271,1767,226,0,24,798,189,969,154,1753,274,139,73,956,211,658,167
10.3,Sunset Hill/Loyal Heights,3905,365,1708,189,0,24,559,139,1149,180,2197,399,286,127,1208,306,703,203
10.4,Ballard,2204,317,725,196,0,17,509,196,216,99,1479,308,64,59,1042,268,373,131
11.1,Fremont,5463,420,1879,229,0,24,983,198,896,152,3584,440,154,115,2538,393,892,188
11.2,Wallingford,5293,617,1397,162,0,27,643,140,754,120,3896,611,233,105,2871,541,792,188
11.3,Cascade/Eastlake,4226,478,863,263,0,21,532,203,331,150,3363,442,192,159,2303,369,868,213
12.1,Magnolia,2622,451,1599,192,0,24,455,147,1144,167,1023,429,130,89,654,441,239,121
12.2,Interbay,3166,320,1271,217,0,21,545,166,726,157,1895,284,125,70,1086,236,684,173
12.3,Queen Anne,12183,791,4052,368,0,40,1729,273,2323,289,8131,795,1170,286,5267,706,1694,275
13.1,Belltown,2403,350,759,186,0,21,216,111,543,150,1644,308,65,64,1022,250,557,177
13.2,Downtown Commercial Core,872,169,323,141,0,12,157,107,166,98,549,147,0,12,341,139,208,86
13.3,Pioneer Square/International District,1003,180,398,119,0,17,148,81,250,90,605,153,46,41,362,115,197,78
