area_id,area_name,b25127001,b25127001_moe,b25127002,b25127002_moe,b25127003,b25127003_moe,b25127004,b25127004_moe,b25127005,b25127005_moe,b25127006,b25127006_moe,b25127007,b25127007_moe,b25127008,b25127008_moe,b25127009,b25127009_moe,b25127010,b25127010_moe,b25127011,b25127011_moe,b25127012,b25127012_moe,b25127013,b25127013_moe,b25127014,b25127014_moe,b25127015,b25127015_moe,b25127016,b25127016_moe,b25127017,b25127017_moe,b25127018,b25127018_moe,b25127019,b25127019_moe,b25127020,b25127020_moe,b25127021,b25127021_moe,b25127022,b25127022_moe,b25127023,b25127023_moe,b25127024,b25127024_moe,b25127025,b25127025_moe,b25127026,b25127026_moe,b25127027,b25127027_moe,b25127028,b25127028_moe,b25127029,b25127029_moe,b25127030,b25127030_moe,b25127031,b25127031_moe,b25127032,b25127032_moe,b25127033,b25127033_moe,b25127034,b25127034_moe,b25127035,b25127035_moe,b25127036,b25127036_moe,b25127037,b25127037_moe,b25127038,b25127038_moe,b25127039,b25127039_moe,b25127040,b25127040_moe,b25127041,b25127041_moe,b25127042,b25127042_moe,b25127043,b25127043_moe,b25127044,b25127044_moe,b25127045,b25127045_moe,b25127046,b25127046_moe,b25127047,b25127047_moe,b25127048,b25127048_moe,b25127049,b25127049_moe,b25127050,b25127050_moe,b25127051,b25127051_moe,b25127052,b25127052_moe,b25127053,b25127053_moe,b25127054,b25127054_moe,b25127055,b25127055_moe,b25127056,b25127056_moe,b25127057,b25127057_moe,b25127058,b25127058_moe,b25127059,b25127059_moe,b25127060,b25127060_moe,b25127061,b25127061_moe,b25127062,b25127062_moe,b25127063,b25127063_moe,b25127064,b25127064_moe,b25127065,b25127065_moe,b25127066,b25127066_moe,b25127067,b25127067_moe,b25127068,b25127068_moe,b25127069,b25127069_moe,b25127070,b25127070_moe,b25127071,b25127071_moe,b25127072,b25127072_moe,b25127073,b25127073_moe
1.1,Arbor Heights,2639,96,2173,132,127,56,127,56,0,17,0,17,0,17,0,17,0,17,178,72,157,69,0,17,0,17,21,28,0,17,0,17,412,100,301,88,16,25,61,41,13,22,11,20,10,19,1107,146,1107,146,0,17,0,17,0,17,0,17,0,17,349,99,339,97,0,17,0,17,0,17,10,19,0,17,466,107,9,18,9,18,0,17,0,17,0,17,0,17,0,17,43,47,22,37,0,17,0,17,21,36,0,17,0,17,109,55,67,40,9,19,0,17,33,31,0,17,0,17,235,95,235,95,0,17,0,17,0,17,0,17,0,17,70,50,70,50,0,17,0,17,0,17,0,17,0,17
1.2,Fauntleroy/Seaview,6410,211,4581,249,228,115,228,115,0,24,0,24,0,24,0,24,0,24,484,125,363,111,0,24,15,30,91,60,15,31,0,24,670,159,654,156,0,24,0,24,16,30,0,24,0,24,1818,221,1818,221,0,24,0,24,0,24,0,24,0,24,1381,239,1381,239,0,24,0,24,0,24,0,24,0,24,1829,241,50,48,16,29,18,34,0,24,16,30,0,24,0,24,471,141,35,40,34,41,113,62,199,101,90,79,0,24,370,127,0,24,54,41,119,61,147,100,50,50,0,24,570,173,219,111,30,42,188,102,53,61,80,76,0,24,368,138,320,138,32,41,16,29,0,24,0,24,0,24
1.3,West Seattle Junction/Genesee Hill,8391,238,4963,275,439,150,370,143,0,29,15,34,15,35,39,38,0,29,487,126,280,97,0,29,86,60,110,55,0,29,11,30,334,110,268,100,10,29,18,37,38,39,0,29,0,29,1617,220,1617,220,0,29,0,29,0,29,0,29,0,29,2086,250,2086,250,0,29,0,29,0,29,0,29,0,29,3428,333,295,114,0,29,87,85,22,31,25,38,161,82,0,29,748,184,112,90,77,77,192,85,148,85,219,130,0,29,620,169,69,53,94,63,265,95,120,71,72,86,0,29,1074,234,582,186,190,102,227,124,51,47,13,31,11,29,691,210,339,138,203,125,88,59,61,84,0,29,0,29
1.4,Alki/Admiral,5786,190,3091,242,226,99,107,71,0,24,80,71,15,28,24,29,0,24,657,148,261,102,36,35,221,93,127,52,12,27,0,24,361,124,180,86,10,24,26,34,47,48,98,54,0,24,807,194,760,192,15,29,0,24,32,36,0,24,0,24,1040,175,949,161,54,50,0,24,0,24,37,62,0,24,2695,240,246,89,31,33,0,24,77,58,36,44,102,77,0,24,694,194,16,30,139,74,382,163,157,79,0,24,0,24,796,179,86,62,158,94,415,138,137,86,0,24,0,24,616,153,237,102,175,89,118,71,44,39,42,67,0,24,343,160,116,89,71,70,71,72,85,76,0,24,0,24
2.1,North Delridge,2387,100,1294,174,247,98,122,79,45,60,14,23,31,34,35,35,0,12,284,103,200,93,0,12,34,42,15,23,35,27,0,12,39,45,39,45,0,12,0,12,0,12,0,12,0,12,230,97,230,97,0,12,0,12,0,12,0,12,0,12,494,157,482,156,0,12,0,12,0,12,0,12,12,20,1093,168,95,77,0,12,24,39,14,23,57,62,0,12,0,12,344,136,11,18,0,12,29,33,110,97,194,112,0,12,201,104,39,63,82,67,80,59,0,12,0,12,0,12,204,113,86,71,51,49,0,12,67,81,0,12,0,12,249,105,193,105,12,19,13,21,24,22,7,13,0,12
2.2,High Point,2731,199,1098,171,356,120,264,88,0,17,78,84,0,17,14,24,0,17,134,69,134,69,0,17,0,17,0,17,0,17,0,17,152,92,100,51,41,68,0,17,0,17,0,17,11,21,290,97,290,97,0,17,0,17,0,17,0,17,0,17,166,77,166,77,0,17,0,17,0,17,0,17,0,17,1633,227,537,125,177,73,137,90,69,47,61,46,93,55,0,17,219,112,26,35,21,25,88,66,34,39,50,76,0,17,436,178,124,101,0,17,211,135,33,31,68,77,0,17,204,123,139,97,65,82,0,17,0,17,0,17,0,17,237,133,209,125,0,17,0,17,0,17,28,38,0,17
2.3,Riverview,1680,73,1161,125,155,77,155,77,0,12,0,12,0,12,0,12,0,12,331,91,293,90,0,12,10,16,0,12,8,11,20,24,160,55,153,55,7,12,0,12,0,12,0,12,0,12,327,96,327,96,0,12,0,12,0,12,0,12,0,12,188,65,188,65,0,12,0,12,0,12,0,12,0,12,519,122,35,35,35,35,0,12,0,12,0,12,0,12,0,12,63,53,34,27,29,46,0,12,0,12,0,12,0,12,196,102,155,101,30,36,0,12,11,16,0,12,0,12,183,85,183,85,0,12,0,12,0,12,0,12,0,12,42,45,42,45,0,12,0,12,0,12,0,12,0,12
2.4,Roxhill/Westwood,5489,176,2881,214,294,118,266,112,9,29,19,34,0,21,0,21,0,21,259,97,214,94,31,38,0,21,14,27,0,21,0,21,423,104,315,98,32,37,11,24,22,33,43,43,0,21,1365,186,1365,186,0,21,0,21,0,21,0,21,0,21,540,116,536,116,4,19,0,21,0,21,0,21,0,21,2608,233,104,83,34,36,60,77,0,21,0,21,10,25,0,21,551,149,31,31,40,38,187,94,150,89,143,78,0,21,1198,219,237,96,124,66,493,175,183,111,114,71,47,70,519,151,383,135,28,28,83,73,12,26,13,26,0,21,236,128,143,112,47,45,10,23,0,21,36,40,0,21
2.5,Highland Park,2563,202,1290,156,138,88,138,88,0,21,0,21,0,21,0,21,0,21,107,60,107,60,0,21,0,21,0,21,0,21,0,21,254,92,254,92,0,21,0,21,0,21,0,21,0,21,480,126,480,126,0,21,0,21,0,21,0,21,0,21,311,97,311,97,0,21,0,21,0,21,0,21,0,21,1273,220,517,138,0,21,32,39,88,85,50,49,347,108,0,21,243,101,8,22,79,72,123,71,20,32,13,24,0,21,228,135,58,42,6,20,83,72,81,106,0,21,0,21,202,111,202,111,0,21,0,21,0,21,0,21,0,21,83,60,83,60,0,21,0,21,0,21,0,21,0,21
3.1,South Park,1323,80,610,110,109,53,101,54,0,17,0,17,0,17,0,17,8,18,53,38,53,38,0,17,0,17,0,17,0,17,0,17,23,28,23,28,0,17,0,17,0,17,0,17,0,17,195,72,195,72,0,17,0,17,0,17,0,17,0,17,230,83,223,82,0,17,7,16,0,17,0,17,0,17,713,122,62,55,62,55,0,17,0,17,0,17,0,17,0,17,144,86,107,72,0,17,0,17,37,41,0,17,0,17,108,73,23,25,28,35,38,48,19,32,0,17,0,17,169,96,107,79,38,49,24,40,0,17,0,17,0,17,230,96,39,37,128,82,52,51,11,22,0,17,0,17
3.2,Georgetown,630,55,195,59,43,27,43,27,0,12,0,12,0,12,0,12,0,12,7,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,11,18,0,12,0,12,0,12,0,12,0,12,134,56,122,51,12,16,0,12,0,12,0,12,0,12,435,76,4,6,0,12,4,6,0,12,0,12,0,12,0,12,7,11,0,12,7,11,0,12,0,12,0,12,0,12,34,32,0,12,4,6,26,30,4,9,0,12,0,12,153,68,115,59,29,41,0,12,0,12,9,15,0,12,237,70,106,53,30,28,80,51,21,32,0,12,0,12
3.3,Duwamish/SODO,944,90,494,93,35,36,34,37,0,12,1,5,0,12,0,12,0,12,99,55,13,24,0,12,17,22,19,28,50,42,0,12,78,46,25,25,0,12,19,22,19,21,15,18,0,12,155,67,155,67,0,12,0,12,0,12,0,12,0,12,127,50,47,31,0,12,20,22,0,12,60,32,0,12,450,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,119,82,13,21,0,12,64,75,0,12,42,30,0,12,139,64,11,16,0,12,17,21,64,41,47,45,0,12,48,50,0,12,13,20,35,45,0,12,0,12,0,12,144,89,16,18,49,65,15,28,64,62,0,12,0,12
3.4,South Beacon Hill/NewHolly,4531,190,2403,205,607,130,607,130,0,24,0,24,0,24,0,24,0,24,421,118,421,118,0,24,0,24,0,24,0,24,0,24,484,130,484,130,0,24,0,24,0,24,0,24,0,24,573,127,573,127,0,24,0,24,0,24,0,24,0,24,318,102,318,102,0,24,0,24,0,24,0,24,0,24,2128,233,884,171,318,125,223,134,99,91,34,38,210,74,0,24,433,136,226,117,145,88,30,37,25,42,7,21,0,24,343,135,208,97,26,28,95,87,14,31,0,24,0,24,367,137,367,137,0,24,0,24,0,24,0,24,0,24,101,75,15,30,46,56,0,24,12,28,28,40,0,24
3.5,Beacon Hill,2893,137,2074,222,298,121,298,121,0,17,0,17,0,17,0,17,0,17,308,118,284,111,0,17,0,17,0,17,0,17,24,38,391,136,384,134,0,17,0,17,0,17,0,17,7,18,719,161,719,161,0,17,0,17,0,17,0,17,0,17,358,130,352,131,6,16,0,17,0,17,0,17,0,17,819,197,147,97,76,62,0,17,34,52,37,57,0,17,0,17,187,103,187,103,0,17,0,17,0,17,0,17,0,17,138,85,68,53,0,17,70,76,0,17,0,17,0,17,272,112,259,106,13,24,0,17,0,17,0,17,0,17,75,57,50,46,0,17,25,33,0,17,0,17,0,17
