area_id,area_name,b09001001,b09001001_moe,b09001002,b09001002_moe,b09001003,b09001003_moe,b09001004,b09001004_moe,b09001005,b09001005_moe,b09001006,b09001006_moe,b09001007,b09001007_moe,b09001008,b09001008_moe,b09001009,b09001009_moe,b09001010,b09001010_moe
1.1,Arbor Heights,1314,164,1314,164,264,84,180,73,158,75,235,89,221,81,101,48,155,69,0,17
1.2,Fauntleroy/Seaview,2515,276,2515,276,532,167,371,153,107,87,345,136,461,126,416,140,283,105,0,24
1.3,West Seattle Junction/Genesee Hill,3468,288,3468,288,568,158,457,135,238,133,597,144,619,152,425,133,564,158,0,29
1.4,Alki/Admiral,1751,281,1751,281,318,135,281,126,105,90,327,127,259,102,164,73,297,105,0,24
2.1,North Delridge,675,220,675,220,340,185,33,42,38,50,110,87,12,19,76,65,66,68,0,12
2.2,High Point,1674,263,1674,263,383,188,189,89,62,62,295,135,202,66,311,118,232,110,0,17
2.3,Riverview,1040,211,1040,211,180,69,81,50,49,55,164,69,131,66,208,93,227,107,0,12
2.4,Roxhill/Westwood,2523,392,2523,392,480,144,380,126,115,61,502,148,326,117,329,128,391,142,0,21
2.5,Highland Park,1073,239,1073,239,256,117,90,60,91,65,87,56,76,57,199,107,274,139,0,21
3.1,South Park,1321,348,1321,348,216,158,165,93,117,76,198,84,219,120,244,100,162,88,0,17
3.2,Georgetown,133,44,133,44,24,26,0,12,32,47,14,21,24,16,24,16,15,19,0,12
3.3,Duwamish/SODO,187,37,187,37,10,15,0,12,0,12,75,76,0,12,31,33,71,53,0,12
3.4,South Beacon Hill/NewHolly,4713,900,4710,901,490,187,804,269,197,115,810,274,836,197,851,224,722,238,3,19
3.5,Beacon Hill,1634,272,1634,272,463,168,217,124,88,108,226,102,198,100,172,83,270,99,0,17
3.6,North Beacon Hill/Jefferson Park,2790,319,2782,319,656,214,538,165,114,76,362,195,603,175,293,126,216,98,8,28
4.1,Rainier Beach,3814,578,3814,578,723,282,264,128,130,100,493,200,915,275,641,240,648,223,0,27
4.2,Columbia City,3310,497,3308,497,732,217,368,146,280,125,465,136,457,151,582,163,424,147,2,22
4.3,Seward Park,1758,255,1758,255,394,117,238,81,77,45,324,100,269,117,261,96,195,92,0,17
4.4,Mt. Baker/North Rainier,1194,162,1192,162,164,98,119,88,22,33,217,91,175,90,270,128,225,98,2,3
5.1,Madrona/Leschi,1900,240,1900,240,462,189,262,87,184,125,265,93,300,138,248,139,179,86,0,21
5.2,Judkins Park,290,95,290,95,72,61,20,22,25,22,27,33,45,45,68,49,33,31,0,12
5.3,Central Area/Squire Park,2325,379,2317,379,532,173,380,132,91,55,435,163,275,114,326,116,278,131,8,19
6.1,First Hill,568,179,474,150,138,83,100,72,50,47,65,52,15,33,36,50,70,65,94,94
6.2,Capitol Hill,826,257,811,257,419,196,153,99,73,71,64,61,14,38,40,50,48,65,15,29
6.3,North Capitol Hill,336,102,336,102,97,71,23,23,23,24,32,29,74,53,58,42,29,39,0,12
6.4,Miller Park,1369,177,1367,177,226,83,201,85,86,48,214,72,159,66,244,153,237,75,2,12
6.5,Madison Park,892,202,892,202,82,91,83,51,15,24,251,87,226,81,127,69,108,55,0,17
7.1,Montlake/Portage Bay,1140,115,1140,115,193,68,141,52,136,59,195,80,182,66,180,72,113,53,0,21
7.2,University District,613,129,547,107,172,140,40,46,14,33,100,54,66,55,95,59,60,43,66,76
7.3,Ravenna/Bryant,4011,271,3999,270,940,158,605,144,244,89,728,144,519,127,467,112,496,128,12,30
7.4,Wedgwood/View Ridge,3094,218,3066,217,442,127,380,93,151,67,709,144,469,124,417,111,498,152,28,33
7.5,Laurelhurst/Sand Point,2634,275,2578,266,393,122,235,83,141,93,446,116,566,143,381,122,416,137,56,70
8.1,Northgate/Maple Leaf,1889,277,1889,277,470,154,215,106,204,83,243,87,238,115,269,111,250,95,0,24
8.2,Olympic Hills/Victory Heights,2246,275,2246,275,561,143,228,93,123,82,358,128,308,111,320,106,348,112,0,24
8.3,Cedar Park/Meadowbrook,2033,270,2029,270,433,138,167,66,173,91,307,94,281,102,283,111,385,126,4,25
9.1,Broadview/Bitter Lake,1976,276,1976,276,336,132,136,88,56,43,437,208,262,109,442,157,307,135,0,27
9.2,Licton Springs,1087,261,1087,261,464,157,226,130,18,31,108,79,128,114,31,34,112,80,0,17
9.3,Greenwood/Phinney Ridge,4054,435,4053,435,1026,247,494,118,286,102,768,179,696,172,465,130,318,99,1,27
9.4,Green Lake,1753,193,1752,193,497,132,192,79,134,61,267,87,208,73,204,90,250,102,1,21
9.5,Haller Lake,1631,312,1631,312,327,124,267,133,151,66,277,116,304,120,205,88,100,76,0,21
10.1,North Beach/Blue Ridge,2149,263,2149,263,319,106,241,94,71,51,390,122,409,118,304,112,415,156,0,21
10.2,Whittier Heights,2094,286,2094,286,608,150,291,93,205,78,351,113,266,115,113,64,260,122,0,24
10.3,Sunset Hill/Loyal Heights,2356,224,2356,224,535,129,442,129,77,52,382,100,305,92,323,99,292,117,0,24
10.4,Ballard,584,137,557,126,215,102,49,48,42,49,22,28,50,50,65,49,114,56,27,62
11.1,Fremont,1555,218,1555,218,445,150,169,80,147,80,254,85,185,89,191,88,164,109,0,24
11.2,Wallingford,1872,213,1849,210,515,108,220,91,136,68,340,99,374,127,189,72,75,47,23,42
11.3,Cascade/Eastlake,410,132,410,132,206,106,52,84,44,53,6,24,7,24,53,69,42,41,0,21
12.1,Magnolia,2788,354,2788,354,509,172,299,119,281,105,538,125,444,141,516,155,201,98,0,24
12.2,Interbay,1264,249,1264,249,306,137,109,65,127,98,261,124,180,89,121,71,160,84,0,21
12.3,Queen Anne,4090,365,4082,364,1169,248,530,140,332,178,577,159,631,180,374,119,469,152,8,36
13.1,Belltown,229,83,229,83,152,45,13,25,0,21,0,21,64,59,0,21,0,21,0,21
13.2,Downtown Commercial Core,72,70,60,68,21,26,39,63,0,12,0,12,0,12,0,12,0,12,12,14
13.3,Pioneer Square/International District,727,400,714,399,162,108,140,99,36,49,82,107,108,71,110,97,76,47,13,30
