area_id,area_name,b19001g001,b19001g001_moe,b19001g002,b19001g002_moe,b19001g003,b19001g003_moe,b19001g004,b19001g004_moe,b19001g005,b19001g005_moe,b19001g006,b19001g006_moe,b19001g007,b19001g007_moe,b19001g008,b19001g008_moe,b19001g009,b19001g009_moe,b19001g010,b19001g010_moe,b19001g011,b19001g011_moe,b19001g012,b19001g012_moe,b19001g013,b19001g013_moe,b19001g014,b19001g014_moe,b19001g015,b19001g015_moe,b19001g016,b19001g016_moe,b19001g017,b19001g017_moe
3.3,Duwamish/SODO,26,26,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,12,19,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,169,90,0,24,34,57,27,46,0,24,22,33,0,24,0,24,0,24,28,37,0,24,8,21,14,30,36,37,0,24,0,24,0,24
3.5,Beacon Hill,122,80,13,22,0,17,0,17,15,25,19,33,0,17,0,17,0,17,17,30,22,37,0,17,0,17,27,42,9,18,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,329,131,13,27,0,24,7,24,65,77,10,28,15,31,26,47,12,27,0,24,0,24,9,23,45,58,106,79,21,37,0,24,0,24
4.1,Rainier Beach,197,125,8,25,51,61,0,27,0,27,0,27,0,27,38,64,0,27,0,27,65,83,14,30,0,27,12,28,9,27,0,27,0,27
4.2,Columbia City,342,129,39,40,67,88,24,42,8,27,27,33,0,27,17,35,13,30,0,27,7,25,15,33,67,48,34,31,24,44,0,27,0,27
4.3,Seward Park,122,63,0,17,0,17,0,17,9,19,0,17,0,17,0,17,0,17,7,16,35,35,0,17,12,22,12,22,25,33,5,14,17,29
4.4,Mt. Baker/North Rainier,140,83,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,18,30,0,17,46,53,0,17,17,28,14,23,31,36
5.1,Madrona/Leschi,178,122,12,23,0,21,0,21,0,21,14,27,9,21,0,21,13,28,0,21,0,21,87,108,0,21,0,21,9,18,0,21,34,42
5.2,Judkins Park,64,56,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,16,26,9,15,0,12,13,20,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,362,147,23,33,0,24,63,78,0,24,48,54,0,24,0,24,13,30,0,24,58,68,54,49,40,49,29,36,10,27,9,26,15,32
6.1,First Hill,176,85,34,45,0,24,23,36,19,36,0,24,9,25,7,24,7,24,32,46,9,26,36,43,0,24,0,24,0,24,0,24,0,24
6.2,Capitol Hill,497,179,16,35,29,40,47,59,67,91,58,56,0,29,95,88,15,36,62,61,12,31,32,41,27,38,34,61,0,29,0,29,3,25
6.3,North Capitol Hill,78,80,0,12,0,12,16,27,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,49,74,0,12
6.4,Miller Park,122,76,8,17,11,23,0,17,0,17,28,45,0,17,0,17,0,17,7,18,14,24,0,17,21,26,0,17,0,17,13,24,20,33
6.5,Madison Park,20,23,0,17,0,17,0,17,0,17,11,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,15,0,17,0,17,0,17
7.1,Montlake/Portage Bay,131,82,0,21,0,21,11,24,0,21,16,28,0,21,16,28,0,21,0,21,28,35,39,62,0,21,15,29,0,21,0,21,6,20
7.2,University District,282,122,86,49,0,29,13,32,26,37,0,29,78,65,0,29,0,29,0,29,48,77,0,29,0,29,0,29,0,29,31,55,0,29
7.3,Ravenna/Bryant,352,114,60,54,15,39,36,40,0,32,13,36,0,32,34,46,15,39,26,40,0,32,42,40,33,41,0,32,12,36,27,39,39,53
7.4,Wedgwood/View Ridge,171,92,0,27,0,27,0,27,0,27,0,27,50,77,0,27,8,27,0,27,8,28,12,30,49,49,29,37,5,26,0,27,10,29
7.5,Laurelhurst/Sand Point,192,108,27,45,0,21,9,23,13,25,0,21,18,30,0,21,9,22,0,21,0,21,0,21,62,68,38,59,0,21,0,21,16,29
8.1,Northgate/Maple Leaf,130,62,25,33,0,24,0,24,0,24,17,26,9,26,6,23,0,24,4,22,10,27,0,24,48,44,11,28,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,294,132,34,42,0,24,0,24,16,31,15,30,0,24,0,24,32,43,0,24,15,32,63,72,0,24,71,71,28,44,7,24,13,29
8.3,Cedar Park/Meadowbrook,161,84,4,25,0,27,11,27,0,27,0,27,8,25,0,27,38,39,56,81,13,30,7,26,9,23,15,25,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,220,125,0,27,0,27,0,27,0,27,0,27,14,31,0,27,71,81,0,27,0,27,18,38,74,84,9,29,11,29,23,34,0,27
9.2,Licton Springs,146,97,15,27,0,17,10,19,0,17,0,17,0,17,0,17,0,17,48,68,19,42,28,47,0,17,0,17,0,17,22,37,4,17
9.3,Greenwood/Phinney Ridge,349,114,34,48,15,36,18,40,12,33,41,53,33,38,0,29,15,38,39,58,33,44,0,29,45,42,37,44,9,30,10,32,8,29
9.4,Green Lake,175,105,0,24,0,24,0,24,37,46,0,24,0,24,0,24,49,77,0,24,14,29,12,29,20,36,0,24,8,26,4,23,31,32
9.5,Haller Lake,90,81,0,21,0,21,0,21,0,21,0,21,44,68,0,21,0,21,0,21,0,21,28,37,0,21,0,21,0,21,18,32,0,21
10.1,North Beach/Blue Ridge,131,70,0,21,0,21,0,21,0,21,5,19,0,21,0,21,25,36,17,33,0,21,37,44,0,21,8,21,30,38,9,23,0,21
10.2,Whittier Heights,177,101,0,24,0,24,0,24,0,24,0,24,0,24,0,24,74,87,0,24,18,34,48,45,0,24,13,27,13,26,0,24,11,23
10.3,Sunset Hill/Loyal Heights,148,89,0,24,18,34,0,24,0,24,18,33,35,58,0,24,0,24,15,30,0,24,14,27,16,33,16,30,16,31,0,24,0,24
10.4,Ballard,160,148,0,17,0,17,0,17,0,17,0,17,104,138,0,17,0,17,0,17,41,49,0,17,0,17,0,17,0,17,0,17,15,24
11.1,Fremont,327,151,0,24,8,23,32,41,0,24,0,24,0,24,0,24,61,95,16,34,31,41,65,81,19,33,67,63,15,29,13,30,0,24
11.2,Wallingford,335,125,111,91,14,30,0,27,53,57,0,27,15,28,0,27,0,27,43,41,20,38,0,27,49,42,0,27,10,28,20,30,0,27
11.3,Cascade/Eastlake,340,151,33,42,55,61,0,21,0,21,0,21,17,32,33,40,48,57,13,27,0,21,0,21,89,114,23,31,0,21,0,21,29,43
12.1,Magnolia,59,52,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,39,0,24,17,34,0,24,10,23,10,24
12.2,Interbay,219,132,0,21,0,21,0,21,16,27,15,30,0,21,111,113,28,32,10,24,27,46,0,21,12,22,0,21,0,21,0,21,0,21
12.3,Queen Anne,724,223,79,73,35,64,10,40,90,91,9,41,27,49,19,48,61,79,29,46,55,73,79,64,27,47,146,123,19,49,26,45,13,42
13.1,Belltown,273,117,72,62,44,61,0,21,27,30,0,21,12,25,0,21,0,21,0,21,26,40,28,46,0,21,12,22,14,26,11,22,27,33
13.2,Downtown Commercial Core,74,80,0,12,0,12,62,78,0,12,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,102,57,11,20,0,17,27,27,9,18,8,18,0,17,0,17,0,17,0,17,1,15,35,43,11,21,0,17,0,17,0,17,0,17
