area_id,area_name,b17010g001,b17010g001_moe,b17010g002,b17010g002_moe,b17010g003,b17010g003_moe,b17010g004,b17010g004_moe,b17010g005,b17010g005_moe,b17010g006,b17010g006_moe,b17010g007,b17010g007_moe,b17010g008,b17010g008_moe,b17010g009,b17010g009_moe,b17010g010,b17010g010_moe,b17010g011,b17010g011_moe,b17010g012,b17010g012_moe,b17010g013,b17010g013_moe,b17010g014,b17010g014_moe,b17010g015,b17010g015_moe,b17010g016,b17010g016_moe,b17010g017,b17010g017_moe,b17010g018,b17010g018_moe,b17010g019,b17010g019_moe,b17010g020,b17010g020_moe,b17010g021,b17010g021_moe,b17010g022,b17010g022_moe,b17010g023,b17010g023_moe,b17010g024,b17010g024_moe,b17010g025,b17010g025_moe,b17010g026,b17010g026_moe,b17010g027,b17010g027_moe,b17010g028,b17010g028_moe,b17010g029,b17010g029_moe,b17010g030,b17010g030_moe,b17010g031,b17010g031_moe,b17010g032,b17010g032_moe,b17010g033,b17010g033_moe,b17010g034,b17010g034_moe,b17010g035,b17010g035_moe,b17010g036,b17010g036_moe,b17010g037,b17010g037_moe,b17010g038,b17010g038_moe,b17010g039,b17010g039_moe,b17010g040,b17010g040_moe,b17010g041,b17010g041_moe
3.2,Georgetown,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,11,18,11,18,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,125,71,27,46,27,46,27,46,0,24,0,24,27,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,98,62,54,47,42,42,14,30,13,30,15,33,12,28,44,37,11,28,11,28,0,24,0,24,11,28,0,24,33,34,19,29,0,24,11,25,8,21,14,30
3.5,Beacon Hill,68,63,19,33,0,17,0,17,0,17,0,17,0,17,0,17,19,33,0,17,0,17,0,17,0,17,0,17,0,17,19,33,19,33,0,17,19,33,0,17,0,17,49,53,49,53,0,17,0,17,0,17,0,17,49,53,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,249,124,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,249,124,128,81,55,51,34,43,0,24,21,37,73,65,121,93,41,57,10,28,0,24,0,24,10,28,31,55,80,86,54,76,0,24,0,24,54,76,26,47
4.1,Rainier Beach,119,89,59,62,0,27,0,27,0,27,0,27,0,27,0,27,59,62,0,27,0,27,0,27,0,27,0,27,0,27,59,62,59,62,0,27,8,25,51,61,0,27,60,70,9,27,9,27,0,27,9,27,0,27,0,27,51,68,0,27,0,27,0,27,0,27,0,27,0,27,51,68,51,68,0,27,38,64,13,29,0,27
4.2,Columbia City,177,80,39,40,0,27,0,27,0,27,0,27,0,27,0,27,39,40,6,24,6,24,0,27,0,27,6,24,0,27,33,42,33,42,0,27,0,27,33,42,0,27,138,70,78,54,24,44,0,27,24,44,0,27,54,41,60,50,0,27,0,27,0,27,0,27,0,27,0,27,60,50,13,30,0,27,0,27,13,30,47,45
4.3,Seward Park,110,61,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,110,61,102,61,54,45,24,28,0,17,30,34,48,40,8,18,8,18,0,17,0,17,0,17,0,17,8,18,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,103,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,103,72,57,46,26,29,14,23,0,17,12,18,31,36,46,53,0,17,0,17,0,17,0,17,0,17,0,17,46,53,46,53,0,17,0,17,46,53,0,17
5.1,Madrona/Leschi,77,57,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,77,57,57,47,23,25,9,18,0,21,14,27,34,39,20,36,20,36,0,21,0,21,0,21,0,21,20,36,0,21,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,51,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,52,25,29,16,26,0,12,16,26,0,12,9,15,26,42,0,12,0,12,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,26,42
5.3,Central Area/Squire Park,118,80,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,118,80,36,37,15,32,15,32,0,24,0,24,21,29,82,72,40,49,40,49,0,24,0,24,40,49,0,24,42,54,28,50,0,24,28,50,0,24,14,32
6.1,First Hill,41,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,41,47,19,29,0,24,0,24,0,24,0,24,19,29,22,42,0,24,0,24,0,24,0,24,0,24,0,24,22,42,22,42,0,24,0,24,22,42,0,24
6.2,Capitol Hill,88,84,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,88,84,11,31,0,29,0,29,0,29,0,29,11,31,77,82,61,79,15,34,15,34,0,29,0,29,46,77,16,35,0,29,0,29,0,29,0,29,16,35
6.3,North Capitol Hill,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,32,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,32,36,32,36,20,33,0,17,20,33,0,17,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,22,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,22,27,22,27,6,20,0,21,6,20,0,21,16,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
7.2,University District,76,68,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,76,68,48,61,0,29,0,29,0,29,0,29,48,61,28,39,13,32,13,32,13,32,0,29,0,29,0,29,15,34,15,34,0,29,0,29,15,34,0,29
7.3,Ravenna/Bryant,185,80,54,50,16,37,16,37,16,37,0,32,0,32,0,32,38,43,14,37,0,32,0,32,0,32,0,32,14,37,24,37,14,36,0,32,14,36,0,32,10,33,131,69,116,64,61,49,0,32,24,40,37,43,55,50,15,39,0,32,0,32,0,32,0,32,0,32,0,32,15,39,15,39,15,39,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,73,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,73,47,59,42,54,41,0,27,13,30,41,35,5,26,14,32,0,27,0,27,0,27,0,27,0,27,0,27,14,32,0,27,0,27,0,27,0,27,14,32
7.5,Laurelhurst/Sand Point,111,95,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,111,95,111,95,55,63,16,29,0,21,39,59,56,65,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,60,40,21,27,0,24,0,24,0,24,0,24,0,24,0,24,21,27,0,24,0,24,0,24,0,24,0,24,0,24,21,27,21,27,12,25,0,24,9,26,0,24,39,32,39,32,10,27,10,27,0,24,0,24,29,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,187,117,18,33,0,24,0,24,0,24,0,24,0,24,0,24,18,33,18,33,0,24,0,24,0,24,0,24,18,33,0,24,0,24,0,24,0,24,0,24,0,24,169,111,79,57,62,54,28,44,0,24,34,34,17,27,90,92,48,65,0,24,0,24,0,24,0,24,48,65,42,68,42,68,0,24,0,24,42,68,0,24
8.3,Cedar Park/Meadowbrook,34,23,4,25,0,27,0,27,0,27,0,27,0,27,0,27,4,25,0,27,0,27,0,27,0,27,0,27,0,27,4,25,4,25,4,25,0,27,0,27,0,27,30,23,30,23,6,23,0,27,0,27,6,23,24,24,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,101,83,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,101,83,69,75,49,73,0,27,0,27,49,73,20,33,32,44,0,27,0,27,0,27,0,27,0,27,0,27,32,44,18,38,0,27,0,27,18,38,14,33
9.2,Licton Springs,89,86,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,89,86,89,86,89,86,41,55,0,17,48,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,158,74,15,36,15,36,0,29,0,29,0,29,0,29,15,36,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,143,71,90,60,47,51,0,29,0,29,47,51,43,41,53,44,9,30,9,30,9,30,0,29,0,29,0,29,44,42,44,42,0,29,0,29,44,42,0,29
9.4,Green Lake,92,85,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,92,85,43,40,8,24,0,24,0,24,8,24,35,39,49,77,0,24,0,24,0,24,0,24,0,24,0,24,49,77,0,24,0,24,0,24,0,24,49,77
9.5,Haller Lake,62,74,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,62,74,62,74,44,68,0,21,0,21,44,68,18,32,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,79,56,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,79,56,79,56,54,49,17,26,10,25,27,43,25,32,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,115,90,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,115,90,81,79,11,23,0,24,0,24,11,23,70,79,34,43,17,32,0,24,0,24,0,24,0,24,17,32,17,34,17,34,0,24,0,24,17,34,0,24
10.3,Sunset Hill/Loyal Heights,61,50,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,61,50,30,33,0,24,0,24,0,24,0,24,30,33,31,40,16,33,16,33,16,33,0,24,0,24,0,24,15,30,0,24,0,24,0,24,0,24,15,30
10.4,Ballard,30,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,30,36,15,24,0,17,0,17,0,17,0,17,15,24,15,25,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,0,17,0,17,0,17,15,25
11.1,Fremont,96,65,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,96,65,96,65,28,33,0,24,0,24,28,33,68,56,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,91,54,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,91,54,62,44,20,38,20,38,0,27,0,27,42,33,29,38,0,27,0,27,0,27,0,27,0,27,0,27,29,38,29,38,0,27,13,31,16,33,0,27
11.3,Cascade/Eastlake,71,69,42,59,0,21,0,21,0,21,0,21,0,21,0,21,42,59,0,21,0,21,0,21,0,21,0,21,0,21,42,59,42,59,42,59,0,21,0,21,0,21,29,43,29,43,0,21,0,21,0,21,0,21,29,43,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,32,39,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,32,39,32,39,10,24,0,24,0,24,10,24,22,39,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,93,100,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,93,100,66,91,0,21,0,21,0,21,0,21,66,91,27,46,0,21,0,21,0,21,0,21,0,21,0,21,27,46,27,46,27,46,0,21,0,21,0,21
12.3,Queen Anne,168,87,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,168,87,133,78,48,57,0,40,19,48,29,51,85,62,35,53,0,40,0,40,0,40,0,40,0,40,0,40,35,53,0,40,0,40,0,40,0,40,35,53
13.1,Belltown,65,61,27,46,27,46,27,46,0,21,0,21,27,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,38,41,12,23,0,21,0,21,0,21,0,21,12,23,26,40,0,21,0,21,0,21,0,21,0,21,0,21,26,40,26,40,0,21,0,21,26,40,0,21
13.2,Downtown Commercial Core,13,20,13,20,13,20,13,20,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,28,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,29,1,15,0,17,0,17,0,17,0,17,1,15,27,29,0,17,0,17,0,17,0,17,0,17,0,17,27,29,27,29,8,18,0,17,19,26,0,17
