area_id,area_name,b19113b001,b19113b001_moe
1.4,Alki/Admiral,17012,139359
2.1,North Delridge,76682,73959
2.2,High Point,39889,26123
2.3,Riverview,60272,112315
2.4,Roxhill/Westwood,94303,288056
2.5,Highland Park,81250,40560
3.1,South Park,33125,23184
3.4,South Beacon Hill/NewHolly,105849,36678
3.5,Beacon Hill,266992,188617
3.6,North Beacon Hill/Jefferson Park,79774,32846
4.1,Rainier Beach,86028,20802
4.2,Columbia City,111762,46286
4.3,Seward Park,139965,45805
4.4,Mt. Baker/North Rainier,47348,9153
5.1,Madrona/Leschi,84673,26263
5.2,Judkins Park,55843,2781
5.3,Central Area/Squire Park,187798,87465
6.1,First Hill,29173,8879
6.2,Capitol Hill,37136,17423
6.4,Miller Park,155936,47611
6.5,Madison Park,135000,204730
7.3,Ravenna/Bryant,47578,1972
7.4,Wedgwood/View Ridge,261989,53415
8.1,Northgate/Maple Leaf,61080,186092
8.2,Olympic Hills/Victory Heights,52132,83272
8.3,Cedar Park/Meadowbrook,85878,153142
9.1,Broadview/Bitter Lake,38373,84009
9.2,Licton Springs,19333,14451
9.3,Greenwood/Phinney Ridge,93523,120037
9.4,Green Lake,150167,131235
9.5,Haller Lake,100712,38798
10.4,Ballard,24830,49058
11.2,Wallingford,19167,149845
11.3,Cascade/Eastlake,24344,200106
12.2,Interbay,62756,47150
13.1,Belltown,38139,2013
13.3,Pioneer Square/International District,11815,29920
