area_id,area_name,b10056001,b10056001_moe,b10056002,b10056002_moe,b10056003,b10056003_moe,b10056004,b10056004_moe,b10056005,b10056005_moe,b10056006,b10056006_moe,b10056007,b10056007_moe,b10056008,b10056008_moe,b10056009,b10056009_moe,b10056010,b10056010_moe,b10056011,b10056011_moe
1.1,Arbor Heights,61,51,22,24,9,18,9,18,0,17,13,23,39,32,8,18,8,18,0,17,31,31
1.2,Fauntleroy/Seaview,181,121,84,60,55,49,31,43,24,33,29,33,97,62,24,30,14,30,10,23,73,52
1.3,West Seattle Junction/Genesee Hill,77,63,1,27,1,27,0,29,1,27,0,29,76,59,1,26,1,26,0,29,75,58
1.4,Alki/Admiral,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
2.1,North Delridge,96,91,28,42,0,12,0,12,0,12,28,42,68,61,0,12,0,12,0,12,68,61
2.2,High Point,70,60,24,35,0,17,0,17,0,17,24,35,46,47,0,17,0,17,0,17,46,47
2.3,Riverview,139,83,110,78,12,18,12,18,0,12,98,77,29,25,0,12,0,12,0,12,29,25
2.4,Roxhill/Westwood,225,117,80,54,26,31,0,21,26,31,54,50,145,70,51,39,37,35,14,28,94,60
2.5,Highland Park,124,100,43,50,2,25,2,25,0,21,41,48,81,56,32,38,32,38,0,21,49,48
3.1,South Park,134,104,75,62,42,44,23,33,19,30,33,37,59,49,24,32,15,29,9,18,35,38
3.2,Georgetown,45,38,21,18,0,12,0,12,0,12,21,18,24,20,0,12,0,12,0,12,24,20
3.3,Duwamish/SODO,14,22,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,14,22
3.4,South Beacon Hill/NewHolly,756,241,295,118,73,66,39,44,34,55,222,100,461,144,130,76,67,42,63,67,331,121
3.5,Beacon Hill,388,142,122,73,0,17,0,17,0,17,122,73,266,107,35,35,18,25,17,30,231,105
3.6,North Beacon Hill/Jefferson Park,376,165,158,129,0,24,0,24,0,24,158,129,218,105,89,80,23,43,66,71,129,70
4.1,Rainier Beach,594,187,186,96,87,77,80,75,7,26,99,70,408,126,138,95,112,88,26,36,270,105
4.2,Columbia City,232,104,40,56,19,29,8,28,11,25,21,51,192,85,58,50,9,29,49,49,134,75
4.3,Seward Park,116,61,56,37,0,17,0,17,0,17,56,37,60,40,14,23,14,23,0,17,46,36
4.4,Mt. Baker/North Rainier,138,74,28,35,15,26,15,26,0,17,13,22,110,56,62,54,62,54,0,17,48,40
5.1,Madrona/Leschi,43,53,13,28,0,21,0,21,0,21,13,28,30,37,0,21,0,21,0,21,30,37
5.2,Judkins Park,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,97,86,11,27,8,27,8,27,0,24,3,22,86,80,14,25,8,26,6,23,72,80
6.1,First Hill,34,45,0,24,0,24,0,24,0,24,0,24,34,45,23,43,23,43,0,24,11,26
6.2,Capitol Hill,35,92,17,49,0,29,0,29,0,29,17,49,18,52,0,29,0,29,0,29,18,52
6.3,North Capitol Hill,17,26,0,12,0,12,0,12,0,12,0,12,17,26,17,26,0,12,17,26,0,12
6.4,Miller Park,57,67,30,37,30,37,0,17,30,37,0,17,27,34,27,34,0,17,27,34,0,17
6.5,Madison Park,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,50,58,25,28,9,22,0,21,9,22,16,27,25,30,9,22,0,21,9,22,16,29
7.2,University District,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,49,46,8,31,0,32,0,32,0,32,8,31,41,44,16,37,0,32,16,37,25,37
7.4,Wedgwood/View Ridge,127,91,50,47,0,27,0,27,0,27,50,47,77,52,30,37,30,37,0,27,47,43
7.5,Laurelhurst/Sand Point,71,69,42,39,0,21,0,21,0,21,42,39,29,33,10,22,10,22,0,21,19,32
8.1,Northgate/Maple Leaf,113,77,28,24,13,22,0,24,13,22,15,23,85,66,37,49,27,47,10,24,48,48
8.2,Olympic Hills/Victory Heights,197,125,19,35,0,24,0,24,0,24,19,35,178,122,12,29,0,24,12,29,166,121
8.3,Cedar Park/Meadowbrook,191,112,63,44,8,27,0,27,8,27,55,43,128,92,8,27,0,27,8,27,120,91
9.1,Broadview/Bitter Lake,31,44,10,29,0,27,0,27,0,27,10,29,21,33,0,27,0,27,0,27,21,33
9.2,Licton Springs,45,62,20,30,0,17,0,17,0,17,20,30,25,36,0,17,0,17,0,17,25,36
9.3,Greenwood/Phinney Ridge,269,118,83,55,27,38,13,33,14,35,56,45,186,83,109,85,61,68,48,47,77,55
9.4,Green Lake,74,64,30,37,0,24,0,24,0,24,30,37,44,39,14,30,14,30,0,24,30,37
9.5,Haller Lake,203,135,64,65,8,22,0,21,8,22,56,64,139,78,24,29,16,25,8,22,115,81
