area_id,area_name,b17010c001,b17010c001_moe,b17010c002,b17010c002_moe,b17010c003,b17010c003_moe,b17010c004,b17010c004_moe,b17010c005,b17010c005_moe,b17010c006,b17010c006_moe,b17010c007,b17010c007_moe,b17010c008,b17010c008_moe,b17010c009,b17010c009_moe,b17010c010,b17010c010_moe,b17010c011,b17010c011_moe,b17010c012,b17010c012_moe,b17010c013,b17010c013_moe,b17010c014,b17010c014_moe,b17010c015,b17010c015_moe,b17010c016,b17010c016_moe,b17010c017,b17010c017_moe,b17010c018,b17010c018_moe,b17010c019,b17010c019_moe,b17010c020,b17010c020_moe,b17010c021,b17010c021_moe,b17010c022,b17010c022_moe,b17010c023,b17010c023_moe,b17010c024,b17010c024_moe,b17010c025,b17010c025_moe,b17010c026,b17010c026_moe,b17010c027,b17010c027_moe,b17010c028,b17010c028_moe,b17010c029,b17010c029_moe,b17010c030,b17010c030_moe,b17010c031,b17010c031_moe,b17010c032,b17010c032_moe,b17010c033,b17010c033_moe,b17010c034,b17010c034_moe,b17010c035,b17010c035_moe,b17010c036,b17010c036_moe,b17010c037,b17010c037_moe,b17010c038,b17010c038_moe,b17010c039,b17010c039_moe,b17010c040,b17010c040_moe,b17010c041,b17010c041_moe
7.5,Laurelhurst/Sand Point,5,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,20,5,20,5,20,0,21,0,21,5,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,35,48,14,28,0,24,0,24,0,24,0,24,0,24,0,24,14,28,0,24,0,24,0,24,0,24,0,24,0,24,14,28,14,28,14,28,0,24,0,24,0,24,21,40,21,40,21,40,0,24,0,24,21,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,10,24,10,24,10,24,0,24,0,24,10,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,44,52,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,44,52,15,26,0,27,0,27,0,27,0,27,15,26,29,52,0,27,0,27,0,27,0,27,0,27,0,27,29,52,0,27,0,27,0,27,0,27,29,52
9.1,Broadview/Bitter Lake,17,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,35,17,35,17,35,0,27,17,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
9.2,Licton Springs,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,22,12,22,0,17,0,17,0,17,0,17,12,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
9.3,Greenwood/Phinney Ridge,63,58,25,47,0,29,0,29,0,29,0,29,0,29,0,29,25,47,0,29,0,29,0,29,0,29,0,29,0,29,25,47,0,29,0,29,0,29,0,29,25,47,38,45,4,27,0,29,0,29,0,29,0,29,4,27,34,44,5,28,0,29,0,29,0,29,0,29,5,28,29,45,0,29,0,29,0,29,0,29,29,45
9.4,Green Lake,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
9.5,Haller Lake,29,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,29,28,17,28,0,21,0,21,0,21,0,21,17,28,12,22,0,21,0,21,0,21,0,21,0,21,0,21,12,22,0,21,0,21,0,21,0,21,12,22
10.1,North Beach/Blue Ridge,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,0,24,0,24,0,24,0,24,0,24,0,24,20,35,20,35,20,35,20,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,14,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,14,29
10.4,Ballard,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,33,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,33,40,19,35,0,24,0,24,0,24,0,24,19,35,14,30,0,24,0,24,0,24,0,24,0,24,0,24,14,30,0,24,0,24,0,24,0,24,14,30
11.2,Wallingford,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,12,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,12,26,12,26,12,26,0,24,12,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,13,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,25,0,21,0,21,0,21,0,21,0,21,0,21,13,25,0,21,0,21,0,21,0,21,0,21,0,21,13,25,0,21,0,21,0,21,0,21,13,25
12.3,Queen Anne,56,63,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,56,63,33,54,33,54,0,40,0,40,33,54,0,40,23,51,23,51,0,40,0,40,0,40,0,40,23,51,0,40,0,40,0,40,0,40,0,40,0,40
13.1,Belltown,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
