area_id,area_name,b19064001,b19064001_moe
1.1,Arbor Heights,16048900,6458316
1.2,Fauntleroy/Seaview,36632700,9786325
1.3,West Seattle Junction/Genesee Hill,29300900,8725559
1.4,Alki/Admiral,112774300,50184305
2.1,North Delridge,6233700,3142532
2.2,High Point,1034400,516392
2.3,Riverview,4738000,3863063
2.4,Roxhill/Westwood,6190900,2245413
2.5,Highland Park,2211400,2415778
3.1,South Park,1466000,1237237
3.2,Georgetown,409600,523380
3.3,Duwamish/SODO,2513200,1951650
3.4,South Beacon Hill/NewHolly,5537300,2825870
3.5,Beacon Hill,7357800,3011672
3.6,North Beacon Hill/Jefferson Park,9380000,2991743
4.1,Rainier Beach,14531100,12178600
4.2,Columbia City,27502200,22329705
4.3,Seward Park,31087600,16373335
4.4,Mt. Baker/North Rainier,24449200,9142798
5.1,Madrona/Leschi,88303300,45587306
5.2,Judkins Park,1359400,949563
5.3,Central Area/Squire Park,23656200,11727444
6.1,First Hill,42247800,26466769
6.2,Capitol Hill,28325100,11571322
6.3,North Capitol Hill,47285200,29363988
6.4,Miller Park,34364000,16707038
6.5,Madison Park,138138800,50007794
7.1,Montlake/Portage Bay,46041800,15585819
7.2,University District,11976400,6484377
7.3,Ravenna/Bryant,77804000,31046194
7.4,Wedgwood/View Ridge,55995400,20071699
7.5,Laurelhurst/Sand Point,124464500,58161922
8.1,Northgate/Maple Leaf,19510500,5852434
8.2,Olympic Hills/Victory Heights,17704200,4142449
8.3,Cedar Park/Meadowbrook,31484900,17193652
9.1,Broadview/Bitter Lake,52307800,20790129
9.2,Licton Springs,5864700,1841637
9.3,Greenwood/Phinney Ridge,39130600,9336534
9.4,Green Lake,45733500,14284513
9.5,Haller Lake,17484200,7812294
10.1,North Beach/Blue Ridge,46803900,12420794
10.2,Whittier Heights,14240400,4265912
10.3,Sunset Hill/Loyal Heights,45684100,17122678
10.4,Ballard,10781900,4711774
11.1,Fremont,22025300,5641330
11.2,Wallingford,49248100,18949148
11.3,Cascade/Eastlake,41729300,22667561
12.1,Magnolia,75314400,21467214
12.2,Interbay,56299900,43885260
12.3,Queen Anne,126804000,31201848
13.1,Belltown,81743900,51607438
13.2,Downtown Commercial Core,31373300,25401812
13.3,Pioneer Square/International District,5224500,5010093
