area_id,area_name,b17019001,b17019001_moe,b17019002,b17019002_moe,b17019003,b17019003_moe,b17019004,b17019004_moe,b17019005,b17019005_moe,b17019006,b17019006_moe,b17019007,b17019007_moe,b17019008,b17019008_moe,b17019009,b17019009_moe,b17019010,b17019010_moe,b17019011,b17019011_moe,b17019012,b17019012_moe,b17019013,b17019013_moe,b17019014,b17019014_moe,b17019015,b17019015_moe,b17019016,b17019016_moe,b17019017,b17019017_moe,b17019018,b17019018_moe,b17019019,b17019019_moe,b17019020,b17019020_moe,b17019021,b17019021_moe,b17019022,b17019022_moe,b17019023,b17019023_moe
1.1,Arbor Heights,1585,134,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1585,134,1344,146,1191,144,153,77,241,88,72,47,51,34,21,36,169,72,88,46,81,57
1.2,Fauntleroy/Seaview,3390,270,66,53,66,53,66,53,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3324,271,2703,271,2346,242,357,145,621,167,74,52,63,48,11,25,547,165,305,125,242,113
1.3,West Seattle Junction/Genesee Hill,4165,272,149,92,68,50,54,47,14,34,81,80,19,39,0,29,19,39,62,72,0,29,62,72,4016,285,3213,254,2799,249,414,138,803,204,178,84,111,61,67,57,625,184,282,120,343,145
1.4,Alki/Admiral,2475,222,87,64,68,52,11,23,57,50,19,34,0,24,0,24,0,24,19,34,19,34,0,24,2388,226,2116,214,1633,173,483,169,272,124,119,102,17,26,102,100,153,69,55,39,98,56
2.1,North Delridge,979,163,32,35,0,12,0,12,0,12,32,35,15,24,0,12,15,24,17,26,17,26,0,12,947,159,740,153,455,119,285,145,207,97,98,68,56,61,42,40,109,67,58,47,51,46
2.2,High Point,1514,206,394,139,75,71,0,17,75,71,319,143,0,17,0,17,0,17,319,143,0,17,319,143,1120,183,743,143,541,113,202,103,377,145,42,38,33,33,9,18,335,139,128,64,207,127
2.3,Riverview,1096,109,81,70,0,12,0,12,0,12,81,70,0,12,0,12,0,12,81,70,9,14,72,69,1015,101,638,110,506,91,132,68,377,95,146,82,137,79,9,16,231,84,140,59,91,60
2.4,Roxhill/Westwood,2961,229,354,129,239,108,0,21,239,108,115,77,17,32,0,21,17,32,98,73,0,21,98,73,2607,251,1792,240,1292,184,500,153,815,195,339,155,98,60,241,151,476,129,216,80,260,112
2.5,Highland Park,1348,186,31,28,0,21,0,21,0,21,31,28,14,26,0,21,14,26,17,30,0,21,17,30,1317,189,979,190,675,146,304,136,338,132,87,65,52,49,35,44,251,111,104,63,147,99
3.1,South Park,823,106,144,83,22,30,0,17,22,30,122,78,19,30,19,30,0,17,103,75,23,28,80,71,679,122,472,117,263,70,209,103,207,86,79,58,18,24,61,55,128,76,68,47,60,49
