area_id,area_name,b23007001,b23007001_moe,b23007002,b23007002_moe,b23007003,b23007003_moe,b23007004,b23007004_moe,b23007005,b23007005_moe,b23007006,b23007006_moe,b23007007,b23007007_moe,b23007008,b23007008_moe,b23007009,b23007009_moe,b23007010,b23007010_moe,b23007011,b23007011_moe,b23007012,b23007012_moe,b23007013,b23007013_moe,b23007014,b23007014_moe,b23007015,b23007015_moe,b23007016,b23007016_moe,b23007017,b23007017_moe,b23007018,b23007018_moe,b23007019,b23007019_moe,b23007020,b23007020_moe,b23007021,b23007021_moe,b23007022,b23007022_moe,b23007023,b23007023_moe,b23007024,b23007024_moe,b23007025,b23007025_moe,b23007026,b23007026_moe,b23007027,b23007027_moe,b23007028,b23007028_moe,b23007029,b23007029_moe,b23007030,b23007030_moe,b23007031,b23007031_moe,b23007032,b23007032_moe,b23007033,b23007033_moe,b23007034,b23007034_moe,b23007035,b23007035_moe,b23007036,b23007036_moe,b23007037,b23007037_moe,b23007038,b23007038_moe,b23007039,b23007039_moe,b23007040,b23007040_moe,b23007041,b23007041_moe,b23007042,b23007042_moe,b23007043,b23007043_moe,b23007044,b23007044_moe,b23007045,b23007045_moe,b23007046,b23007046_moe,b23007047,b23007047_moe,b23007048,b23007048_moe,b23007049,b23007049_moe,b23007050,b23007050_moe,b23007051,b23007051_moe,b23007052,b23007052_moe,b23007053,b23007053_moe,b23007054,b23007054_moe,b23007055,b23007055_moe,b23007056,b23007056_moe,b23007057,b23007057_moe,b23007058,b23007058_moe,b23007059,b23007059_moe
3.2,Georgetown,190,74,66,55,56,51,56,51,56,51,26,23,26,23,0,12,30,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,10,17,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,51,106,39,97,38,97,38,84,36,84,36,0,12,13,19,0,12,0,12,0,12,0,12,0,12,9,12,0,12,0,12,0,12,9,12,18,24,18,24,18,24,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,317,99,124,50,101,58,101,58,101,58,101,58,101,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,27,0,12,0,12,0,12,0,12,0,12,23,27,23,27,23,27,0,12,0,12,193,73,135,51,109,43,109,43,89,42,89,42,0,12,20,19,0,12,0,12,0,12,0,12,0,12,26,22,0,12,0,12,0,12,26,22,58,53,0,12,0,12,0,12,0,12,0,12,58,53,39,46,39,46,0,12,19,27
3.4,South Beacon Hill/NewHolly,3415,239,1814,221,1130,184,1011,170,917,149,703,162,653,161,50,45,214,82,94,84,76,78,76,78,0,24,18,35,119,91,40,38,40,38,0,24,79,85,684,185,192,104,171,99,171,99,0,24,21,29,492,159,425,145,383,136,42,45,67,63,1601,193,994,161,632,139,527,132,407,119,374,122,33,40,120,58,105,69,105,69,105,69,0,24,0,24,362,106,122,63,122,63,0,24,240,90,607,160,207,100,207,100,164,81,43,49,0,24,400,135,270,125,270,125,0,24,130,59
3.5,Beacon Hill,1954,193,848,133,677,124,655,124,642,121,393,130,373,129,20,31,249,120,13,24,0,17,0,17,0,17,13,24,22,22,22,22,16,19,6,17,0,17,171,76,49,44,41,42,41,42,0,17,8,18,122,69,122,69,85,59,37,44,0,17,1106,163,760,143,478,136,458,135,347,133,333,133,14,26,111,63,20,28,9,20,9,20,0,17,11,22,282,89,111,67,111,67,0,17,171,70,346,126,138,81,110,77,110,77,0,17,28,36,208,105,102,86,102,86,0,17,106,78
3.6,North Beacon Hill/Jefferson Park,3324,252,1516,180,976,225,945,217,906,213,708,189,708,189,0,24,198,114,39,59,39,59,0,24,39,59,0,24,31,33,19,28,19,28,0,24,12,30,540,173,124,82,124,82,124,82,0,24,0,24,416,177,416,177,416,177,0,24,0,24,1808,243,1196,216,815,182,796,180,695,174,672,173,23,34,101,75,19,35,19,35,19,35,0,24,0,24,381,122,60,50,60,50,0,24,321,116,612,157,229,106,217,109,176,105,41,45,12,30,383,134,214,105,197,101,17,36,169,98
4.1,Rainier Beach,3431,277,1511,221,761,227,591,196,530,188,409,168,409,168,0,27,121,87,61,76,61,76,61,76,0,27,0,27,170,132,154,131,98,111,56,73,16,34,750,209,142,96,142,96,142,96,0,27,0,27,608,200,507,187,507,187,0,27,101,81,1920,243,1082,179,709,173,683,174,562,161,498,155,64,57,121,72,26,32,14,31,14,31,0,27,12,28,373,100,142,78,142,78,0,27,231,76,838,223,262,131,122,95,104,90,18,35,140,103,576,176,343,142,310,135,33,43,233,116
4.2,Columbia City,3753,316,1553,237,1114,204,1028,189,1002,186,754,168,715,163,39,67,248,111,26,37,26,37,26,37,0,27,0,27,86,74,75,72,75,72,0,27,11,30,439,154,84,73,72,72,72,72,0,27,12,30,355,148,329,143,240,98,89,100,26,33,2200,291,1504,262,1095,248,940,233,748,215,676,187,72,104,192,97,155,91,155,91,129,89,26,34,0,27,409,129,84,67,84,67,0,27,325,117,696,183,136,68,107,63,89,57,18,36,29,34,560,173,329,144,313,142,16,33,231,101
4.3,Seward Park,2162,160,962,146,740,119,725,119,689,119,501,126,501,126,0,17,188,74,36,32,36,32,36,32,0,17,0,17,15,18,15,18,15,18,0,17,0,17,222,87,76,43,76,43,76,43,0,17,0,17,146,76,113,65,113,65,0,17,33,45,1200,170,912,161,593,133,569,132,418,119,382,119,36,33,151,64,24,30,24,30,24,30,0,17,0,17,319,95,128,80,128,80,0,17,191,65,288,107,120,78,104,76,97,75,7,16,16,18,168,76,136,68,136,68,0,17,32,25
4.4,Mt. Baker/North Rainier,1352,153,683,107,388,117,388,117,374,115,216,71,216,71,0,17,158,97,14,22,14,22,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,295,113,105,72,55,48,55,48,0,17,50,54,190,109,190,109,177,114,13,21,0,17,669,137,529,133,395,114,395,114,306,100,306,100,0,17,89,50,0,17,0,17,0,17,0,17,0,17,134,67,59,46,59,46,0,17,75,51,140,83,26,32,15,24,15,24,0,17,11,22,114,70,77,63,77,63,0,17,37,36
5.1,Madrona/Leschi,2490,254,1178,188,897,182,897,182,897,182,627,164,612,163,15,29,270,102,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,281,142,18,30,18,30,18,30,0,21,0,21,263,144,253,142,253,142,0,21,10,20,1312,200,1096,192,694,154,694,154,501,133,501,133,0,21,193,98,0,21,0,21,0,21,0,21,0,21,402,157,221,131,221,131,0,21,181,85,216,108,27,38,27,38,27,38,0,21,0,21,189,103,79,81,79,81,0,21,110,80
5.2,Judkins Park,450,101,173,66,150,64,118,55,118,55,75,49,46,42,29,28,43,46,0,12,0,12,0,12,0,12,0,12,32,46,32,46,32,46,0,12,0,12,23,27,0,12,0,12,0,12,0,12,0,12,23,27,23,27,23,27,0,12,0,12,277,80,198,64,124,59,115,53,91,47,67,44,24,21,24,27,9,17,0,12,0,12,0,12,9,17,74,34,14,22,0,12,14,22,60,25,79,57,14,22,0,12,0,12,0,12,14,22,65,53,12,20,12,20,0,12,53,48
5.3,Central Area/Squire Park,2887,243,1215,178,753,141,700,138,700,138,491,131,459,129,32,39,209,93,0,24,0,24,0,24,0,24,0,24,53,48,53,48,53,48,0,24,0,24,462,153,139,83,125,80,125,80,0,24,14,30,323,123,308,121,264,107,44,57,15,34,1672,217,1218,183,941,173,901,170,807,162,796,160,11,29,94,66,40,42,40,42,40,42,0,24,0,24,277,98,165,88,132,69,33,56,112,49,454,144,120,90,70,72,70,72,0,24,50,58,334,122,110,65,110,65,0,24,224,111
6.1,First Hill,1417,199,313,88,79,50,49,49,49,49,27,41,27,41,0,24,22,37,0,24,0,24,0,24,0,24,0,24,30,35,21,34,21,34,0,24,9,26,234,79,70,49,10,26,10,26,0,24,60,49,164,89,113,81,107,80,6,24,51,37,1104,183,941,168,686,158,671,158,603,150,563,145,40,41,68,46,15,26,3,22,3,22,0,24,12,27,255,77,27,36,27,36,0,24,228,70,163,76,107,67,100,67,100,67,0,24,7,24,56,57,23,43,23,43,0,24,33,44
6.2,Capitol Hill,2188,369,633,198,370,183,370,183,338,187,72,72,72,72,0,29,266,179,32,46,32,46,32,46,0,29,0,29,0,29,0,29,0,29,0,29,0,29,263,124,30,42,30,42,30,42,0,29,0,29,233,120,203,113,203,113,0,29,30,53,1555,324,1391,303,1227,296,1178,291,1007,279,878,244,129,184,171,93,49,62,17,37,17,37,0,29,32,58,164,90,53,52,53,52,0,29,111,73,164,119,59,78,46,77,0,29,46,77,13,31,105,93,65,84,65,84,0,29,40,42
6.3,North Capitol Hill,727,127,159,53,159,53,132,54,132,54,90,54,90,54,0,12,42,36,0,12,0,12,0,12,0,12,0,12,27,31,27,31,27,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,568,125,523,118,350,115,319,115,232,109,232,109,0,12,87,53,31,35,15,23,15,23,0,12,16,27,173,114,133,113,133,113,0,12,40,30,45,43,0,12,0,12,0,12,0,12,0,12,45,43,0,12,0,12,0,12,45,43
6.4,Miller Park,1365,136,662,92,575,84,571,84,560,79,398,80,381,78,17,23,162,57,11,20,11,20,0,17,11,20,0,17,4,14,4,14,4,14,0,17,0,17,87,59,22,24,10,19,10,19,0,17,12,22,65,53,65,53,65,53,0,17,0,17,703,125,626,119,539,118,519,116,372,106,356,102,16,19,147,57,20,26,20,26,20,26,0,17,0,17,87,47,16,26,0,17,16,26,71,43,77,51,33,43,28,42,9,20,19,32,5,14,44,30,17,22,17,22,0,17,27,25
6.5,Madison Park,1217,182,510,135,422,125,414,126,414,126,309,125,296,121,13,21,105,52,0,17,0,17,0,17,0,17,0,17,8,12,0,17,0,17,0,17,8,12,88,60,9,15,9,15,9,15,0,17,0,17,79,59,63,45,63,45,0,17,16,26,707,111,648,114,418,96,418,96,226,78,226,78,0,17,192,67,0,17,0,17,0,17,0,17,0,17,230,72,39,35,39,35,0,17,191,60,59,43,28,34,11,20,11,20,0,17,17,27,31,36,31,36,13,21,18,27,0,17
7.1,Montlake/Portage Bay,2107,213,694,84,538,81,505,76,505,76,314,77,287,76,27,30,191,62,0,21,0,21,0,21,0,21,0,21,33,32,26,30,26,30,0,21,7,20,156,76,50,42,50,42,50,42,0,21,0,21,106,60,98,59,98,59,0,21,8,21,1413,208,1147,170,860,162,801,157,620,154,551,129,69,75,181,71,59,54,59,54,59,54,0,21,0,21,287,79,68,44,56,40,12,26,219,69,266,124,63,47,63,47,63,47,0,21,0,21,203,113,168,110,168,110,0,21,35,33
7.2,University District,1138,181,363,70,303,60,266,65,250,67,200,82,200,82,0,29,50,52,16,34,16,34,16,34,0,29,0,29,37,47,37,47,37,47,0,29,0,29,60,42,13,32,13,32,13,32,0,29,0,29,47,36,47,36,47,36,0,29,0,29,775,177,541,144,475,144,445,139,352,125,335,120,17,37,93,58,30,42,30,42,30,42,0,29,0,29,66,49,25,35,25,35,0,29,41,44,234,105,150,91,124,87,124,87,0,29,26,34,84,54,71,53,71,53,0,29,13,32
7.3,Ravenna/Bryant,4872,251,2363,168,2072,174,1992,168,1923,169,1432,172,1417,173,15,33,491,122,69,54,56,47,50,48,6,31,13,37,80,50,51,39,51,39,0,32,29,43,291,98,40,39,40,39,32,40,8,31,0,32,251,92,241,92,221,94,20,35,10,33,2509,226,2211,222,1740,215,1713,218,1373,203,1343,201,30,37,340,116,27,39,27,39,11,34,16,37,0,32,471,110,111,59,111,59,0,32,360,92,298,109,51,45,43,46,23,37,20,41,8,31,247,101,122,65,109,61,13,34,125,79
7.4,Wedgwood/View Ridge,3927,197,1802,144,1493,140,1371,147,1351,146,958,145,958,145,0,27,393,101,20,30,20,30,20,30,0,27,0,27,122,62,93,64,93,64,0,27,29,34,309,102,96,73,86,72,79,71,7,27,10,28,213,80,190,76,180,75,10,29,23,31,2125,184,1748,163,1189,154,1150,154,836,157,809,157,27,32,314,103,39,34,19,28,19,28,0,27,20,28,559,111,110,63,110,63,0,27,449,101,377,120,124,80,107,77,107,77,0,27,17,28,253,92,113,62,113,62,0,27,140,69
7.5,Laurelhurst/Sand Point,2695,190,1340,152,1108,132,1067,125,1052,125,673,119,673,119,0,21,379,129,15,26,15,26,15,26,0,21,0,21,41,37,29,38,29,38,0,21,12,23,232,97,62,52,62,52,62,52,0,21,0,21,170,80,170,80,142,75,28,42,0,21,1355,169,1150,161,894,155,879,161,612,144,585,145,27,31,267,92,15,27,15,27,15,27,0,21,0,21,256,76,46,37,46,37,0,21,210,62,205,85,69,45,15,27,15,27,0,21,54,38,136,76,103,68,103,68,0,21,33,34
8.1,Northgate/Maple Leaf,2868,271,1172,185,888,149,825,149,804,146,520,145,520,145,0,24,284,91,21,26,21,26,21,26,0,24,0,24,63,50,52,48,52,48,0,24,11,28,284,136,45,37,34,32,34,32,0,24,11,28,239,131,195,123,195,123,0,24,44,36,1696,235,1238,221,836,168,810,167,654,154,614,144,40,53,156,89,26,33,26,33,26,33,0,24,0,24,402,135,160,103,160,103,0,24,242,92,458,128,221,109,156,105,116,80,40,59,65,60,237,100,146,82,116,69,30,43,91,55
8.2,Olympic Hills/Victory Heights,3632,274,1365,190,969,160,918,159,886,157,651,140,581,136,70,54,235,112,32,37,16,29,16,29,0,24,16,33,51,42,51,42,51,42,0,24,0,24,396,143,82,75,82,75,82,75,0,24,0,24,314,127,230,113,230,113,0,24,84,67,2267,223,1631,207,1147,183,1132,181,1001,169,1001,169,0,24,131,72,15,31,15,31,15,31,0,24,0,24,484,114,124,63,124,63,0,24,360,102,636,168,249,125,191,108,177,107,14,30,58,71,387,126,257,107,257,107,0,24,130,77
8.3,Cedar Park/Meadowbrook,2665,229,1141,194,844,146,791,146,758,139,495,108,453,100,42,46,263,107,33,33,17,29,10,29,7,27,16,31,53,42,37,36,24,34,13,30,16,31,297,136,15,30,15,30,4,25,11,29,0,27,282,136,232,111,232,111,0,27,50,61,1524,197,1238,174,943,164,826,142,705,142,689,141,16,27,121,53,117,90,106,88,71,73,35,50,11,27,295,79,103,58,95,56,8,27,192,64,286,107,161,87,143,84,143,84,0,27,18,31,125,70,87,60,87,60,0,27,38,39
9.1,Broadview/Bitter Lake,2993,252,1225,165,856,125,839,124,827,124,590,119,579,119,11,29,237,100,12,30,0,27,0,27,0,27,12,30,17,31,17,31,17,31,0,27,0,27,369,157,81,75,81,75,70,73,11,29,0,27,288,136,224,113,224,113,0,27,64,87,1768,237,1529,222,1051,193,980,193,833,178,728,171,105,64,147,65,71,47,38,38,38,38,0,27,33,43,478,116,106,60,98,59,8,27,372,107,239,91,26,35,16,35,16,35,0,27,10,26,213,85,89,57,74,52,15,31,124,77
9.2,Licton Springs,1744,248,790,180,608,166,608,166,608,166,397,145,294,134,103,108,211,106,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,182,86,41,38,41,38,41,38,0,17,0,17,141,82,124,77,124,77,0,17,17,31,954,183,786,178,635,169,605,168,528,158,528,158,0,17,77,52,30,34,30,34,30,34,0,17,0,17,151,84,59,49,59,49,0,17,92,60,168,82,25,28,11,22,11,22,0,17,14,24,143,75,96,58,96,58,0,17,47,46
9.3,Greenwood/Phinney Ridge,5397,306,2382,199,2052,189,1964,191,1893,192,1434,194,1392,191,42,42,459,126,71,52,61,50,28,40,33,40,10,32,88,56,88,56,88,56,0,29,0,29,330,107,78,67,78,67,66,65,12,32,0,29,252,88,238,86,238,86,0,29,14,34,3015,270,2460,280,1835,251,1732,248,1440,232,1385,231,55,50,292,109,103,59,83,54,83,54,0,29,20,34,625,131,260,83,254,83,6,28,365,102,555,141,105,64,86,61,57,51,29,45,19,35,450,133,202,89,196,89,6,28,248,97
9.4,Green Lake,2937,232,1148,135,955,120,913,124,878,121,676,122,664,121,12,28,202,92,35,36,20,32,20,32,0,24,15,29,42,40,32,38,32,38,0,24,10,27,193,84,58,41,50,39,50,39,0,24,8,25,135,73,135,73,123,71,12,27,0,24,1789,234,1496,216,1074,186,1043,186,927,182,904,180,23,29,116,63,31,35,31,35,10,27,21,31,0,24,422,138,269,126,220,108,49,80,153,66,293,119,51,41,27,34,27,34,0,24,24,33,242,114,179,102,116,71,63,79,63,60
9.5,Haller Lake,2381,228,981,168,781,159,765,164,691,151,531,147,450,140,81,77,160,83,74,70,35,33,35,33,0,21,39,61,16,23,16,23,16,23,0,21,0,21,200,81,96,60,96,60,96,60,0,21,0,21,104,60,101,59,101,59,0,21,3,16,1400,213,1167,218,912,212,860,210,678,194,675,193,3,14,182,79,52,49,31,38,31,38,0,21,21,35,255,80,104,62,104,62,0,21,151,67,233,101,84,58,37,41,37,41,0,21,47,40,149,86,76,66,76,66,0,21,73,49
10.1,North Beach/Blue Ridge,3159,193,1265,164,947,164,947,164,889,159,586,154,481,112,105,88,303,99,58,54,58,54,58,54,0,21,0,21,0,21,0,21,0,21,0,21,0,21,318,111,104,69,104,69,86,64,18,25,0,21,214,96,195,94,195,94,0,21,19,27,1894,160,1736,166,1155,161,1076,159,888,148,864,149,24,31,188,83,79,49,79,49,79,49,0,21,0,21,581,106,230,88,222,87,8,21,351,81,158,67,11,18,11,18,11,18,0,21,0,21,147,65,99,56,99,56,0,21,48,39
10.2,Whittier Heights,2878,246,1366,169,1000,145,985,143,960,140,727,138,702,134,25,28,233,85,25,34,15,30,15,30,0,24,10,24,15,29,15,29,15,29,0,24,0,24,366,148,180,106,180,106,151,97,29,39,0,24,186,100,186,100,186,100,0,24,0,24,1512,245,1319,231,1075,227,1016,226,901,214,804,201,97,85,115,69,59,48,59,48,59,48,0,24,0,24,244,97,114,77,114,77,0,24,130,58,193,103,17,32,17,32,17,32,0,24,0,24,176,97,69,62,69,62,0,24,107,80
10.3,Sunset Hill/Loyal Heights,3269,202,1420,159,1176,159,1052,149,1023,146,792,152,722,149,70,70,231,85,29,33,12,25,12,25,0,24,17,32,124,84,76,73,76,73,0,24,48,45,244,101,71,70,71,70,71,70,0,24,0,24,173,80,162,79,162,79,0,24,11,24,1849,194,1575,198,1191,190,1122,191,955,188,917,183,38,37,167,71,69,44,69,44,69,44,0,24,0,24,384,108,131,70,131,70,0,24,253,86,274,112,115,82,88,77,88,77,0,24,27,30,159,76,104,60,89,56,15,29,55,46
10.4,Ballard,1233,229,384,98,312,101,276,82,241,86,125,80,99,67,26,42,116,95,35,39,35,39,35,39,0,17,0,17,36,42,36,42,36,42,0,17,0,17,72,47,0,17,0,17,0,17,0,17,0,17,72,47,72,47,72,47,0,17,0,17,849,238,618,207,523,200,523,200,457,189,457,189,0,17,66,67,0,17,0,17,0,17,0,17,0,17,95,74,56,58,56,58,0,17,39,47,231,120,78,71,59,64,59,64,0,17,19,30,153,92,138,89,138,89,0,17,15,23
11.1,Fremont,2776,260,985,131,759,125,734,123,660,129,437,102,409,97,28,37,223,104,74,70,74,70,74,70,0,24,0,24,25,32,25,32,25,32,0,24,0,24,226,94,123,73,123,73,123,73,0,24,0,24,103,71,99,71,84,61,15,32,4,23,1791,239,1577,233,1311,231,1225,226,1012,213,938,205,74,54,213,99,86,56,56,47,56,47,0,24,30,37,266,97,143,74,143,74,0,24,123,65,214,85,25,33,8,24,8,24,0,24,17,33,189,80,145,72,131,68,14,30,44,42
11.2,Wallingford,2475,231,1135,139,885,118,863,118,844,121,640,121,624,121,16,27,204,80,19,26,19,26,19,26,0,27,0,27,22,32,22,32,22,32,0,27,0,27,250,95,64,40,64,40,64,40,0,27,0,27,186,88,186,88,186,88,0,27,0,27,1340,196,1107,162,847,152,847,152,698,135,688,134,10,29,149,69,0,27,0,27,0,27,0,27,0,27,260,74,123,54,123,54,0,27,137,57,233,118,139,100,93,79,93,79,0,27,46,65,94,54,49,45,39,42,10,28,45,37
11.3,Cascade/Eastlake,1426,294,391,137,192,105,192,105,192,105,179,111,179,111,0,21,13,29,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,199,124,58,97,58,97,58,97,0,21,0,21,141,78,141,78,141,78,0,21,0,21,1035,258,868,219,652,215,652,215,416,180,401,178,15,32,236,121,0,21,0,21,0,21,0,21,0,21,216,82,56,44,45,40,11,26,160,67,167,143,148,140,67,67,67,67,0,21,81,127,19,28,8,21,8,21,0,21,11,25
12.1,Magnolia,3302,225,1553,181,1419,174,1359,170,1359,170,836,192,769,190,67,44,523,135,0,24,0,24,0,24,0,24,0,24,60,48,47,39,47,39,0,24,13,29,134,83,60,49,60,49,45,43,15,29,0,24,74,67,74,67,74,67,0,24,0,24,1749,195,1628,184,1092,177,1052,175,787,161,774,159,13,28,265,102,40,45,40,45,40,45,0,24,0,24,536,123,161,76,161,76,0,24,375,108,121,65,26,34,10,23,10,23,0,24,16,30,95,61,76,62,69,61,7,21,19,28
12.2,Interbay,2040,217,818,165,638,158,618,159,593,157,445,127,435,127,10,23,148,92,25,29,25,29,12,23,13,27,0,21,20,29,20,29,20,29,0,21,0,21,180,93,39,59,39,59,39,59,0,21,0,21,141,77,132,75,132,75,0,21,9,23,1222,211,1075,202,800,191,709,181,502,151,441,146,61,46,207,100,91,74,91,74,55,48,36,58,0,21,275,103,146,94,146,94,0,21,129,61,147,70,13,30,13,30,13,30,0,21,0,21,134,66,52,38,52,38,0,21,82,56
