area_id,area_name,b08303001,b08303001_moe,b08303002,b08303002_moe,b08303003,b08303003_moe,b08303004,b08303004_moe,b08303005,b08303005_moe,b08303006,b08303006_moe,b08303007,b08303007_moe,b08303008,b08303008_moe,b08303009,b08303009_moe,b08303010,b08303010_moe,b08303011,b08303011_moe,b08303012,b08303012_moe,b08303013,b08303013_moe
1.1,Arbor Heights,3320,203,19,25,219,80,317,103,602,146,569,134,181,72,561,123,119,65,104,58,361,117,198,88,70,49
1.2,Fauntleroy/Seaview,7376,505,119,76,419,142,615,223,872,208,1240,242,726,198,1357,293,239,122,428,163,733,236,427,185,201,102
1.3,West Seattle Junction/Genesee Hill,9516,540,129,74,1025,240,805,212,1152,244,1596,252,817,210,1787,283,263,107,530,157,983,213,347,144,82,55
1.4,Alki/Admiral,5594,374,63,53,420,145,317,189,681,207,956,218,412,125,996,227,327,129,305,126,653,198,349,123,115,82
2.1,North Delridge,2767,275,40,64,189,116,381,150,448,161,398,169,209,98,485,165,122,78,89,60,139,113,182,166,85,53
2.2,High Point,2649,291,49,47,182,121,390,210,353,136,296,113,154,78,612,189,17,24,169,93,289,132,64,68,74,57
2.3,Riverview,2569,226,7,12,143,135,330,98,405,139,396,114,157,85,419,105,114,73,210,88,239,85,103,67,46,29
2.4,Roxhill/Westwood,6630,446,141,88,233,93,680,187,1094,243,1236,269,631,183,984,215,207,86,274,99,700,214,273,119,177,78
2.5,Highland Park,2872,327,150,150,185,109,401,112,555,181,355,142,220,101,367,148,145,85,121,96,215,98,93,73,65,74
3.1,South Park,1998,445,7,17,105,65,290,136,250,106,271,143,183,94,369,171,26,35,83,70,171,98,166,103,77,58
3.2,Georgetown,724,106,12,21,60,47,74,56,79,60,109,47,105,71,92,41,28,32,24,34,46,42,47,38,48,41
3.3,Duwamish/SODO,1283,184,38,36,77,59,236,91,231,104,276,160,23,36,189,90,141,96,13,16,27,28,9,16,23,31
3.4,South Beacon Hill/NewHolly,6254,575,92,66,224,128,695,195,1123,274,1041,231,378,160,1299,268,210,100,274,111,436,153,343,134,139,96
3.5,Beacon Hill,4867,576,42,39,260,178,687,170,907,265,587,173,476,208,800,240,191,108,236,140,426,229,195,142,60,60
3.6,North Beacon Hill/Jefferson Park,7468,564,7,24,507,171,819,194,1332,296,1710,325,662,235,1115,231,154,89,292,122,577,247,226,109,67,56
4.1,Rainier Beach,6505,531,12,29,191,143,577,188,979,285,729,231,743,254,1079,233,167,99,253,108,1032,309,548,192,195,121
4.2,Columbia City,7777,587,116,87,321,139,606,171,1260,294,1362,257,574,172,1413,270,349,139,389,186,622,259,615,231,150,83
4.3,Seward Park,4044,355,90,53,90,48,372,133,563,175,888,168,314,92,642,154,203,77,366,140,345,122,141,67,30,30
4.4,Mt. Baker/North Rainier,2571,303,18,27,55,43,346,115,542,164,441,151,249,96,297,121,131,93,113,78,83,63,222,186,74,75
5.1,Madrona/Leschi,5137,417,97,66,339,164,885,232,1105,218,871,171,463,168,636,185,234,180,187,102,264,124,56,47,0,21
5.2,Judkins Park,1311,227,16,25,63,49,182,87,129,56,368,118,105,78,195,85,56,41,78,71,89,81,30,35,0,12
5.3,Central Area/Squire Park,9675,566,250,110,571,167,1274,235,1674,297,1752,270,765,206,1893,333,253,109,336,124,428,151,418,124,61,51
6.1,First Hill,7145,527,208,118,986,245,1111,232,1329,265,1542,329,367,148,558,152,137,85,190,125,380,152,235,112,102,68
6.2,Capitol Hill,14672,717,331,194,1126,300,1709,351,2945,426,3051,464,1105,285,2015,362,276,109,419,165,870,246,577,206,248,133
6.3,North Capitol Hill,2476,234,2,5,231,130,362,117,428,127,339,139,168,98,602,147,65,58,95,85,119,81,43,69,22,35
6.4,Miller Park,4069,259,139,96,91,51,615,127,800,172,646,142,338,105,737,170,101,62,252,102,187,79,90,49,73,56
6.5,Madison Park,2337,281,35,40,139,91,242,93,597,227,466,181,234,124,335,118,91,54,29,38,81,85,61,65,27,31
7.1,Montlake/Portage Bay,5840,405,83,62,350,117,841,208,1304,251,1116,214,459,178,899,205,140,78,67,40,232,109,257,171,92,52
7.2,University District,8006,787,234,99,862,221,1561,366,1408,288,1056,278,286,126,1523,397,130,84,194,130,363,156,292,131,97,83
7.3,Ravenna/Bryant,13045,686,184,104,1118,275,1700,312,1962,303,2363,350,946,207,2182,310,384,121,525,145,1180,225,309,113,192,93
7.4,Wedgwood/View Ridge,7479,386,126,62,451,123,1017,191,1115,220,1315,222,708,162,1196,222,233,89,529,159,573,139,159,76,57,49
7.5,Laurelhurst/Sand Point,4938,347,87,68,408,138,727,179,831,183,910,203,400,127,716,159,122,68,294,109,183,69,206,99,54,45
8.1,Northgate/Maple Leaf,7193,500,43,40,579,242,667,184,1307,254,1292,242,787,195,1338,275,116,67,329,114,299,115,348,153,88,97
8.2,Olympic Hills/Victory Heights,7954,528,109,62,449,179,547,154,999,212,1510,260,672,151,1847,291,271,109,404,147,707,187,184,99,255,168
8.3,Cedar Park/Meadowbrook,6244,493,139,88,543,318,757,199,840,165,1052,220,252,106,1048,209,200,82,334,114,613,180,372,128,94,77
9.1,Broadview/Bitter Lake,5704,476,125,96,349,143,688,183,641,176,982,215,456,134,1033,228,172,104,396,133,445,148,370,162,47,45
9.2,Licton Springs,5603,412,70,59,206,100,740,263,893,228,982,204,424,141,1122,280,256,119,261,122,220,126,298,115,131,117
9.3,Greenwood/Phinney Ridge,13234,560,190,95,685,174,1835,311,1870,278,2242,286,1161,232,2216,296,427,129,938,213,1049,210,503,155,118,76
9.4,Green Lake,8123,524,86,60,556,189,1064,207,1058,242,1584,266,642,178,1596,298,343,145,413,138,443,147,241,134,97,66
9.5,Haller Lake,5104,391,46,44,334,150,376,144,964,233,933,249,378,110,971,233,193,105,268,104,316,126,112,73,213,109
