area_id,area_name,c27004001,c27004001_moe,c27004002,c27004002_moe,c27004003,c27004003_moe,c27004004,c27004004_moe,c27004005,c27004005_moe,c27004006,c27004006_moe,c27004007,c27004007_moe,c27004008,c27004008_moe,c27004009,c27004009_moe,c27004010,c27004010_moe,c27004011,c27004011_moe,c27004012,c27004012_moe,c27004013,c27004013_moe,c27004014,c27004014_moe,c27004015,c27004015_moe,c27004016,c27004016_moe,c27004017,c27004017_moe,c27004018,c27004018_moe,c27004019,c27004019_moe,c27004020,c27004020_moe,c27004021,c27004021_moe
1.1,Arbor Heights,6251,299,3071,189,645,129,578,125,67,50,2060,132,1628,148,432,116,366,67,162,54,204,71,3180,221,669,128,512,115,157,89,2052,150,1565,143,487,128,459,77,230,66,229,77
1.2,Fauntleroy/Seaview,13653,592,6300,420,1193,192,910,173,283,142,4471,358,3249,326,1222,277,636,125,289,98,347,104,7353,381,1322,211,985,215,337,145,4975,258,3945,281,1030,223,1056,113,361,103,695,132
1.3,West Seattle Junction/Genesee Hill,17521,592,8151,473,1563,256,1272,240,291,121,5685,375,3976,334,1709,285,903,157,602,145,301,92,9370,472,1905,265,1546,255,359,144,6312,355,5022,339,1290,270,1153,176,543,140,610,170
1.4,Alki/Admiral,11124,577,5012,353,772,164,594,156,178,81,3496,270,2593,255,903,230,744,168,405,120,339,130,6112,494,979,268,836,277,143,82,4032,339,2968,291,1064,237,1101,161,405,149,696,158
2.1,North Delridge,4749,359,2318,254,367,136,367,136,0,12,1822,188,1305,187,517,186,129,61,42,43,87,56,2431,230,308,132,260,129,48,47,1913,194,1328,225,585,184,210,70,43,41,167,80
2.2,High Point,6452,416,3118,309,987,230,460,175,527,247,2002,254,1337,252,665,192,129,70,34,30,95,63,3334,340,687,173,339,128,348,153,2314,286,1165,176,1149,264,333,126,54,42,279,125
2.3,Riverview,4685,295,2538,223,617,145,351,122,266,185,1755,219,1043,134,712,214,166,47,70,33,96,47,2147,191,423,119,261,88,162,97,1538,133,1136,126,402,128,186,47,84,41,102,40
2.4,Roxhill/Westwood,12524,701,6020,495,1218,295,543,149,675,259,4278,383,2917,338,1361,267,524,118,161,64,363,104,6504,510,1305,296,582,151,723,278,4541,401,2785,287,1756,347,658,114,164,75,494,121
2.5,Highland Park,5814,462,3105,315,633,171,281,145,352,148,2105,236,1120,204,985,208,367,107,120,57,247,105,2709,283,440,170,184,118,256,140,1818,198,1207,184,611,176,451,126,136,73,315,105
3.1,South Park,4310,608,2208,488,574,182,141,112,433,145,1495,379,587,168,908,311,139,72,76,56,63,52,2102,348,747,260,224,105,523,219,1268,197,574,128,694,174,87,37,8,17,79,36
3.2,Georgetown,1184,151,631,98,30,21,19,12,11,18,569,99,295,89,274,88,32,20,3,6,29,19,553,106,103,38,46,25,57,55,396,88,174,59,222,78,54,44,26,40,28,17
3.3,Duwamish/SODO,2332,380,1347,352,68,48,68,48,0,12,1105,282,517,142,588,245,174,108,37,29,137,107,985,163,119,61,49,40,70,79,734,147,452,87,282,148,132,47,37,39,95,39
3.4,South Beacon Hill/NewHolly,15604,1277,7367,703,2147,447,768,241,1379,411,4533,435,2183,278,2350,377,687,123,208,74,479,133,8237,824,2566,624,680,188,1886,620,4712,421,2577,279,2135,370,959,158,320,88,639,137
3.5,Beacon Hill,9332,700,4656,499,821,224,374,177,447,170,3328,422,1976,332,1352,300,507,123,124,87,383,97,4676,426,813,204,573,180,240,131,2979,292,2102,331,877,216,884,155,228,103,656,132
3.6,North Beacon Hill/Jefferson Park,14180,731,7455,613,1477,294,726,278,751,227,5261,493,3128,337,2133,408,717,154,52,50,665,154,6725,418,1313,228,606,227,707,201,4298,328,2584,295,1714,310,1114,177,71,53,1043,169
4.1,Rainier Beach,15144,983,7512,721,2159,457,893,387,1266,370,4616,473,2494,379,2122,488,737,154,197,76,540,147,7632,559,1655,334,680,226,975,321,4966,383,3217,364,1749,347,1011,161,173,84,838,163
4.2,Columbia City,16249,808,7708,597,1687,315,685,146,1002,273,5281,458,2804,389,2477,421,740,162,206,86,534,153,8541,537,1623,309,792,206,831,257,5880,437,3458,373,2422,367,1038,156,279,93,759,161
4.3,Seward Park,8589,543,4168,468,871,226,446,120,425,197,2772,328,1809,216,963,260,525,84,180,55,345,80,4421,284,887,161,603,141,284,113,2873,197,2066,180,807,157,661,169,230,81,431,147
4.4,Mt. Baker/North Rainier,5483,466,2653,251,666,155,540,174,126,106,1689,231,1090,190,599,205,298,112,121,62,177,89,2830,319,526,132,345,127,181,103,2005,230,1461,197,544,166,299,102,87,51,212,90
5.1,Madrona/Leschi,9977,562,4775,398,898,205,618,178,280,159,3265,324,2405,294,860,244,612,114,244,86,368,103,5202,444,1002,220,661,160,341,195,3595,365,2571,245,1024,320,605,129,248,88,357,116
5.2,Judkins Park,2735,272,1394,249,121,72,76,63,45,47,1017,220,652,131,365,190,256,90,38,40,218,84,1341,179,169,101,128,97,41,48,805,121,548,108,257,108,367,82,16,19,351,82
5.3,Central Area/Squire Park,16546,780,7799,568,1048,258,702,192,346,185,6253,507,4109,404,2144,417,498,149,154,68,344,137,8747,572,1269,209,798,184,471,173,6507,447,4525,353,1982,354,971,180,274,75,697,184
6.1,First Hill,12940,727,6449,530,239,114,48,54,191,99,5535,496,3221,409,2314,353,675,129,176,73,499,125,6491,492,249,87,56,68,193,71,5102,458,3006,339,2096,343,1140,163,406,111,734,148
6.2,Capitol Hill,20179,773,10563,642,452,163,308,148,144,98,9615,610,6227,534,3388,457,496,147,170,95,326,107,9616,623,359,201,158,99,201,178,8502,577,5824,523,2678,394,755,198,293,119,462,184
6.3,North Capitol Hill,3918,239,2169,187,171,58,171,58,0,12,1716,193,1258,206,458,160,282,94,139,60,143,82,1749,190,165,78,122,71,43,49,1415,150,1115,167,300,129,169,56,77,51,92,66
6.4,Miller Park,7268,370,3877,315,742,119,496,111,246,115,2845,265,2060,219,785,182,290,97,84,41,206,94,3391,271,625,144,434,123,191,125,2473,242,1832,174,641,175,293,60,89,47,204,48
6.5,Madison Park,5099,381,2156,284,387,122,299,95,88,71,1336,256,1036,278,300,107,433,100,163,71,270,91,2943,293,505,135,383,115,122,84,1781,204,1206,195,575,153,657,131,244,88,413,123
7.1,Montlake/Portage Bay,9397,467,4264,350,511,105,406,98,105,67,3236,324,2314,260,922,212,517,91,241,71,276,92,5133,361,629,114,521,110,108,71,3906,345,2951,326,955,217,598,81,308,85,290,80
7.2,University District,19393,1384,9758,967,478,111,438,98,40,57,8997,968,6033,862,2964,431,283,87,132,66,151,91,9635,886,131,90,93,73,38,41,9134,853,6071,768,3063,460,370,254,83,54,287,254
7.3,Ravenna/Bryant,24600,831,12052,667,1955,212,1514,185,441,155,9135,615,6640,563,2495,395,962,139,482,106,480,115,12548,565,2048,221,1689,213,359,127,9137,497,6663,412,2474,418,1363,149,610,119,753,141
7.4,Wedgwood/View Ridge,14935,464,7329,359,1427,191,1299,181,128,69,5045,282,3782,249,1263,256,857,99,459,101,398,98,7606,355,1639,178,1424,169,215,98,4773,275,3876,245,897,193,1194,114,566,117,628,121
7.5,Laurelhurst/Sand Point,10791,534,5014,368,1237,205,1034,179,203,125,3216,260,2617,238,599,173,561,89,271,81,290,73,5777,388,1388,217,1224,189,164,100,3684,292,2833,243,851,205,705,95,318,78,387,90
8.1,Northgate/Maple Leaf,13239,595,6809,515,1080,216,753,197,327,153,5074,425,3459,366,1615,322,655,146,236,102,419,133,6430,382,809,191,594,150,215,114,4476,274,3034,260,1442,252,1145,200,365,106,780,190
8.2,Olympic Hills/Victory Heights,14590,681,7181,468,1074,176,752,164,322,125,5321,431,3444,388,1877,329,786,156,205,71,581,155,7409,519,1172,216,614,169,558,168,5160,380,3358,332,1802,347,1077,144,344,103,733,145
8.3,Cedar Park/Meadowbrook,12033,596,5914,436,967,192,441,115,526,179,4431,352,2792,277,1639,303,516,104,256,71,260,91,6119,412,1062,194,705,138,357,122,4308,320,2713,248,1595,285,749,118,267,78,482,113
