area_id,area_name,b08302001,b08302001_moe,b08302002,b08302002_moe,b08302003,b08302003_moe,b08302004,b08302004_moe,b08302005,b08302005_moe,b08302006,b08302006_moe,b08302007,b08302007_moe,b08302008,b08302008_moe,b08302009,b08302009_moe,b08302010,b08302010_moe,b08302011,b08302011_moe,b08302012,b08302012_moe,b08302013,b08302013_moe,b08302014,b08302014_moe,b08302015,b08302015_moe
1.1,Arbor Heights,3320,203,168,67,83,45,158,78,388,131,340,122,592,152,349,110,386,121,169,76,263,99,103,64,29,26,171,69,121,53
1.2,Fauntleroy/Seaview,7376,505,266,126,216,119,393,135,389,156,1159,253,1235,253,795,222,1099,235,403,132,610,181,157,110,79,51,293,120,282,125
1.3,West Seattle Junction/Genesee Hill,9516,540,201,101,179,101,432,158,876,202,963,204,1460,244,1315,246,1330,259,653,195,935,202,322,124,189,103,336,148,325,121
1.4,Alki/Admiral,5594,374,170,111,106,66,241,104,436,151,589,180,661,172,1037,233,835,207,304,114,513,143,197,90,28,34,268,130,209,123
2.1,North Delridge,2767,275,69,78,48,58,68,71,249,147,504,179,474,141,171,87,568,188,122,79,101,76,16,26,33,55,219,113,125,97
2.2,High Point,2649,291,33,34,145,87,209,109,225,116,166,109,408,160,205,98,317,142,211,96,184,107,62,56,27,30,189,117,268,141
2.3,Riverview,2569,226,53,56,113,72,166,77,167,78,234,110,467,123,312,102,352,132,87,39,239,112,45,32,54,56,123,76,157,75
2.4,Roxhill/Westwood,6630,446,518,182,212,98,230,96,630,198,565,166,939,215,760,172,669,174,297,109,602,213,181,81,180,105,475,165,372,155
2.5,Highland Park,2872,327,121,73,56,86,102,62,136,80,123,80,436,153,237,121,184,74,287,171,186,117,118,100,63,56,263,120,560,240
3.1,South Park,1998,445,23,24,91,49,45,40,245,151,303,115,224,117,197,94,169,78,144,79,189,84,85,71,8,18,166,94,109,80
3.2,Georgetown,724,106,0,12,35,32,121,72,72,49,148,66,58,37,71,52,68,35,12,20,65,42,4,7,13,19,37,39,20,22
3.3,Duwamish/SODO,1283,184,26,22,33,54,32,33,70,50,125,79,134,72,103,54,240,109,182,99,92,57,65,50,0,12,141,78,40,38
3.4,South Beacon Hill/NewHolly,6254,575,413,145,131,90,405,173,500,192,445,190,750,187,380,147,801,212,409,156,555,174,269,127,159,80,734,181,303,116
3.5,Beacon Hill,4867,576,269,137,147,119,267,163,414,146,390,157,480,164,564,153,303,131,163,79,633,241,227,118,36,37,431,164,543,153
3.6,North Beacon Hill/Jefferson Park,7468,564,240,135,103,62,377,171,361,146,723,206,855,231,880,227,723,192,470,173,979,294,343,151,233,139,573,192,608,197
4.1,Rainier Beach,6505,531,453,165,223,104,513,183,668,241,579,240,748,216,706,202,557,176,326,174,313,150,282,177,143,105,525,161,469,170
4.2,Columbia City,7777,587,395,161,171,140,355,140,369,145,736,208,1224,315,1026,264,900,239,541,188,571,165,241,123,85,55,557,188,606,206
4.3,Seward Park,4044,355,98,57,144,86,136,68,266,110,269,99,683,184,630,147,529,123,329,94,484,173,36,31,70,52,237,112,133,96
4.4,Mt. Baker/North Rainier,2571,303,27,31,75,78,44,52,155,90,213,114,364,163,388,118,620,169,272,136,194,95,65,46,13,20,111,97,30,35
5.1,Madrona/Leschi,5137,417,57,54,68,50,95,60,233,137,308,148,702,161,790,185,1059,211,685,216,515,237,83,70,150,134,253,132,139,97
5.2,Judkins Park,1311,227,11,20,23,33,111,95,86,63,76,56,166,82,297,160,141,69,140,74,137,65,35,26,0,12,40,34,48,35
5.3,Central Area/Squire Park,9675,566,321,171,157,91,157,84,367,120,460,139,1261,252,1535,293,1473,233,1027,194,1126,217,455,161,113,82,672,184,551,195
6.1,First Hill,7145,527,167,93,54,48,147,78,366,149,436,158,529,204,873,204,797,195,748,192,982,240,484,198,286,142,721,190,555,170
6.2,Capitol Hill,14672,717,496,204,245,124,304,120,406,159,830,247,1350,284,2027,387,2299,543,1733,342,2045,420,579,193,267,136,1260,317,831,238
