area_id,area_name,b07201001,b07201001_moe,b07201002,b07201002_moe,b07201003,b07201003_moe,b07201004,b07201004_moe,b07201005,b07201005_moe,b07201006,b07201006_moe,b07201007,b07201007_moe,b07201008,b07201008_moe,b07201009,b07201009_moe,b07201010,b07201010_moe,b07201011,b07201011_moe,b07201012,b07201012_moe,b07201013,b07201013_moe,b07201014,b07201014_moe
5.2,Judkins Park,2826,280,1987,265,819,250,553,238,385,170,168,131,266,124,173,95,93,71,0,12,0,12,0,12,0,12,20,24
5.3,Central Area/Squire Park,16455,778,12241,792,4145,587,3170,560,2860,511,310,201,920,301,641,249,279,138,29,31,20,30,9,25,26,45,69,51
6.1,First Hill,14674,745,8387,538,6101,613,4117,490,3209,454,908,256,1685,324,1142,273,543,144,245,111,205,105,40,38,54,48,186,102
6.2,Capitol Hill,19977,726,13419,871,6114,715,4201,597,3758,569,443,173,1833,391,1349,353,484,162,51,63,51,63,0,29,29,37,444,263
6.3,North Capitol Hill,3896,227,3036,323,860,268,611,235,550,228,61,73,249,120,193,111,56,49,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,7259,361,5517,480,1596,373,1281,365,1089,349,192,155,281,123,231,119,50,41,34,39,34,39,0,17,0,17,146,85
6.5,Madison Park,5108,379,3997,389,1053,366,624,227,501,208,123,105,393,298,343,297,50,51,36,58,36,58,0,17,0,17,58,103
7.1,Montlake/Portage Bay,9322,468,7080,446,2205,478,1621,353,1340,308,281,123,568,274,395,263,173,88,16,24,16,24,0,21,0,21,37,34
7.2,University District,19335,1380,8828,988,9620,1039,6320,895,4676,803,1644,263,2900,507,1510,438,1390,344,287,137,183,119,104,69,113,76,887,367
7.3,Ravenna/Bryant,24319,831,18601,732,5159,636,3977,603,3235,499,742,271,938,210,595,176,343,120,233,119,146,99,87,71,11,35,559,255
7.4,Wedgwood/View Ridge,14849,463,13463,472,1246,245,1031,223,858,217,173,93,150,91,78,53,72,67,55,53,0,27,55,53,10,29,140,86
7.5,Laurelhurst/Sand Point,10601,532,8593,530,1714,468,1187,405,1125,402,62,53,481,211,255,165,226,144,45,61,45,61,0,21,1,12,294,195
8.1,Northgate/Maple Leaf,13150,587,10217,620,2794,533,2113,457,1552,384,561,264,558,215,326,161,232,146,88,73,39,45,49,62,35,58,139,98
8.2,Olympic Hills/Victory Heights,14452,661,12170,654,2124,455,1492,393,1200,351,292,167,518,241,376,175,142,113,14,28,14,28,0,24,100,95,158,156
8.3,Cedar Park/Meadowbrook,11967,595,9684,581,2086,455,1361,424,1047,379,314,156,648,248,326,167,322,207,77,53,35,39,42,39,0,27,197,107
9.1,Broadview/Bitter Lake,13492,731,11011,621,2437,510,1547,414,1251,404,296,130,631,236,278,114,353,222,210,144,139,117,71,79,49,81,44,47
9.2,Licton Springs,8822,483,6364,603,2191,467,1755,428,1476,393,279,177,421,190,218,137,203,116,0,17,0,17,0,17,15,28,267,221
9.3,Greenwood/Phinney Ridge,23303,759,19515,799,3586,527,2855,475,2472,440,383,141,628,217,450,189,178,106,103,66,77,62,26,42,0,29,202,126
9.4,Green Lake,13659,615,10823,703,2682,476,2137,444,1692,368,445,212,519,237,205,113,314,206,26,28,26,28,0,24,0,24,154,125
9.5,Haller Lake,9697,513,7981,641,1636,425,1429,417,1206,379,223,160,207,117,157,99,50,65,0,21,0,21,0,21,0,21,80,84
10.1,North Beach/Blue Ridge,11445,459,10193,481,1184,336,918,303,722,239,196,130,206,104,113,73,93,71,51,66,39,63,12,25,9,23,68,68
10.2,Whittier Heights,11515,437,9338,560,2051,476,1637,467,1595,465,42,43,331,175,132,76,199,146,28,33,28,33,0,24,55,70,126,84
10.3,Sunset Hill/Loyal Heights,13724,593,11571,542,2043,499,1794,485,1535,384,259,177,174,97,143,86,31,45,47,78,47,78,0,24,28,32,110,86
10.4,Ballard,7053,526,4805,446,2141,469,1548,455,1297,400,251,206,528,175,294,120,234,167,65,84,65,84,0,17,0,17,107,128
11.1,Fremont,15346,540,11459,556,3633,454,2668,384,2323,380,345,147,813,300,353,146,460,258,120,102,80,83,40,63,32,53,254,117
11.2,Wallingford,16225,899,11040,610,5114,853,4083,698,3526,613,557,224,855,300,634,291,221,81,154,98,78,65,76,72,22,32,71,57
11.3,Cascade/Eastlake,12332,791,7423,688,4761,698,2751,508,2261,443,490,188,1835,481,1065,309,770,353,120,102,89,92,31,37,55,68,148,101
12.1,Magnolia,12374,608,10497,626,1826,513,1176,329,1051,298,125,105,494,281,342,268,152,113,156,158,0,24,156,158,0,24,51,52
12.2,Interbay,9925,518,7265,558,2617,576,1675,416,1380,379,295,207,824,371,495,279,329,192,0,21,0,21,0,21,118,121,43,61
12.3,Queen Anne,36648,1125,26359,1086,9895,985,6535,815,5285,750,1250,297,3051,507,1750,409,1301,319,246,163,90,60,156,151,63,55,394,167
13.1,Belltown,8266,580,5358,581,2786,394,1292,339,987,292,305,177,1450,298,1210,293,240,132,21,32,6,20,15,29,23,30,122,109
13.2,Downtown Commercial Core,3872,421,2357,330,1391,309,821,233,613,208,208,107,516,237,286,128,230,207,40,40,11,25,29,31,14,19,124,93
13.3,Pioneer Square/International District,5172,530,3974,513,1157,240,841,219,640,185,201,113,293,112,211,98,82,59,11,16,0,17,11,16,12,30,41,35
