area_id,area_name,b07201001,b07201001_moe,b07201002,b07201002_moe,b07201003,b07201003_moe,b07201004,b07201004_moe,b07201005,b07201005_moe,b07201006,b07201006_moe,b07201007,b07201007_moe,b07201008,b07201008_moe,b07201009,b07201009_moe,b07201010,b07201010_moe,b07201011,b07201011_moe,b07201012,b07201012_moe,b07201013,b07201013_moe,b07201014,b07201014_moe
1.1,Arbor Heights,6204,294,5251,313,903,319,794,302,691,294,103,88,109,96,76,89,33,40,0,17,0,17,0,17,0,17,50,40
1.2,Fauntleroy/Seaview,13660,580,11700,634,1915,562,1334,477,1135,486,199,109,554,226,253,149,301,185,27,37,23,36,4,19,0,24,45,71
1.3,West Seattle Junction/Genesee Hill,17819,630,14597,665,3043,656,2211,530,1985,518,226,126,490,272,278,157,212,229,324,300,137,155,187,258,18,38,179,89
1.4,Alki/Admiral,11027,520,8953,541,1979,459,1380,418,1155,392,225,138,423,220,98,66,325,213,137,114,88,99,49,60,39,48,95,92
2.1,North Delridge,4601,310,3822,381,681,252,562,225,504,228,58,57,119,110,23,30,96,100,0,12,0,12,0,12,0,12,98,121
2.2,High Point,6363,426,5395,422,968,284,746,221,617,200,129,125,109,75,99,69,10,19,76,100,55,89,21,24,37,59,0,17
2.3,Riverview,4677,294,4251,288,397,213,360,211,250,162,110,143,37,31,24,25,13,21,0,12,0,12,0,12,0,12,29,28
2.4,Roxhill/Westwood,12412,697,10135,811,2225,613,1102,324,792,251,310,188,1066,544,951,539,115,73,50,62,18,34,32,55,7,20,52,58
2.5,Highland Park,5736,438,4601,449,1096,271,869,270,660,260,209,123,170,104,16,29,154,102,25,42,25,42,0,21,32,52,39,43
3.1,South Park,4304,553,3478,468,728,296,675,290,501,212,174,256,47,58,30,49,17,29,0,17,0,17,0,17,6,16,98,69
3.2,Georgetown,1170,147,845,135,325,121,172,105,112,91,60,52,145,73,145,73,0,12,8,15,8,15,0,12,0,12,0,12
3.3,Duwamish/SODO,2371,376,1847,282,491,167,311,99,281,104,30,34,125,96,65,82,60,55,55,62,54,62,1,4,0,12,33,29
3.4,South Beacon Hill/NewHolly,15514,1288,13514,1234,1312,480,1155,460,1005,443,150,107,157,125,122,115,35,52,0,24,0,24,0,24,0,24,688,493
3.5,Beacon Hill,9220,694,7884,574,1293,472,1136,477,1069,477,67,86,157,126,68,62,89,118,0,17,0,17,0,17,0,17,43,41
3.6,North Beacon Hill/Jefferson Park,14025,706,11874,680,1907,425,1417,402,1159,396,258,137,372,160,286,150,86,64,75,61,48,50,27,39,43,71,244,242
4.1,Rainier Beach,14958,989,12564,1013,2283,762,2090,750,1658,698,432,332,177,111,164,110,13,30,16,42,16,42,0,27,0,27,111,103
4.2,Columbia City,16320,846,13628,783,2443,721,1984,643,1831,638,153,105,444,245,321,223,123,98,0,27,0,27,0,27,15,33,249,218
4.3,Seward Park,8693,558,7855,560,823,194,504,151,414,133,90,75,256,119,185,97,71,76,3,13,3,13,0,17,60,66,15,18
4.4,Mt. Baker/North Rainier,5428,463,4731,343,657,380,539,312,358,173,181,182,117,101,117,101,0,17,1,3,0,17,1,3,0,17,40,66
5.1,Madrona/Leschi,9967,510,7896,604,2071,472,1620,466,1453,468,167,139,385,189,211,146,174,113,53,65,14,37,39,57,13,28,0,21
