area_id,area_name,b24091001,b24091001_moe,b24091002,b24091002_moe,b24091003,b24091003_moe,b24091004,b24091004_moe,b24091005,b24091005_moe,b24091006,b24091006_moe,b24091007,b24091007_moe,b24091008,b24091008_moe,b24091009,b24091009_moe
1.1,Arbor Heights,121453,7299,118415,7537,117248,5990,236639,153153,100330,18372,139440,21290,159984,52741,169531,61583,101997,45251
1.2,Fauntleroy/Seaview,152369,10065,152562,14632,154727,14195,152404,204858,135945,33674,159629,32298,152724,48421,102722,49659,170294,157898
1.3,West Seattle Junction/Genesee Hill,192399,11257,198676,16526,204009,21824,94054,115153,173732,31103,195930,50893,174264,46608,211430,103327,142385,66517
1.4,Alki/Admiral,135706,17131,136727,22944,125008,22910,246300,95326,124849,38495,138667,57593,155744,45770,142657,116939,105471,84619
2.2,High Point,53500,14721,61548,18633,61607,18533,19911,118462,78125,36737,43672,28767,25323,31865,36724,116178,80114,72467
2.4,Roxhill/Westwood,104588,8752,104914,10848,104385,10994,150442,98656,112748,11442,106915,35469,112645,39328,136165,60677,77241,97752
2.5,Highland Park,50110,8121,44135,11823,42344,11432,54479,14536,62750,16188,41154,39314,72426,51384,59792,25381,54211,23905
3.1,South Park,37431,7556,36285,7881,35799,7585,40972,5022,29493,32948,16641,22443,38698,9381,54861,13438,22656,4787
3.3,Duwamish/SODO,43947,11764,44013,11737,45652,13083,41336,660,21464,392,54904,45834,38125,14699,58583,11570,115455,204086
3.4,South Beacon Hill/NewHolly,35417,4254,32130,3690,31549,1355,71977,29060,24267,54526,44821,13252,34643,12590,62298,17266,38074,10404
3.5,Beacon Hill,44224,10093,36111,8136,35842,8923,39444,8832,54313,13204,49321,4378,73421,13202,76692,47492,17011,34738
3.6,North Beacon Hill/Jefferson Park,79906,5720,74056,10708,74149,12270,58778,210164,80191,12983,126938,32449,97444,24333,107500,12129,42777,75475
4.2,Columbia City,120225,10264,119479,18221,121113,14701,114525,95494,122668,9740,148880,31604,129761,21484,181057,137517,69741,73634
4.3,Seward Park,105270,13438,106230,19896,107067,23544,85052,67453,105344,18154,113912,20158,114495,19403,92008,17525,62250,50352
4.4,Mt. Baker/North Rainier,78803,9719,82604,12341,85647,11953,70844,70354,65385,55700,80521,72519,46646,51786,105804,157340,85096,49430
5.1,Madrona/Leschi,92969,28755,129559,14513,131379,12648,106667,210503,49875,20169,77353,43966,80083,44973,121161,55726,53304,47092
5.3,Central Area/Squire Park,165056,12094,169074,28351,175850,34760,248149,195709,161862,17033,174897,90358,157773,51908,236996,27052,137887,94858
6.1,First Hill,38285,5203,37022,7134,35956,8224,57734,37388,36250,10690,47448,2024,29904,79604,71691,19219,35815,1639
6.2,Capitol Hill,146420,13748,155988,16731,154249,15244,366003,161272,122680,52300,128558,42222,148698,26042,225224,112184,103971,280398
6.3,North Capitol Hill,84091,8916,91339,15542,86587,14861,117426,27364,69000,55215,76382,17170,53807,25537,81250,39128,100710,34113
6.4,Miller Park,140191,15340,154327,22866,156355,21748,125515,54368,132625,45337,141154,29694,105833,24432,84053,245496,121526,20563
6.5,Madison Park,78632,10244,78294,17784,76618,12964,205139,159150,93000,84455,85375,6857,55500,11474,91379,7802,62955,59855
7.1,Montlake/Portage Bay,50067,4653,51434,4374,49970,3777,121302,51465,58667,33010,46250,40285,42542,21854,42750,39458,36741,103113
7.3,Ravenna/Bryant,218764,15693,240255,21709,243123,22542,208311,68341,203640,18366,211031,43971,193411,43495,222500,126849,169620,172674
7.4,Wedgwood/View Ridge,282205,18821,298994,32112,299549,32705,352648,194512,268399,72975,244745,80576,281461,34659,289288,105908,243292,367320
8.1,Northgate/Maple Leaf,160317,10890,157665,14558,156293,15205,162583,60771,149830,31018,184000,66099,175231,20748,228514,114574,153054,214426
8.2,Olympic Hills/Victory Heights,45880,8136,44644,7393,44316,6286,93182,39108,35399,6989,66172,39013,54038,12722,66926,40176,24375,60373
8.3,Cedar Park/Meadowbrook,234954,22455,213215,34507,218608,43289,211188,91224,265391,46642,271190,27034,266968,45256,404865,140351,314309,279017
9.1,Broadview/Bitter Lake,84779,11358,79000,22811,78125,20037,160972,215956,62344,75966,71563,37391,81917,4474,109821,18811,114643,161366
9.3,Greenwood/Phinney Ridge,303284,12521,319649,23635,320675,24310,262539,141344,249061,44634,312132,66194,312585,29205,379948,104965,203552,195318
9.4,Green Lake,121625,15670,141921,21647,137676,22279,165698,94791,93188,30663,141273,31034,59959,18494,129912,31758,116329,56244
9.5,Haller Lake,52532,5596,53283,10495,52799,10417,78487,51535,44399,6697,64120,9330,57132,12631,62333,7832,35566,13270
10.1,North Beach/Blue Ridge,76000,13685,81071,13292,83277,15727,71776,20528,52143,54487,69000,34706,101250,131856,100417,38154,43942,12677
10.2,Whittier Heights,124710,9695,125929,10025,126230,10655,103153,68274,118370,16414,164812,25255,117467,46416,151597,107471,69722,113992
10.3,Sunset Hill/Loyal Heights,119762,9108,126016,11509,123354,12933,150493,72368,119946,43774,147232,27712,104304,17661,170696,51955,50591,18136
10.4,Ballard,53309,4299,57869,4479,58053,4400,41838,215498,50048,15832,37333,19234,44298,7723,56719,85866,12163,25643
11.1,Fremont,169120,13076,179498,12801,179000,12156,182624,67385,150455,31232,224948,62534,158497,32533,276170,28805,77236,35989
11.2,Wallingford,204316,15293,224357,30845,225788,29159,355768,195356,163143,26837,226630,36519,182745,47365,246429,173260,155069,122187
11.3,Cascade/Eastlake,59259,7429,61328,13560,58429,13018,70842,4803,26702,25912,81063,32003,67871,37941,59375,60493,82969,116329
12.1,Magnolia,181280,17718,187911,23636,182692,22544,236610,64097,142860,57760,164922,70588,265288,262641,197660,82398,162669,93883
12.2,Interbay,112694,14970,116775,17813,116557,16654,103785,123106,94480,38621,118990,38585,111635,41620,116545,50355,162763,204325
12.3,Queen Anne,208479,10456,210787,13822,207812,14383,478072,323690,195461,55568,300072,110817,150933,50955,174301,42311,177353,105142
13.1,Belltown,88819,13976,92692,14900,93530,11352,64736,31175,76550,39039,67963,29210,120455,98068,89261,18955,67037,244098
13.2,Downtown Commercial Core,95417,27652,105911,14924,106510,21642,103403,16665,51618,8235,74688,55970,43125,39881,57417,37803,130333,117172
