area_id,area_name,b11004001,b11004001_moe,b11004002,b11004002_moe,b11004003,b11004003_moe,b11004004,b11004004_moe,b11004005,b11004005_moe,b11004006,b11004006_moe,b11004007,b11004007_moe,b11004008,b11004008_moe,b11004009,b11004009_moe,b11004010,b11004010_moe,b11004011,b11004011_moe,b11004012,b11004012_moe,b11004013,b11004013_moe,b11004014,b11004014_moe,b11004015,b11004015_moe,b11004016,b11004016_moe,b11004017,b11004017_moe,b11004018,b11004018_moe,b11004019,b11004019_moe,b11004020,b11004020_moe
10.4,Ballard,1233,229,930,206,312,101,217,113,14,25,81,64,618,207,303,133,78,71,0,17,0,17,0,17,0,17,78,71,225,106,87,55,0,17,0,17,87,55,138,99
11.1,Fremont,2776,260,2336,251,759,125,423,120,137,73,199,86,1577,233,440,122,148,79,123,73,54,50,0,24,69,55,25,33,292,106,103,71,29,38,15,32,59,51,189,80
11.2,Wallingford,2475,231,1992,192,897,115,426,99,136,57,335,88,1095,161,483,156,203,108,64,40,9,28,0,27,55,37,139,100,280,103,186,88,74,56,39,66,73,46,94,54
11.3,Cascade/Eastlake,1426,294,1060,245,192,105,192,105,0,21,0,21,868,219,366,188,206,169,58,97,58,97,0,21,0,21,148,140,160,80,149,79,58,68,0,21,91,73,11,25
12.1,Magnolia,3302,225,3047,219,1419,174,458,133,299,116,662,141,1628,184,255,102,86,57,60,49,13,27,0,24,47,47,26,34,169,86,74,67,0,24,0,24,74,67,95,61
12.2,Interbay,2040,217,1713,207,638,158,261,126,95,55,282,100,1075,202,327,116,52,63,39,59,0,21,0,21,39,59,13,30,275,101,141,77,41,53,14,25,86,55,134,66
12.3,Queen Anne,6804,416,6098,412,2265,236,978,203,333,136,954,182,3833,371,706,184,184,84,68,54,14,43,0,40,54,49,116,72,522,168,312,134,172,112,0,40,140,79,210,106
13.1,Belltown,1111,234,1011,212,171,60,144,42,0,21,27,46,840,206,100,75,32,56,0,21,0,21,0,21,0,21,32,56,68,52,54,48,14,24,14,25,26,40,14,25
13.2,Downtown Commercial Core,440,138,431,136,60,66,60,66,0,12,0,12,371,108,9,16,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,9,16
13.3,Pioneer Square/International District,750,142,534,128,131,56,59,39,34,33,38,29,403,117,216,98,61,57,47,54,0,17,31,49,16,24,14,23,155,78,101,67,34,39,28,48,39,33,54,45
