area_id,area_name,b09020001,b09020001_moe,b09020002,b09020002_moe,b09020003,b09020003_moe,b09020004,b09020004_moe,b09020005,b09020005_moe,b09020006,b09020006_moe,b09020007,b09020007_moe,b09020008,b09020008_moe,b09020009,b09020009_moe,b09020010,b09020010_moe,b09020011,b09020011_moe,b09020012,b09020012_moe,b09020013,b09020013_moe,b09020014,b09020014_moe,b09020015,b09020015_moe,b09020016,b09020016_moe,b09020017,b09020017_moe,b09020018,b09020018_moe,b09020019,b09020019_moe,b09020020,b09020020_moe,b09020021,b09020021_moe
1.1,Arbor Heights,825,102,819,102,499,96,278,64,202,55,76,42,205,45,16,27,0,17,0,17,0,17,320,131,274,86,96,69,44,34,52,60,178,67,170,66,8,17,46,62,6,13
1.2,Fauntleroy/Seaview,1795,164,1690,150,802,181,395,101,254,81,141,72,322,92,85,88,0,24,0,24,0,24,888,176,860,172,259,108,183,83,76,55,601,138,485,126,116,98,28,32,105,56
1.3,West Seattle Junction/Genesee Hill,2448,273,2049,202,952,156,483,98,410,98,73,54,280,84,126,105,25,46,38,41,0,29,1097,190,1097,190,390,141,360,136,30,39,707,151,645,152,62,55,0,29,399,200
1.4,Alki/Admiral,1925,241,1795,235,937,258,470,129,333,122,137,69,448,147,0,24,10,24,9,23,0,24,858,159,845,159,200,85,163,78,37,38,645,154,626,152,19,35,13,27,130,88
2.1,North Delridge,339,59,332,60,134,71,54,43,39,40,15,23,30,31,10,20,40,51,0,12,0,12,198,74,184,70,48,41,34,38,14,22,136,67,136,67,0,12,14,22,7,5
2.2,High Point,462,136,462,136,164,101,91,54,40,38,51,43,37,37,17,31,19,34,0,17,0,17,298,116,286,115,41,38,32,38,9,18,245,120,234,122,11,22,12,22,0,17
2.3,Riverview,354,61,352,60,320,64,149,42,100,37,49,38,80,29,58,37,0,12,25,30,8,12,32,26,32,26,17,18,8,13,9,14,15,18,15,18,0,12,0,12,2,2
2.4,Roxhill/Westwood,1182,158,1182,158,654,160,338,93,258,85,80,48,231,80,30,43,28,37,27,33,0,21,528,123,515,123,182,80,170,79,12,25,333,103,319,101,14,26,13,26,0,21
2.5,Highland Park,832,162,812,161,386,152,190,75,172,67,18,31,127,79,42,39,0,21,27,48,0,21,426,136,412,131,123,94,92,85,31,39,289,113,289,113,0,21,14,25,20,18
3.1,South Park,300,80,226,62,143,59,86,55,72,53,14,26,0,17,57,38,0,17,0,17,0,17,83,43,83,43,46,35,46,35,0,17,37,40,37,40,0,17,0,17,74,46
3.2,Georgetown,86,49,86,49,43,24,10,7,10,7,0,12,33,21,0,12,0,12,0,12,0,12,43,44,43,44,11,14,7,9,4,9,32,41,32,41,0,12,0,12,0,12
3.3,Duwamish/SODO,306,127,225,48,111,57,55,33,28,25,27,30,40,29,14,22,2,11,0,12,0,12,114,47,114,47,66,37,59,36,7,11,48,36,48,36,0,12,0,12,81,107
3.4,South Beacon Hill/NewHolly,1646,207,1557,187,1060,187,431,108,267,88,164,63,229,78,207,84,98,78,76,53,19,28,497,114,485,111,194,80,181,77,13,26,291,95,291,95,0,24,12,26,89,94
3.5,Beacon Hill,1391,178,1385,180,1085,176,377,115,247,82,130,86,263,81,283,120,77,60,63,77,22,36,300,114,300,114,72,47,72,47,0,17,228,107,228,107,0,17,0,17,6,18
3.6,North Beacon Hill/Jefferson Park,1837,203,1772,194,1078,212,428,136,218,98,210,111,284,108,273,117,27,35,66,59,0,24,694,158,694,158,263,102,263,102,0,24,431,141,406,135,25,47,0,24,65,51
4.1,Rainier Beach,1748,228,1674,199,1257,219,695,147,483,117,212,102,321,90,70,77,38,47,73,56,60,73,417,130,401,125,150,72,131,67,19,37,251,103,236,100,15,32,16,33,74,77
4.2,Columbia City,2029,306,1739,203,1205,217,571,116,408,99,163,73,369,116,155,83,22,47,63,52,25,35,534,143,534,143,123,62,123,62,0,27,411,137,386,134,25,31,0,27,290,197
4.3,Seward Park,1362,207,1113,122,757,130,332,76,185,57,147,69,270,68,84,64,35,29,36,34,0,17,356,110,299,97,82,56,82,56,0,17,217,83,203,84,14,16,57,59,249,171
4.4,Mt. Baker/North Rainier,597,143,589,146,324,115,174,68,125,63,49,39,97,55,35,40,18,25,0,17,0,17,265,102,235,87,109,68,94,65,15,23,126,66,113,65,13,21,30,36,8,17
5.1,Madrona/Leschi,1317,185,1171,160,737,174,473,118,274,96,199,91,205,76,0,21,26,46,33,43,0,21,434,134,370,117,197,82,144,72,53,45,173,73,159,70,14,23,64,52,146,72
5.2,Judkins Park,727,153,618,92,204,60,109,37,85,37,24,24,95,37,0,12,0,12,0,12,0,12,414,90,405,88,151,80,143,79,8,12,254,82,254,82,0,12,9,13,109,114
5.3,Central Area/Squire Park,1585,198,1398,171,473,123,282,87,163,63,119,66,171,58,0,24,0,24,11,30,9,26,925,158,904,156,212,98,181,93,31,37,692,174,692,174,0,24,21,29,187,101
6.1,First Hill,1972,217,1770,180,556,149,261,72,174,64,87,45,284,83,11,26,0,24,0,24,0,24,1214,172,1199,165,343,97,332,96,11,27,856,163,841,160,15,32,15,32,202,118
6.2,Capitol Hill,1266,256,1211,254,324,146,147,78,140,76,7,29,142,68,18,52,17,49,0,29,0,29,887,233,829,218,251,111,226,112,25,31,578,189,538,185,40,51,58,52,55,31
6.3,North Capitol Hill,451,88,447,88,282,99,209,89,170,84,39,35,73,39,0,12,0,12,0,12,0,12,165,80,165,80,102,72,102,72,0,12,63,53,63,53,0,12,0,12,4,4
6.4,Miller Park,583,107,574,106,346,58,200,42,136,36,64,34,132,37,0,17,14,25,0,17,0,17,228,97,158,58,48,29,40,28,8,17,110,53,104,51,6,15,70,84,9,18
6.5,Madison Park,1099,166,1090,167,583,175,321,92,306,91,15,25,262,89,0,17,0,17,0,17,0,17,507,114,507,114,111,63,89,58,22,24,396,121,396,121,0,17,0,17,9,11
7.1,Montlake/Portage Bay,1115,102,1110,101,764,115,386,65,250,74,136,55,332,69,29,31,0,21,17,29,0,21,346,101,324,96,115,77,104,75,11,24,209,71,199,71,10,22,22,29,5,9
7.2,University District,653,258,521,121,180,90,101,58,59,50,42,44,79,50,0,29,0,29,0,29,0,29,341,116,328,115,182,86,167,83,15,34,146,109,146,109,0,29,13,32,132,231
7.3,Ravenna/Bryant,2325,165,2316,164,1290,200,707,118,503,108,204,82,528,113,14,35,0,32,41,47,0,32,1026,186,956,168,305,107,292,105,13,34,651,147,549,130,102,69,70,64,9,29
7.4,Wedgwood/View Ridge,2084,130,2011,120,1400,156,792,103,607,95,185,78,515,84,54,53,22,38,6,27,11,29,611,125,588,118,126,59,88,46,38,39,462,106,412,101,50,41,23,33,73,51
7.5,Laurelhurst/Sand Point,1268,113,1265,114,872,138,474,82,422,85,52,40,290,67,61,65,0,21,12,22,35,43,393,102,370,96,61,44,61,44,0,21,309,87,298,86,11,22,23,26,3,15
8.1,Northgate/Maple Leaf,1810,240,1764,236,809,204,451,126,295,107,156,74,247,99,111,71,0,24,0,24,0,24,955,177,955,177,258,100,258,100,0,24,697,171,690,171,7,24,0,24,46,41
8.2,Olympic Hills/Victory Heights,1870,162,1811,152,1076,179,522,100,299,93,223,88,388,95,77,70,0,24,77,61,12,26,735,173,735,173,292,125,275,123,17,33,443,135,431,134,12,29,0,24,59,58
8.3,Cedar Park/Meadowbrook,1318,148,1241,147,693,134,355,79,234,70,121,54,259,70,57,47,22,41,0,27,0,27,548,124,516,117,141,77,131,77,10,28,375,97,351,96,24,35,32,35,77,50
9.1,Broadview/Bitter Lake,2976,255,2626,255,1045,224,502,123,370,106,132,66,411,105,74,60,24,38,34,41,0,27,1581,233,1530,223,287,102,287,102,0,27,1243,225,1210,219,33,43,51,46,350,146
9.2,Licton Springs,729,153,675,145,386,140,177,80,121,71,56,47,145,75,45,62,19,26,0,17,0,17,289,107,269,91,92,64,72,56,20,34,177,72,177,72,0,17,20,34,54,55
9.3,Greenwood/Phinney Ridge,2026,191,1834,174,1109,183,596,111,333,91,263,91,426,101,69,54,0,29,0,29,18,31,725,164,685,158,244,97,214,93,30,36,441,134,428,133,13,35,40,45,192,76
9.4,Green Lake,1442,243,1396,237,734,238,363,125,220,79,143,100,271,112,57,47,0,24,43,60,0,24,662,144,636,145,289,126,264,120,25,34,347,86,347,86,0,24,26,34,46,54
9.5,Haller Lake,1338,171,1260,147,634,153,310,88,220,72,90,47,163,68,49,38,54,49,23,28,35,40,626,141,558,126,128,70,106,56,22,36,430,117,410,116,20,27,68,60,78,67
10.1,North Beach/Blue Ridge,1553,117,1530,112,1057,133,540,83,412,83,128,59,470,75,16,30,23,29,0,21,8,21,473,96,440,93,158,70,122,58,36,47,282,71,248,69,34,31,33,31,23,38
10.2,Whittier Heights,765,81,758,81,420,110,203,66,85,44,118,60,150,55,33,37,17,32,0,24,17,34,338,93,312,91,116,62,116,62,0,24,196,79,196,79,0,24,26,29,7,8
10.3,Sunset Hill/Loyal Heights,1510,174,1469,171,693,163,313,86,213,74,100,57,311,97,69,63,0,24,0,24,0,24,776,169,718,157,272,111,245,105,27,31,446,129,432,129,14,27,58,48,41,39
10.4,Ballard,699,177,629,155,230,158,150,105,75,74,75,87,62,71,0,17,18,29,0,17,0,17,399,113,399,113,114,65,97,59,17,28,285,103,285,103,0,17,0,17,70,73
11.1,Fremont,849,172,724,149,465,136,242,85,202,76,40,42,136,46,50,43,18,36,0,24,19,36,259,97,252,96,150,80,133,76,17,34,102,59,102,59,0,24,7,25,125,84
11.2,Wallingford,1130,157,1049,112,552,121,314,73,229,67,85,47,194,65,27,34,0,27,4,26,13,31,497,116,468,110,132,60,90,55,42,40,336,98,325,100,11,30,29,40,81,115
11.3,Cascade/Eastlake,1074,184,974,178,450,156,285,111,217,108,68,40,165,65,0,21,0,21,0,21,0,21,524,147,492,135,196,85,164,81,32,39,296,111,296,111,0,21,32,39,100,58
12.1,Magnolia,1877,173,1859,176,1019,194,562,112,511,111,51,56,419,108,12,25,26,43,0,24,0,24,840,179,696,145,205,82,194,81,11,24,491,130,458,129,33,34,144,105,18,21
12.2,Interbay,1010,120,990,115,553,141,303,85,215,67,88,57,194,67,12,22,44,64,0,21,0,21,437,113,437,113,96,62,96,62,0,21,341,112,341,112,0,21,0,21,20,15
12.3,Queen Anne,3789,313,3613,301,1851,316,952,181,691,168,261,98,802,165,67,69,21,42,9,39,0,40,1762,259,1649,223,413,120,343,110,70,59,1236,203,1175,196,61,82,113,97,176,98
13.1,Belltown,926,190,895,187,375,197,186,100,51,38,135,102,189,100,0,21,0,21,0,21,0,21,520,129,520,129,283,117,283,117,0,21,237,114,237,114,0,21,0,21,31,39
13.2,Downtown Commercial Core,461,172,394,115,199,112,106,60,78,54,28,30,93,54,0,12,0,12,0,12,0,12,195,94,195,94,96,66,96,66,0,12,99,64,99,64,0,12,0,12,67,93
