area_id,area_name,b21002001,b21002001_moe,b21002002,b21002002_moe,b21002003,b21002003_moe,b21002004,b21002004_moe,b21002005,b21002005_moe,b21002006,b21002006_moe,b21002007,b21002007_moe,b21002008,b21002008_moe,b21002009,b21002009_moe,b21002010,b21002010_moe,b21002011,b21002011_moe,b21002012,b21002012_moe,b21002013,b21002013_moe,b21002014,b21002014_moe,b21002015,b21002015_moe,b21002016,b21002016_moe
6.1,First Hill,786,197,55,42,17,33,0,24,24,35,0,24,178,102,0,24,0,24,31,34,22,31,139,64,227,108,79,59,14,31,0,24
6.2,Capitol Hill,862,233,105,103,12,32,0,29,144,72,16,37,233,118,0,29,0,29,85,58,0,29,11,32,187,136,56,51,13,33,0,29
6.3,North Capitol Hill,271,133,44,72,0,12,0,12,0,12,0,12,190,102,0,12,0,12,24,26,0,12,0,12,13,22,0,12,0,12,0,12
6.4,Miller Park,340,86,8,18,20,25,0,17,23,22,0,17,161,58,0,17,0,17,10,19,10,20,53,42,18,23,37,28,0,17,0,17
6.5,Madison Park,375,106,0,17,0,17,0,17,10,17,0,17,142,68,12,20,0,17,55,43,0,17,52,47,20,23,67,57,0,17,17,27
7.1,Montlake/Portage Bay,552,146,7,20,43,45,12,22,67,51,13,25,232,94,0,21,0,21,58,47,0,21,0,21,59,48,61,44,0,21,0,21
7.2,University District,419,160,56,73,0,29,0,29,22,40,0,29,113,85,0,29,0,29,39,40,0,29,36,55,124,91,29,36,0,29,0,29
7.3,Ravenna/Bryant,986,173,88,66,14,35,0,32,50,45,0,32,317,110,8,32,0,32,100,73,0,32,165,74,99,65,136,62,9,32,0,32
7.4,Wedgwood/View Ridge,699,141,23,35,55,63,0,27,10,28,9,28,316,105,0,27,0,27,86,55,0,27,96,56,77,47,27,34,0,27,0,27
7.5,Laurelhurst/Sand Point,591,173,46,47,0,21,0,21,122,89,0,21,191,80,0,21,0,21,36,33,26,31,39,31,69,68,62,48,0,21,0,21
8.1,Northgate/Maple Leaf,739,151,96,75,6,23,0,24,109,63,0,24,134,74,0,24,0,24,38,35,34,41,187,83,91,53,18,26,26,45,0,24
8.2,Olympic Hills/Victory Heights,769,184,15,32,20,37,0,24,62,52,0,24,293,105,21,37,0,24,20,33,38,46,135,87,64,47,101,94,0,24,0,24
8.3,Cedar Park/Meadowbrook,545,128,12,27,0,27,0,27,25,26,9,28,219,77,10,28,2,25,44,35,0,27,80,68,97,59,45,38,2,25,0,27
9.1,Broadview/Bitter Lake,1153,255,36,49,33,46,0,27,49,51,16,33,280,181,26,36,20,34,134,69,27,35,259,102,175,129,67,54,31,33,0,27
9.2,Licton Springs,605,161,69,74,0,17,0,17,94,77,0,17,188,83,0,17,0,17,75,55,9,18,18,43,96,65,47,56,9,22,0,17
9.3,Greenwood/Phinney Ridge,1200,216,101,72,26,39,0,29,142,71,6,28,376,121,5,28,0,29,129,60,11,32,120,77,185,92,62,40,37,41,0,29
9.4,Green Lake,642,168,112,83,14,30,9,28,97,71,0,24,219,91,11,27,0,24,24,34,0,24,50,40,66,58,40,32,0,24,0,24
9.5,Haller Lake,748,175,79,66,0,21,0,21,58,55,5,19,269,91,0,21,0,21,48,30,3,13,70,50,168,77,42,31,6,16,0,21
10.1,North Beach/Blue Ridge,734,129,25,36,12,25,0,21,45,37,16,31,274,81,0,21,0,21,157,75,0,21,72,51,81,51,52,37,0,21,0,21
10.2,Whittier Heights,553,142,52,68,11,25,21,37,45,43,0,24,246,96,0,24,0,24,41,38,0,24,16,31,64,51,57,43,0,24,0,24
10.3,Sunset Hill/Loyal Heights,725,144,24,28,14,29,0,24,93,61,0,24,211,76,0,24,0,24,85,51,38,41,68,49,80,59,80,50,0,24,32,39
10.4,Ballard,424,215,133,153,16,26,0,17,34,41,0,17,120,92,0,17,0,17,0,17,19,30,25,33,41,51,19,31,17,28,0,17
11.1,Fremont,708,176,118,105,31,41,0,24,142,76,0,24,143,75,0,24,0,24,94,49,0,24,42,45,74,54,40,42,24,33,0,24
11.2,Wallingford,633,167,72,44,0,27,0,27,77,74,0,27,246,83,0,27,53,111,21,34,0,27,44,44,61,42,59,40,0,27,0,27
11.3,Cascade/Eastlake,785,194,60,59,19,33,0,21,169,109,0,21,213,102,0,21,0,21,51,41,0,21,25,36,175,103,59,49,14,28,0,21
12.1,Magnolia,1077,186,56,70,26,34,0,24,20,29,20,36,424,137,12,26,0,24,122,67,0,24,141,74,71,49,175,92,10,24,0,24
12.2,Interbay,614,177,66,54,27,32,0,21,81,78,0,21,152,71,0,21,0,21,50,44,0,21,63,45,175,129,0,21,0,21,0,21
12.3,Queen Anne,1778,299,197,141,27,47,0,40,219,113,5,39,509,160,0,40,0,40,95,63,0,40,296,125,277,124,153,67,0,40,0,40
13.1,Belltown,712,220,0,21,0,21,0,21,75,74,11,22,433,188,0,21,0,21,52,53,0,21,36,59,79,67,26,34,0,21,0,21
13.2,Downtown Commercial Core,244,119,11,27,0,12,0,12,13,20,0,12,75,56,0,12,1,3,0,12,0,12,4,9,79,58,46,48,15,27,0,12
13.3,Pioneer Square/International District,298,97,32,46,0,17,0,17,48,47,0,17,122,60,0,17,0,17,0,17,0,17,26,25,51,36,19,27,0,17,0,17
