area_id,area_name,b10050001,b10050001_moe,b10050002,b10050002_moe,b10050003,b10050003_moe,b10050004,b10050004_moe,b10050005,b10050005_moe,b10050006,b10050006_moe,b10050007,b10050007_moe,b10050008,b10050008_moe,b10050009,b10050009_moe,b10050010,b10050010_moe
1.1,Arbor Heights,4225,187,61,51,17,30,0,17,0,17,0,17,17,30,0,17,44,45,4164,184
1.2,Fauntleroy/Seaview,10034,425,181,121,79,72,0,24,0,24,21,35,58,64,0,24,102,76,9853,434
1.3,West Seattle Junction/Genesee Hill,12614,494,77,63,2,33,0,29,0,29,0,29,0,29,2,33,75,58,12537,487
1.4,Alki/Admiral,8136,390,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,8136,390
2.1,North Delridge,3286,208,96,91,0,12,0,12,0,12,0,12,0,12,0,12,96,91,3190,205
2.2,High Point,3475,320,70,60,0,17,0,17,0,17,0,17,0,17,0,17,70,60,3405,325
2.3,Riverview,2895,196,139,83,12,18,0,12,0,12,0,12,0,12,12,18,127,83,2756,201
2.4,Roxhill/Westwood,7946,408,225,117,77,63,36,42,17,29,0,21,0,21,24,29,148,104,7721,381
2.5,Highland Park,3631,287,124,100,34,52,30,32,0,21,4,43,0,21,0,21,90,90,3507,291
3.1,South Park,2351,384,134,104,66,63,0,17,9,20,0,17,0,17,57,60,68,72,2217,372
3.2,Georgetown,829,124,45,38,0,12,0,12,0,12,0,12,0,12,0,12,45,38,784,125
3.3,Duwamish/SODO,1614,347,14,22,0,12,0,12,0,12,0,12,0,12,0,12,14,22,1600,348
3.4,South Beacon Hill/NewHolly,8443,555,756,241,203,131,74,115,13,30,49,55,31,41,36,35,553,200,7687,540
3.5,Beacon Hill,6175,550,388,142,35,35,0,17,0,17,18,25,17,30,0,17,353,134,5787,511
3.6,North Beacon Hill/Jefferson Park,8883,423,376,165,89,80,0,24,11,25,0,24,0,24,78,80,287,153,8507,410
4.1,Rainier Beach,8911,568,594,187,225,159,11,28,0,27,52,69,0,27,162,154,369,151,8317,575
4.2,Columbia City,10970,592,232,104,77,61,0,27,0,27,11,25,18,37,48,50,155,87,10738,592
4.3,Seward Park,6043,386,116,61,14,23,0,17,14,23,0,17,0,17,0,17,102,60,5927,389
4.4,Mt. Baker/North Rainier,3769,275,138,74,77,66,0,17,0,17,31,52,0,17,46,53,61,55,3631,268
5.1,Madrona/Leschi,6928,375,43,53,0,21,0,21,0,21,0,21,0,21,0,21,43,53,6885,380
5.2,Judkins Park,1861,192,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1861,192
5.3,Central Area/Squire Park,10329,502,97,86,22,39,0,24,0,24,16,40,0,24,6,23,75,79,10232,480
6.1,First Hill,8062,542,34,45,23,43,0,24,0,24,23,43,0,24,0,24,11,26,8028,542
6.2,Capitol Hill,11643,600,35,92,0,29,0,29,0,29,0,29,0,29,0,29,35,92,11608,584
6.3,North Capitol Hill,2944,261,17,26,17,26,0,12,0,12,0,12,0,12,17,26,0,12,2927,263
6.4,Miller Park,4405,308,57,67,57,67,0,17,0,17,0,17,0,17,57,67,0,17,4348,318
6.5,Madison Park,3643,247,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,3643,247
7.1,Montlake/Portage Bay,5809,312,50,58,18,34,0,21,0,21,0,21,18,34,0,21,32,51,5759,310
7.2,University District,3117,385,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,3117,385
7.3,Ravenna/Bryant,13122,402,49,46,16,37,0,32,0,32,0,32,0,32,16,37,33,38,13073,402
7.4,Wedgwood/View Ridge,9823,292,127,91,30,37,0,27,0,27,11,29,19,35,0,27,97,77,9696,282
7.5,Laurelhurst/Sand Point,6426,325,71,69,10,22,0,21,0,21,10,22,0,21,0,21,61,65,6355,318
8.1,Northgate/Maple Leaf,8466,373,113,77,50,53,0,24,27,47,0,24,4,22,19,32,63,57,8353,363
