area_id,area_name,b05009001,b05009001_moe,b05009002,b05009002_moe,b05009003,b05009003_moe,b05009004,b05009004_moe,b05009005,b05009005_moe,b05009006,b05009006_moe,b05009007,b05009007_moe,b05009008,b05009008_moe,b05009009,b05009009_moe,b05009010,b05009010_moe,b05009011,b05009011_moe,b05009012,b05009012_moe,b05009013,b05009013_moe,b05009014,b05009014_moe,b05009015,b05009015_moe,b05009016,b05009016_moe,b05009017,b05009017_moe,b05009018,b05009018_moe,b05009019,b05009019_moe,b05009020,b05009020_moe,b05009021,b05009021_moe,b05009022,b05009022_moe,b05009023,b05009023_moe,b05009024,b05009024_moe,b05009025,b05009025_moe,b05009026,b05009026_moe,b05009027,b05009027_moe,b05009028,b05009028_moe,b05009029,b05009029_moe,b05009030,b05009030_moe,b05009031,b05009031_moe,b05009032,b05009032_moe,b05009033,b05009033_moe,b05009034,b05009034_moe,b05009035,b05009035_moe,b05009036,b05009036_moe,b05009037,b05009037_moe
1.1,Arbor Heights,1307,165,595,149,501,136,501,136,0,17,397,131,20,34,20,34,0,17,84,72,84,72,0,17,94,69,94,69,0,17,94,69,0,17,0,17,0,17,712,144,554,142,504,141,50,49,397,137,61,57,53,57,8,18,96,71,96,71,0,17,158,84,158,84,0,17,148,82,10,20,10,20,0,17
1.2,Fauntleroy/Seaview,2419,249,998,261,772,235,772,235,0,24,679,238,3,19,3,19,0,24,90,76,90,76,0,24,226,130,226,130,0,24,183,124,43,53,43,53,0,24,1421,291,1151,279,1139,279,12,27,1062,276,3,19,3,19,0,24,86,55,86,55,0,24,270,121,270,121,0,24,180,102,90,77,90,77,0,24
1.3,West Seattle Junction/Genesee Hill,3336,277,1255,242,978,220,964,220,14,33,807,212,85,86,85,86,0,29,86,62,86,62,0,29,277,138,277,138,0,29,188,127,89,74,89,74,0,29,2081,257,1593,246,1554,249,39,64,1246,228,105,84,66,62,39,64,242,156,242,156,0,29,488,179,477,176,11,29,409,159,79,75,79,75,0,29
1.4,Alki/Admiral,1688,268,660,252,568,246,568,246,0,24,430,198,0,24,0,24,0,24,138,125,138,125,0,24,92,71,92,71,0,24,92,71,0,24,0,24,0,24,1028,193,910,175,910,175,0,24,845,181,38,43,38,43,0,24,27,43,27,43,0,24,118,83,118,83,0,24,118,83,0,24,0,24,0,24
2.1,North Delridge,675,220,411,184,369,180,369,180,0,12,201,96,135,162,135,162,0,12,33,42,33,42,0,12,42,39,42,39,0,12,15,24,27,31,27,31,0,12,264,105,190,89,190,89,0,12,127,111,28,41,28,41,0,12,35,45,35,45,0,12,74,57,74,57,0,12,45,44,29,36,29,36,0,12
2.2,High Point,1622,248,634,199,438,164,390,174,48,71,163,92,258,164,258,164,0,17,17,36,17,36,0,17,196,135,196,135,0,17,58,43,138,130,138,130,0,17,988,210,353,143,353,143,0,17,75,55,270,133,270,133,0,17,8,19,8,19,0,17,635,234,594,225,41,66,360,181,275,152,234,138,41,66
2.3,Riverview,1018,211,310,100,175,64,158,69,17,18,107,75,58,40,41,33,17,18,10,15,10,15,0,12,135,80,135,80,0,12,74,65,61,53,61,53,0,12,708,171,372,166,372,166,0,12,300,162,62,65,62,65,0,12,10,18,10,18,0,12,336,136,263,94,73,97,190,97,146,117,89,72,57,93
2.4,Roxhill/Westwood,2513,392,975,230,754,201,676,181,78,119,398,149,227,148,149,113,78,119,129,99,129,99,0,21,221,108,221,108,0,21,221,108,0,21,0,21,0,21,1538,288,953,269,787,260,166,109,328,132,408,150,258,132,150,106,217,225,201,225,16,31,585,183,516,185,69,77,380,160,205,114,136,100,69,77
2.5,Highland Park,1023,227,437,143,306,127,306,127,0,21,126,83,108,100,108,100,0,21,72,69,72,69,0,21,131,88,131,88,0,21,84,81,47,65,47,65,0,21,586,176,238,116,219,113,19,31,34,46,155,105,136,101,19,31,49,63,49,63,0,21,348,156,256,144,92,84,205,139,143,98,51,49,92,84
3.1,South Park,1206,336,481,220,307,178,264,135,43,54,38,30,230,176,187,133,43,54,39,36,39,36,0,17,174,162,174,162,0,17,76,69,98,157,98,157,0,17,725,219,416,185,272,148,144,113,90,66,326,167,182,137,144,113,0,17,0,17,0,17,309,216,309,216,0,17,237,208,72,101,72,101,0,17
3.2,Georgetown,133,44,56,56,35,48,35,48,0,12,3,7,32,47,32,47,0,12,0,12,0,12,0,12,21,25,21,25,0,12,0,12,21,25,21,25,0,12,77,42,77,42,29,30,48,33,14,21,63,38,15,19,48,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,187,37,10,15,6,11,6,11,0,12,6,11,0,12,0,12,0,12,0,12,0,12,0,12,4,10,4,10,0,12,0,12,4,10,4,10,0,12,177,39,133,56,133,56,0,12,0,12,133,56,133,56,0,12,0,12,0,12,0,12,44,60,44,60,0,12,39,59,5,9,5,9,0,12
3.4,South Beacon Hill/NewHolly,4401,885,1437,454,1094,420,1047,418,47,43,125,91,892,413,845,410,47,43,77,65,77,65,0,24,343,157,248,109,95,122,143,89,200,130,105,67,95,122,2964,544,2015,516,1367,326,648,427,254,153,1701,494,1053,285,648,427,60,46,60,46,0,24,949,278,831,252,118,95,332,150,617,300,499,275,118,95
3.5,Beacon Hill,1549,263,750,239,655,235,655,235,0,17,167,165,397,153,397,153,0,17,91,61,91,61,0,17,95,81,95,81,0,17,20,26,75,77,75,77,0,17,799,179,504,130,432,124,72,66,53,50,408,131,336,121,72,66,43,47,43,47,0,17,295,148,272,150,23,27,106,84,189,132,180,132,9,19
3.6,North Beacon Hill/Jefferson Park,2681,319,1286,286,762,289,762,289,0,24,443,211,198,130,198,130,0,24,121,138,121,138,0,24,524,217,524,217,0,24,135,109,389,168,389,168,0,24,1395,261,781,289,650,265,131,85,148,103,474,215,366,198,108,74,159,153,159,153,0,24,614,239,548,227,66,62,82,71,532,236,466,223,66,62
4.1,Rainier Beach,3389,518,1005,304,596,283,549,277,47,59,174,118,155,133,108,122,47,59,267,223,267,223,0,27,409,199,409,199,0,27,243,157,166,106,166,106,0,27,2384,502,870,310,762,304,108,103,235,173,480,256,372,248,108,103,155,129,155,129,0,27,1514,466,1470,458,44,52,1072,412,442,287,398,268,44,52
4.2,Columbia City,3018,472,1377,321,1117,306,1075,304,42,44,539,180,504,260,490,260,14,33,74,62,74,62,0,27,260,142,260,142,0,27,161,101,99,105,99,105,0,27,1641,324,920,235,737,213,183,111,378,162,454,160,271,113,183,111,88,80,88,80,0,27,721,254,696,252,25,34,568,216,153,128,141,126,12,31
4.3,Seward Park,1719,255,689,152,583,136,556,138,27,33,434,123,97,56,97,56,0,17,52,51,52,51,0,17,106,64,106,64,0,17,68,46,38,48,38,48,0,17,1030,201,751,165,698,160,53,50,500,137,193,99,140,83,53,50,58,51,58,51,0,17,279,153,231,149,48,37,185,88,94,131,80,130,14,25
4.4,Mt. Baker/North Rainier,1145,152,305,126,216,114,196,111,20,28,142,82,20,28,0,17,20,28,54,61,54,61,0,17,89,85,89,85,0,17,89,85,0,17,0,17,0,17,840,184,490,197,438,193,52,56,323,188,36,51,0,17,36,51,131,82,115,79,16,24,350,153,318,157,32,37,175,107,175,135,143,128,32,37
5.1,Madrona/Leschi,1778,234,908,210,697,197,697,197,0,21,544,181,92,133,92,133,0,21,61,59,61,59,0,21,211,152,211,152,0,21,211,152,0,21,0,21,0,21,870,164,651,152,590,152,61,59,508,143,31,30,0,21,31,30,112,94,112,94,0,21,219,105,209,106,10,20,201,108,18,30,18,30,0,21
5.2,Judkins Park,278,102,117,79,108,79,108,79,0,12,24,23,22,32,22,32,0,12,62,72,62,72,0,12,9,16,9,16,0,12,0,12,9,16,9,16,0,12,161,94,126,92,104,88,22,28,66,91,60,53,38,32,22,28,0,12,0,12,0,12,35,44,35,44,0,12,25,42,10,16,10,16,0,12
5.3,Central Area/Squire Park,2260,380,1003,236,713,219,713,219,0,24,405,135,125,110,125,110,0,24,183,172,183,172,0,24,290,141,290,141,0,24,266,138,24,34,24,34,0,24,1257,307,605,186,594,184,11,27,341,146,107,83,96,78,11,27,157,113,157,113,0,24,652,291,509,208,143,198,475,199,177,206,34,63,143,198
6.1,First Hill,474,150,288,133,76,64,76,64,0,24,14,28,43,59,43,59,0,24,19,41,19,41,0,24,212,124,212,124,0,24,155,107,57,67,57,67,0,24,186,136,35,57,35,57,0,24,13,51,22,39,22,39,0,24,0,24,0,24,0,24,151,127,97,93,54,60,73,85,78,82,24,36,54,60
6.2,Capitol Hill,811,257,645,275,393,213,363,208,30,40,51,53,315,205,285,202,30,40,27,57,27,57,0,29,252,184,252,184,0,29,134,96,118,186,118,186,0,29,166,112,59,57,43,53,16,37,27,39,32,51,16,46,16,37,0,29,0,29,0,29,107,99,92,93,15,37,92,93,15,37,0,29,15,37
6.3,North Capitol Hill,319,98,143,86,143,86,143,86,0,12,123,87,0,12,0,12,0,12,20,30,20,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,176,68,176,68,160,66,16,25,147,75,0,12,0,12,0,12,29,37,29,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,1141,181,480,147,403,133,395,132,8,17,323,124,0,17,0,17,0,17,80,69,72,68,8,17,77,98,77,98,0,17,77,98,0,17,0,17,0,17,661,111,614,108,609,108,5,15,537,101,12,22,12,22,0,17,65,50,60,49,5,15,47,35,47,35,0,17,29,28,18,21,18,21,0,17
6.5,Madison Park,883,202,180,110,165,110,165,110,0,17,165,110,0,17,0,17,0,17,0,17,0,17,0,17,15,24,15,24,0,17,15,24,0,17,0,17,0,17,703,165,631,161,621,162,10,16,501,128,0,17,0,17,0,17,130,105,130,105,0,17,72,58,72,58,0,17,58,54,14,22,14,22,0,17
7.1,Montlake/Portage Bay,1106,119,470,104,416,101,416,101,0,21,328,88,21,34,21,34,0,21,67,54,67,54,0,21,54,45,54,45,0,21,40,39,14,25,14,25,0,21,636,128,474,109,453,106,21,24,359,107,0,21,0,21,0,21,115,74,101,70,14,25,162,99,130,89,32,42,162,99,0,21,0,21,0,21
7.2,University District,536,102,226,132,194,129,194,129,0,29,194,129,0,29,0,29,0,29,0,29,0,29,0,29,32,41,32,41,0,29,32,41,0,29,0,29,0,29,310,96,279,93,279,93,0,29,279,93,0,29,0,29,0,29,0,29,0,29,0,29,31,33,31,33,0,29,20,29,11,31,11,31,0,29
7.3,Ravenna/Bryant,3916,264,1779,242,1592,233,1528,235,64,69,1367,229,125,76,85,58,40,57,100,58,100,58,0,32,187,99,187,99,0,32,177,98,10,33,10,33,0,32,2137,220,1843,210,1765,202,78,64,1476,194,123,73,76,52,47,50,244,120,223,114,21,45,294,126,216,117,78,56,217,116,77,57,25,40,52,52
7.4,Wedgwood/View Ridge,3014,209,960,182,911,181,885,175,26,36,651,161,78,66,78,66,0,27,182,100,182,100,0,27,49,35,49,35,0,27,49,35,0,27,0,27,0,27,2054,203,1625,206,1591,206,34,36,1222,195,175,77,149,73,26,35,228,109,220,108,8,28,429,168,389,164,40,50,373,162,56,55,46,54,10,28
7.5,Laurelhurst/Sand Point,2485,264,747,178,639,169,639,169,0,21,520,140,45,47,45,47,0,21,74,71,74,71,0,21,108,66,98,65,10,24,83,60,25,29,15,24,10,24,1738,264,1517,233,1436,219,81,79,1229,222,108,91,66,62,42,69,180,137,156,134,24,37,221,128,200,123,21,36,186,116,35,57,35,57,0,21
8.1,Northgate/Maple Leaf,1828,275,889,204,732,186,652,184,80,111,480,138,186,115,106,98,80,111,66,50,66,50,0,24,157,103,157,103,0,24,157,103,0,24,0,24,0,24,939,196,689,157,591,133,98,77,481,127,110,82,30,37,80,75,98,63,80,57,18,30,250,135,250,135,0,24,225,130,25,39,25,39,0,24
8.2,Olympic Hills/Victory Heights,2231,272,912,209,693,200,693,200,0,24,522,175,88,82,88,82,0,24,83,92,83,92,0,24,219,132,219,132,0,24,129,142,90,84,90,84,0,24,1319,237,862,189,822,183,40,52,624,171,167,118,127,107,40,52,71,46,71,46,0,24,457,178,348,149,109,102,281,147,176,113,89,61,87,97
8.3,Cedar Park/Meadowbrook,1927,282,756,175,494,125,472,123,22,35,301,101,95,62,73,55,22,35,98,64,98,64,0,27,262,136,262,136,0,27,226,132,36,37,36,37,0,27,1171,238,779,225,684,209,95,76,548,158,151,117,80,90,71,71,80,61,60,53,20,38,392,160,233,134,159,104,195,124,197,112,38,56,159,104
9.1,Broadview/Bitter Lake,1944,275,528,180,428,168,428,168,0,27,330,156,33,42,33,42,0,27,65,65,65,65,0,27,100,90,100,90,0,27,35,39,65,85,65,85,0,27,1416,298,937,185,888,172,49,63,656,171,132,86,100,66,32,56,149,95,149,95,0,27,479,261,479,261,0,27,354,200,125,175,125,175,0,27
9.2,Licton Springs,1007,256,668,214,574,209,574,209,0,17,375,136,85,116,85,116,0,17,114,130,114,130,0,17,94,70,94,70,0,17,81,67,13,23,13,23,0,17,339,168,230,150,195,137,35,55,100,86,35,55,0,17,35,55,95,109,95,109,0,17,109,76,109,76,0,17,80,70,29,31,29,31,0,17
9.3,Greenwood/Phinney Ridge,3990,440,1776,300,1610,303,1512,297,98,76,1216,280,216,142,163,110,53,57,178,86,178,86,0,29,166,91,166,91,0,29,156,90,10,31,10,31,0,29,2214,286,1778,273,1713,272,65,46,1371,265,193,92,148,90,45,43,214,102,214,102,0,29,436,137,428,135,8,30,397,130,39,49,39,49,0,29
9.4,Green Lake,1752,193,823,151,754,148,742,149,12,28,580,152,37,43,37,43,0,24,137,70,125,69,12,28,69,52,69,52,0,24,69,52,0,24,0,24,0,24,929,185,696,143,685,142,11,27,479,145,12,28,12,28,0,24,205,97,194,95,11,27,233,115,233,115,0,24,233,115,0,24,0,24,0,24
9.5,Haller Lake,1593,307,745,226,573,174,573,174,0,21,277,119,195,115,195,115,0,21,101,84,101,84,0,21,172,134,172,134,0,21,46,43,126,126,126,126,0,21,848,191,678,180,595,165,83,78,260,127,312,156,246,131,66,76,106,95,106,95,0,21,170,74,170,74,0,21,166,74,4,16,4,16,0,21
10.1,North Beach/Blue Ridge,2110,273,631,153,568,139,551,136,17,32,417,133,24,33,24,33,0,21,127,80,127,80,0,21,63,63,63,63,0,21,34,43,29,48,29,48,0,21,1479,258,1087,252,997,201,90,132,906,207,108,136,18,25,90,132,73,84,73,84,0,21,392,169,381,171,11,23,350,166,42,63,42,63,0,21
10.2,Whittier Heights,2081,286,1104,197,915,185,899,180,16,30,777,172,9,22,9,22,0,24,129,75,113,71,16,30,189,107,176,105,13,27,148,96,41,48,41,48,0,24,977,262,671,178,635,169,36,55,578,168,36,55,0,24,36,55,57,52,57,52,0,24,306,184,292,184,14,29,306,184,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,2343,222,1054,189,951,173,937,173,14,29,732,173,43,55,43,55,0,24,176,87,176,87,0,24,103,74,103,74,0,24,103,74,0,24,0,24,0,24,1289,213,1001,203,987,202,14,27,813,192,14,27,0,24,14,27,174,94,174,94,0,24,288,159,272,157,16,29,249,144,39,64,39,64,0,24
