area_id,area_name,b19101a001,b19101a001_moe,b19101a002,b19101a002_moe,b19101a003,b19101a003_moe,b19101a004,b19101a004_moe,b19101a005,b19101a005_moe,b19101a006,b19101a006_moe,b19101a007,b19101a007_moe,b19101a008,b19101a008_moe,b19101a009,b19101a009_moe,b19101a010,b19101a010_moe,b19101a011,b19101a011_moe,b19101a012,b19101a012_moe,b19101a013,b19101a013_moe,b19101a014,b19101a014_moe,b19101a015,b19101a015_moe,b19101a016,b19101a016_moe,b19101a017,b19101a017_moe
6.5,Madison Park,1140,190,18,27,0,17,0,17,0,17,0,17,42,50,0,17,13,20,0,17,49,42,80,50,92,55,127,76,75,53,171,105,473,120
7.1,Montlake/Portage Bay,1960,202,8,21,38,47,17,29,22,25,67,74,32,34,12,25,39,46,28,31,100,80,123,59,181,86,263,106,128,59,232,78,670,132
7.2,University District,852,160,56,75,34,40,17,35,0,29,71,92,13,32,0,29,17,38,33,39,49,49,93,68,74,60,23,37,56,47,90,66,226,82
7.3,Ravenna/Bryant,4074,242,42,40,16,37,23,32,72,50,79,56,26,39,59,48,44,40,82,53,117,75,241,86,601,144,600,145,352,126,645,149,1075,167
7.4,Wedgwood/View Ridge,3280,179,33,34,10,28,19,33,8,27,51,51,54,39,92,64,97,54,41,35,170,81,286,90,476,133,470,120,482,119,477,124,514,113
7.5,Laurelhurst/Sand Point,2220,204,102,69,23,28,18,25,21,25,79,84,6,20,16,26,25,30,24,26,64,60,202,97,137,64,199,79,135,65,335,103,834,137
8.1,Northgate/Maple Leaf,2060,241,11,28,82,70,46,38,64,52,12,27,60,44,155,145,29,31,99,66,190,111,182,91,233,94,308,94,217,73,197,76,175,68
8.2,Olympic Hills/Victory Heights,2611,243,96,84,118,91,0,24,116,61,30,44,100,72,101,70,40,39,91,60,305,114,259,118,341,116,405,140,191,77,248,90,170,73
8.3,Cedar Park/Meadowbrook,2158,221,59,63,21,29,68,77,51,65,12,29,79,64,8,27,51,65,100,81,64,38,272,93,291,93,347,100,232,86,219,74,284,95
9.1,Broadview/Bitter Lake,2440,246,39,49,57,47,12,27,0,27,11,27,47,45,13,32,73,52,51,44,194,82,318,125,389,120,337,138,249,115,274,104,376,99
9.2,Licton Springs,1200,208,0,17,18,30,17,31,55,52,11,22,0,17,37,45,76,90,9,18,73,63,164,113,220,100,202,86,124,68,96,59,98,76
9.3,Greenwood/Phinney Ridge,4531,306,12,33,34,47,64,47,88,58,69,53,109,60,107,66,116,58,59,52,254,125,303,95,816,174,772,175,645,148,606,154,477,115
9.4,Green Lake,2637,229,47,63,33,46,0,24,16,35,26,31,80,68,43,45,67,50,94,73,73,48,300,122,314,111,411,157,256,107,369,102,508,124
9.5,Haller Lake,1746,214,61,65,36,37,13,22,28,31,42,43,59,43,29,34,49,41,48,42,222,105,203,83,292,96,224,98,156,97,170,81,114,64
10.1,North Beach/Blue Ridge,2860,200,43,35,10,22,39,48,94,81,95,88,38,39,23,31,57,43,48,35,148,79,314,98,454,130,384,111,398,116,329,100,386,100
10.2,Whittier Heights,2516,235,67,64,0,24,11,25,25,30,29,33,27,29,52,47,73,54,62,62,121,83,268,108,525,161,446,124,339,116,256,98,215,87
10.3,Sunset Hill/Loyal Heights,3044,212,72,54,18,34,43,40,0,24,16,31,24,27,28,32,70,83,66,49,327,130,273,107,441,135,511,125,348,125,450,132,357,101
10.4,Ballard,1085,230,0,17,0,17,0,17,15,23,86,92,0,17,0,17,9,14,83,68,61,51,144,90,175,120,262,179,80,79,100,71,70,75
11.1,Fremont,2473,248,32,34,27,33,30,38,7,24,23,36,53,49,53,49,104,79,121,88,64,50,308,117,424,135,245,97,274,91,506,153,202,86
11.2,Wallingford,2178,214,67,70,8,26,45,42,41,45,24,33,84,49,40,40,107,74,32,31,71,57,109,63,205,66,270,96,187,66,335,91,553,120
11.3,Cascade/Eastlake,924,217,0,21,8,23,18,34,15,32,0,21,89,119,16,40,56,62,0,21,52,57,85,81,140,71,119,72,139,87,55,45,132,92
12.1,Magnolia,3130,223,16,30,27,46,40,45,0,24,28,32,52,43,26,37,40,37,37,42,99,82,245,97,236,115,316,109,357,125,635,175,976,177
12.2,Interbay,1708,205,8,18,22,31,0,21,13,24,0,21,115,69,38,34,90,77,41,40,89,53,79,63,320,109,212,102,293,117,95,71,293,125
12.3,Queen Anne,5947,411,90,56,39,48,52,52,99,63,88,64,171,88,67,62,85,69,89,77,276,122,405,146,843,201,768,194,552,153,848,196,1475,224
13.1,Belltown,872,207,0,21,0,21,14,25,0,21,0,21,0,21,0,21,45,72,0,21,14,25,145,100,72,70,169,58,39,46,97,83,277,110
13.2,Downtown Commercial Core,299,98,9,16,14,24,0,12,0,12,0,12,0,12,0,12,15,24,0,12,44,35,23,27,9,16,12,20,13,20,25,28,135,67
13.3,Pioneer Square/International District,84,52,0,17,0,17,8,18,0,17,5,16,0,17,0,17,8,18,6,16,11,22,22,28,0,17,0,17,0,17,24,32,0,17
