area_id,area_name,b17018001,b17018001_moe,b17018002,b17018002_moe,b17018003,b17018003_moe,b17018004,b17018004_moe,b17018005,b17018005_moe,b17018006,b17018006_moe,b17018007,b17018007_moe,b17018008,b17018008_moe,b17018009,b17018009_moe,b17018010,b17018010_moe,b17018011,b17018011_moe,b17018012,b17018012_moe,b17018013,b17018013_moe,b17018014,b17018014_moe,b17018015,b17018015_moe,b17018016,b17018016_moe,b17018017,b17018017_moe,b17018018,b17018018_moe,b17018019,b17018019_moe,b17018020,b17018020_moe,b17018021,b17018021_moe,b17018022,b17018022_moe,b17018023,b17018023_moe,b17018024,b17018024_moe,b17018025,b17018025_moe,b17018026,b17018026_moe,b17018027,b17018027_moe,b17018028,b17018028_moe,b17018029,b17018029_moe,b17018030,b17018030_moe,b17018031,b17018031_moe,b17018032,b17018032_moe,b17018033,b17018033_moe,b17018034,b17018034_moe,b17018035,b17018035_moe
1.1,Arbor Heights,1585,134,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1585,134,1344,146,23,26,165,68,334,94,822,120,241,88,72,47,0,17,21,36,27,26,24,24,169,72,0,17,38,39,72,48,59,40
1.2,Fauntleroy/Seaview,3390,270,66,53,66,53,0,24,0,24,14,29,52,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3324,271,2703,271,13,28,295,132,613,143,1782,223,621,167,74,52,0,24,0,24,20,23,54,46,547,165,0,24,57,45,264,135,226,95
1.3,West Seattle Junction/Genesee Hill,4165,272,149,92,68,50,0,29,0,29,43,47,25,34,81,80,19,39,0,29,0,29,0,29,19,39,62,72,0,29,0,29,11,30,51,72,4016,285,3213,254,59,52,258,96,760,182,2136,230,803,204,178,84,24,33,52,45,53,44,49,45,625,184,15,33,81,55,321,155,208,89
1.4,Alki/Admiral,2475,222,87,64,68,52,0,24,0,24,11,23,57,50,19,34,0,24,0,24,0,24,0,24,0,24,19,34,0,24,19,34,0,24,0,24,2388,226,2116,214,28,32,108,89,566,168,1414,188,272,124,119,102,0,24,54,86,48,57,17,26,153,69,0,24,41,48,16,30,96,55
2.1,North Delridge,979,163,32,35,0,12,0,12,0,12,0,12,0,12,32,35,15,24,0,12,0,12,0,12,15,24,17,26,0,12,17,26,0,12,0,12,947,159,740,153,54,81,69,65,280,120,337,103,207,97,98,68,0,12,14,23,7,13,77,72,109,67,13,22,0,12,30,36,66,55
2.2,High Point,1514,206,394,139,75,71,0,17,9,22,14,22,52,65,319,143,0,17,0,17,0,17,0,17,0,17,319,143,116,93,63,53,140,114,0,17,1120,183,743,143,86,61,195,95,216,89,246,102,377,145,42,38,0,17,19,28,7,17,16,30,335,139,8,18,155,121,82,70,90,61
2.3,Riverview,1096,109,81,70,0,12,0,12,0,12,0,12,0,12,81,70,0,12,0,12,0,12,0,12,0,12,81,70,16,26,9,14,56,61,0,12,1015,101,638,110,77,63,47,28,275,76,239,69,377,95,146,82,69,74,0,12,10,17,67,61,231,84,0,12,69,37,92,59,70,53
2.4,Roxhill/Westwood,2961,229,354,129,239,108,71,71,72,80,52,56,44,52,115,77,17,32,0,21,0,21,17,32,0,21,98,73,51,59,38,48,9,23,0,21,2607,251,1792,240,183,105,278,108,521,134,810,139,815,195,339,155,74,72,79,106,156,101,30,39,476,129,31,30,47,40,258,121,140,78
2.5,Highland Park,1348,186,31,28,0,21,0,21,0,21,0,21,0,21,31,28,14,26,0,21,0,21,14,26,0,21,17,30,0,21,0,21,17,30,0,21,1317,189,979,190,79,65,167,79,392,134,341,123,338,132,87,65,17,30,0,21,35,44,35,41,251,111,6,20,23,38,139,96,83,59
3.1,South Park,823,106,144,83,22,30,7,16,15,29,0,17,0,17,122,78,19,30,19,30,0,17,0,17,0,17,103,75,80,73,14,26,9,19,0,17,679,122,472,117,115,78,111,77,159,56,87,41,207,86,79,58,17,23,26,44,29,36,7,18,128,76,23,35,47,42,58,50,0,17
