area_id,area_name,b23003001,b23003001_moe,b23003002,b23003002_moe,b23003003,b23003003_moe,b23003004,b23003004_moe,b23003005,b23003005_moe,b23003006,b23003006_moe,b23003007,b23003007_moe,b23003008,b23003008_moe,b23003009,b23003009_moe,b23003010,b23003010_moe,b23003011,b23003011_moe,b23003012,b23003012_moe,b23003013,b23003013_moe,b23003014,b23003014_moe,b23003015,b23003015_moe,b23003016,b23003016_moe,b23003017,b23003017_moe,b23003018,b23003018_moe,b23003019,b23003019_moe,b23003020,b23003020_moe,b23003021,b23003021_moe,b23003022,b23003022_moe,b23003023,b23003023_moe,b23003024,b23003024_moe,b23003025,b23003025_moe,b23003026,b23003026_moe,b23003027,b23003027_moe,b23003028,b23003028_moe,b23003029,b23003029_moe,b23003030,b23003030_moe
1.1,Arbor Heights,2029,145,665,89,251,85,167,70,0,17,167,70,167,70,0,17,84,56,144,65,133,63,0,17,133,63,133,63,0,17,11,22,270,72,238,70,0,17,238,70,228,69,10,20,32,30,1364,128,1136,124,0,17,1136,124,1121,124,15,22,228,69
1.2,Fauntleroy/Seaview,4895,253,1504,159,585,176,479,158,0,24,479,158,479,158,0,24,106,83,135,68,92,59,0,24,92,59,92,59,0,24,43,37,784,181,688,179,0,24,688,179,688,179,0,24,96,56,3391,252,2972,259,0,24,2972,259,2847,259,125,69,419,140
1.3,West Seattle Junction/Genesee Hill,6280,368,2007,201,790,195,687,190,52,77,635,177,626,178,9,33,103,68,309,105,151,69,0,29,151,69,151,69,0,29,158,94,908,158,795,152,0,29,795,152,777,151,18,37,113,69,4273,386,3631,350,0,29,3631,350,3477,356,154,78,642,213
1.4,Alki/Admiral,3929,323,964,120,290,105,214,90,0,24,214,90,214,90,0,24,76,60,123,107,33,39,0,24,33,39,33,39,0,24,90,86,551,128,444,120,0,24,444,120,422,117,22,35,107,70,2965,323,2320,283,0,24,2320,283,2107,261,213,138,645,201
2.1,North Delridge,1857,199,422,130,233,118,186,114,0,12,186,114,145,96,41,62,47,43,119,58,81,65,0,12,81,65,81,65,0,12,38,50,70,63,70,63,0,12,70,63,70,63,0,12,0,12,1435,229,1141,226,0,12,1141,226,1037,227,104,81,294,119
2.2,High Point,2236,253,803,178,266,144,204,135,0,17,204,135,204,135,0,17,62,44,183,71,148,83,0,17,148,83,148,83,0,17,35,53,354,140,271,132,0,17,271,132,255,129,16,23,83,59,1433,253,1043,211,0,17,1043,211,929,204,114,91,390,140
2.3,Riverview,1516,133,609,119,152,71,92,39,0,12,92,39,83,38,9,14,60,62,114,61,114,61,0,12,114,61,114,61,0,12,0,12,343,121,282,118,0,12,282,118,282,118,0,12,61,55,907,117,797,117,0,12,797,117,771,118,26,25,110,47
2.4,Roxhill/Westwood,4392,330,1437,189,436,121,325,103,0,21,325,103,262,94,63,46,111,60,257,105,123,87,0,21,123,87,72,50,51,74,134,92,744,148,629,148,0,21,629,148,629,148,0,21,115,59,2955,374,2446,310,0,21,2446,310,2258,288,188,117,509,167
2.5,Highland Park,1808,203,509,130,221,110,184,103,0,21,184,103,184,103,0,21,37,47,119,73,100,68,0,21,100,68,83,64,17,30,19,30,169,85,147,80,0,21,147,80,147,80,0,21,22,30,1299,204,968,186,0,21,968,186,928,181,40,49,331,131
3.1,South Park,1216,184,508,97,119,59,88,44,0,17,88,44,88,44,0,17,31,44,179,86,158,84,0,17,158,84,134,85,24,41,21,26,210,78,155,64,0,17,155,64,123,51,32,41,55,53,708,174,554,148,0,17,554,148,487,113,67,65,154,72
3.2,Georgetown,335,75,83,49,48,51,18,23,0,12,18,23,18,23,0,12,30,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,23,35,23,0,12,35,23,35,23,0,12,0,12,252,67,207,64,0,12,207,64,197,53,10,19,45,29
3.3,Duwamish/SODO,658,92,126,52,6,11,6,11,0,12,6,11,6,11,0,12,0,12,5,10,5,10,0,12,5,10,5,10,0,12,0,12,115,53,115,53,0,12,115,53,115,53,0,12,0,12,532,97,433,101,0,12,433,101,408,98,25,34,99,42
3.4,South Beacon Hill/NewHolly,4394,386,1702,207,305,120,189,87,0,24,189,87,147,72,42,45,116,90,521,159,421,157,0,24,421,157,383,151,38,39,100,61,876,196,702,188,0,24,702,188,691,187,11,28,174,81,2692,354,2077,305,0,24,2077,305,1846,281,231,110,615,157
3.5,Beacon Hill,2876,290,895,149,406,148,156,89,0,17,156,89,149,89,7,16,250,127,158,87,126,85,0,17,126,85,87,73,39,42,32,38,331,105,306,103,0,17,306,103,288,99,18,33,25,30,1981,290,1586,285,0,17,1586,285,1513,285,73,52,395,164
3.6,North Beacon Hill/Jefferson Park,4201,317,1463,179,538,174,432,156,0,24,432,156,432,156,0,24,106,70,365,131,325,153,0,24,325,153,325,153,0,24,40,68,560,173,484,158,0,24,484,158,434,148,50,63,76,62,2738,312,2164,289,0,24,2164,289,2099,285,65,48,574,172
4.1,Rainier Beach,4773,361,1524,236,354,135,248,108,0,27,248,108,236,106,12,30,106,83,349,173,269,155,0,27,269,155,222,139,47,73,80,85,821,227,679,211,0,27,679,211,651,209,28,43,142,87,3249,338,2590,306,0,27,2590,306,2323,287,267,126,659,212
4.2,Columbia City,5609,408,1599,233,606,189,449,173,0,27,449,173,353,139,96,107,157,94,352,133,268,123,0,27,268,123,237,113,31,54,84,55,641,162,524,150,0,27,524,150,518,152,6,30,117,59,4010,431,3052,392,0,27,3052,392,2742,344,310,163,958,243
4.3,Seward Park,2842,193,912,134,285,96,209,80,0,17,209,80,209,80,0,17,76,50,230,72,103,56,11,22,92,54,92,54,0,17,127,73,397,120,363,122,0,17,363,122,363,122,0,17,34,29,1930,224,1550,195,0,17,1550,195,1446,185,104,65,380,127
4.4,Mt. Baker/North Rainier,1980,231,596,123,187,103,164,100,0,17,164,100,164,100,0,17,23,26,60,50,21,33,0,17,21,33,21,33,0,17,39,38,349,113,260,93,0,17,260,93,247,98,13,21,89,71,1384,235,1165,231,0,17,1165,231,1058,188,107,101,219,79
5.1,Madrona/Leschi,3460,294,1155,171,532,159,399,150,0,21,399,150,399,150,0,21,133,72,156,91,124,95,0,21,124,95,108,91,16,28,32,38,467,104,358,92,0,21,358,92,358,92,0,21,109,58,2305,290,1796,283,0,21,1796,283,1758,279,38,46,509,221
5.2,Judkins Park,756,119,171,61,79,55,53,44,0,12,53,44,44,41,9,15,26,31,11,18,11,18,0,12,11,18,11,18,0,12,0,12,81,48,63,46,0,12,63,46,41,45,22,29,18,29,585,119,489,112,0,12,489,112,413,98,76,46,96,50
5.3,Central Area/Squire Park,6369,439,1077,159,432,130,307,111,0,24,307,111,279,110,28,35,125,74,212,105,177,98,0,24,177,98,177,98,0,24,35,47,433,129,359,122,0,24,359,122,315,109,44,57,74,54,5292,428,4550,376,0,24,4550,376,4238,349,312,152,742,197
6.1,First Hill,3900,332,272,107,159,88,123,82,0,24,123,82,95,69,28,51,36,38,7,25,7,25,0,24,7,25,7,25,0,24,0,24,106,75,60,61,0,24,60,61,54,60,6,24,46,44,3628,329,2911,279,0,24,2911,279,2759,268,152,77,717,178
6.2,Capitol Hill,8345,576,595,186,470,194,216,121,0,29,216,121,216,121,0,29,254,167,17,39,0,29,0,29,0,29,0,29,0,29,17,39,108,81,92,76,0,29,92,76,92,76,0,29,16,37,7750,557,6889,564,0,29,6889,564,6573,565,316,206,861,206
6.3,North Capitol Hill,1392,144,156,54,58,51,58,51,0,12,58,51,58,51,0,12,0,12,31,25,11,19,0,12,11,19,11,19,0,12,20,20,67,33,45,30,0,12,45,30,45,30,0,12,22,26,1236,142,1072,126,0,12,1072,126,1057,128,15,24,164,72
6.4,Miller Park,2347,226,633,91,197,69,158,64,0,17,158,64,158,64,0,17,39,29,117,55,53,38,0,17,53,38,42,34,11,20,64,39,319,71,263,73,0,17,263,73,246,72,17,24,56,31,1714,216,1415,202,0,17,1415,202,1359,200,56,40,299,116
6.5,Madison Park,1711,197,502,134,82,89,82,89,0,17,82,89,82,89,0,17,0,17,83,55,71,49,0,17,71,49,71,49,0,17,12,20,337,90,221,81,0,17,221,81,208,78,13,20,116,61,1209,183,869,191,0,17,869,191,837,189,32,34,340,135
7.1,Montlake/Portage Bay,3803,339,641,80,250,78,165,67,0,21,165,67,150,63,15,28,85,46,113,51,71,43,0,21,71,43,60,42,11,23,42,35,278,69,200,65,0,21,200,65,200,65,0,21,78,47,3162,351,2817,318,0,21,2817,318,2666,302,151,99,345,114
7.2,University District,4213,665,346,66,125,91,109,89,0,29,109,89,109,89,0,29,16,35,46,45,46,45,0,29,46,45,46,45,0,29,0,29,175,73,140,68,0,29,140,68,140,68,0,29,35,44,3867,670,2857,588,0,29,2857,588,2495,457,362,217,1010,261
7.3,Ravenna/Bryant,8406,439,2298,167,899,159,678,144,0,32,678,144,672,144,6,31,221,80,384,95,311,97,0,32,311,97,293,98,18,34,73,50,1015,142,760,125,0,32,760,125,743,126,17,33,255,98,6108,466,4938,420,0,32,4938,420,4676,393,262,127,1170,287
