area_id,area_name,b17016001,b17016001_moe,b17016002,b17016002_moe,b17016003,b17016003_moe,b17016004,b17016004_moe,b17016005,b17016005_moe,b17016006,b17016006_moe,b17016007,b17016007_moe,b17016008,b17016008_moe,b17016009,b17016009_moe,b17016010,b17016010_moe,b17016011,b17016011_moe,b17016012,b17016012_moe,b17016013,b17016013_moe,b17016014,b17016014_moe,b17016015,b17016015_moe,b17016016,b17016016_moe,b17016017,b17016017_moe,b17016018,b17016018_moe,b17016019,b17016019_moe,b17016020,b17016020_moe,b17016021,b17016021_moe,b17016022,b17016022_moe,b17016023,b17016023_moe,b17016024,b17016024_moe,b17016025,b17016025_moe,b17016026,b17016026_moe,b17016027,b17016027_moe,b17016028,b17016028_moe,b17016029,b17016029_moe,b17016030,b17016030_moe,b17016031,b17016031_moe,b17016032,b17016032_moe,b17016033,b17016033_moe,b17016034,b17016034_moe,b17016035,b17016035_moe,b17016036,b17016036_moe,b17016037,b17016037_moe,b17016038,b17016038_moe,b17016039,b17016039_moe,b17016040,b17016040_moe,b17016041,b17016041_moe,b17016042,b17016042_moe,b17016043,b17016043_moe,b17016044,b17016044_moe,b17016045,b17016045_moe,b17016046,b17016046_moe,b17016047,b17016047_moe
4.4,Mt. Baker/North Rainier,1352,153,104,65,16,25,0,17,0,17,0,17,0,17,16,25,0,17,0,17,16,25,0,17,0,17,0,17,0,17,88,62,61,51,0,17,0,17,61,51,27,31,0,17,14,22,13,21,1248,175,901,149,390,122,179,81,95,54,116,91,391,107,246,93,82,49,63,46,120,61,59,48,0,17,61,44,347,137,70,54,70,54,0,17,0,17,277,138,177,121,63,48,37,36
5.1,Madrona/Leschi,2490,254,208,137,107,109,16,30,16,30,0,21,0,21,63,104,0,21,63,104,0,21,28,32,15,26,0,21,13,24,101,79,0,21,0,21,0,21,0,21,101,79,0,21,29,35,72,75,2282,224,1886,211,1258,185,614,150,314,126,330,148,346,110,187,84,102,54,57,47,282,103,128,71,20,35,134,73,396,171,45,43,45,43,0,21,0,21,351,166,205,124,98,99,48,42
5.2,Judkins Park,450,101,59,36,39,34,20,26,0,12,0,12,20,26,0,12,0,12,0,12,0,12,19,20,0,12,0,12,19,20,20,21,0,12,0,12,0,12,0,12,20,21,0,12,0,12,20,21,391,107,309,93,135,62,94,56,32,24,9,15,85,51,23,27,14,22,48,38,89,59,16,26,32,46,41,23,82,59,14,22,0,12,0,12,14,22,68,55,24,29,37,46,7,14
5.3,Central Area/Squire Park,2887,243,198,108,56,44,20,36,0,24,0,24,20,36,11,27,0,24,11,27,0,24,25,34,12,27,0,24,13,27,142,101,48,60,0,24,34,58,14,30,94,81,0,24,0,24,94,81,2689,234,1915,214,1304,204,717,169,331,122,256,109,368,112,174,77,107,61,87,59,243,87,132,74,30,37,81,47,774,171,211,91,110,61,51,55,50,58,563,151,273,107,146,89,144,85
6.1,First Hill,1417,199,313,92,115,55,0,24,0,24,0,24,0,24,13,29,0,24,13,29,0,24,102,51,22,37,21,34,59,36,198,80,60,49,0,24,49,45,11,27,138,79,0,24,55,61,83,53,1104,186,905,168,466,133,295,115,125,75,46,42,261,103,154,88,60,43,47,39,178,63,0,24,0,24,178,63,199,79,117,69,20,27,90,67,7,24,82,64,57,56,25,35,0,24
6.2,Capitol Hill,2188,369,162,115,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,162,115,0,29,0,29,0,29,0,29,162,115,52,61,56,92,54,57,2026,362,1761,348,1033,261,465,186,351,194,217,108,544,222,168,106,335,190,41,58,184,99,16,36,66,65,102,70,265,138,89,83,30,42,0,29,59,78,176,113,122,108,38,42,16,35
6.3,North Capitol Hill,727,127,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,16,25,0,12,0,12,16,25,711,121,682,121,387,113,196,102,69,51,122,68,109,67,49,46,46,44,14,23,186,109,34,34,96,91,56,42,29,34,0,12,0,12,0,12,0,12,29,34,0,12,0,12,29,34
6.4,Miller Park,1365,136,22,26,11,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,21,0,17,0,17,11,21,11,20,0,17,0,17,0,17,0,17,11,20,0,17,11,20,0,17,1343,131,1190,123,706,114,349,96,163,65,194,66,359,97,279,89,60,41,20,19,125,58,57,40,16,26,52,38,153,73,55,47,19,24,19,32,17,21,98,61,63,53,8,17,27,25
6.5,Madison Park,1217,182,18,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,27,0,17,0,17,0,17,0,17,18,27,0,17,0,17,18,27,1199,183,1070,178,563,151,260,112,151,70,152,72,236,98,66,46,56,46,114,65,271,85,72,44,10,16,189,67,129,68,37,36,20,24,0,17,17,27,92,62,31,36,45,41,16,26
7.1,Montlake/Portage Bay,2107,213,46,47,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,46,47,0,21,0,21,0,21,0,21,46,47,0,21,38,47,8,21,2061,218,1685,185,806,151,412,105,287,104,107,51,484,145,264,101,155,66,65,72,395,103,143,66,35,33,217,72,376,142,113,61,101,58,12,22,0,21,263,121,99,60,129,102,35,33
7.2,University District,1138,181,162,91,31,39,0,29,0,29,0,29,0,29,31,39,0,29,17,36,14,33,0,29,0,29,0,29,0,29,131,85,114,81,0,29,88,78,26,34,17,29,0,29,17,29,0,29,976,149,813,140,526,139,328,106,140,74,58,51,207,116,70,53,93,99,44,51,80,62,52,49,0,29,28,40,163,73,49,53,26,38,23,45,0,29,114,56,46,44,55,44,13,32
7.3,Ravenna/Bryant,4872,251,175,75,75,54,0,32,0,32,0,32,0,32,37,41,0,32,16,37,21,37,38,43,0,32,13,34,25,37,100,57,42,46,0,32,22,38,20,41,58,40,13,33,29,36,16,33,4697,254,4208,269,2551,241,1341,195,887,171,323,113,1076,180,571,128,384,115,121,65,581,133,194,80,60,49,327,96,489,142,49,44,25,35,16,38,8,31,440,136,249,101,102,75,89,58
7.4,Wedgwood/View Ridge,3927,197,72,41,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,0,27,11,29,0,27,61,40,25,33,0,27,25,33,0,27,36,35,0,27,8,27,28,32,3855,197,3230,196,1527,185,785,155,436,108,306,98,908,163,461,115,273,85,174,84,795,151,348,110,92,57,355,89,625,157,195,104,175,101,11,29,9,28,430,122,247,96,74,41,109,64
7.5,Laurelhurst/Sand Point,2695,190,145,70,51,35,23,28,0,21,9,22,14,27,0,21,0,21,0,21,0,21,28,33,0,21,16,27,12,23,94,64,10,22,0,21,0,21,10,22,84,62,0,21,84,62,0,21,2550,183,2207,189,1299,185,604,138,364,111,331,107,509,129,306,104,84,46,119,62,399,118,177,89,67,49,155,61,343,116,121,70,77,57,0,21,44,36,222,90,125,69,64,48,33,34
8.1,Northgate/Maple Leaf,2868,271,193,92,77,56,0,24,0,24,0,24,0,24,26,34,0,24,14,30,12,28,51,50,0,24,11,28,40,48,116,74,20,27,0,24,0,24,20,27,96,70,16,30,45,58,35,36,2675,269,2049,248,1163,200,455,115,486,170,222,102,420,109,237,84,145,64,38,40,466,155,239,125,25,28,202,87,626,163,246,108,121,69,69,72,56,57,380,143,159,83,130,100,91,55
8.2,Olympic Hills/Victory Heights,3632,274,339,129,141,77,0,24,0,24,0,24,0,24,32,42,0,24,16,33,16,33,109,68,0,24,0,24,109,68,198,103,63,74,0,24,63,74,0,24,135,75,18,30,33,31,84,67,3293,256,2459,228,1518,234,754,182,490,153,274,114,514,136,306,113,208,86,0,24,427,111,103,65,73,55,251,89,834,202,268,116,121,81,75,68,72,75,566,170,279,119,178,98,109,71
8.3,Cedar Park/Meadowbrook,2665,229,223,116,91,55,10,29,0,27,0,27,10,29,60,52,0,27,9,26,51,50,21,27,0,27,8,27,13,27,132,112,11,29,0,27,11,29,0,27,121,112,0,27,83,78,38,58,2442,209,1991,197,1055,152,530,124,347,94,178,82,522,141,287,101,149,90,86,48,414,113,174,88,44,36,196,68,451,136,165,88,124,78,23,33,18,31,286,107,136,81,130,77,20,31
9.1,Broadview/Bitter Lake,2993,252,194,108,48,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,48,47,0,27,0,27,48,47,146,98,0,27,0,27,0,27,0,27,146,98,5,26,48,48,93,92,2799,253,2337,231,1263,195,630,169,408,101,225,83,584,132,301,112,197,91,86,54,490,125,176,81,33,34,281,98,462,157,107,76,86,74,11,29,10,26,355,134,245,117,15,31,95,68
9.2,Licton Springs,1744,248,138,82,81,69,0,17,0,17,0,17,0,17,69,65,0,17,16,28,53,60,12,26,0,17,0,17,12,26,57,48,0,17,0,17,0,17,0,17,57,48,23,27,0,17,34,42,1606,233,1313,228,796,196,309,132,337,142,150,83,372,148,240,126,120,83,12,23,145,86,39,39,26,29,80,56,293,103,66,45,52,41,0,17,14,24,227,91,125,71,72,59,30,35
9.3,Greenwood/Phinney Ridge,5397,306,199,98,67,54,0,29,0,29,0,29,0,29,49,46,0,29,15,36,34,41,18,40,0,29,0,29,18,40,132,86,25,39,0,29,11,32,14,34,107,81,9,31,12,33,86,77,5198,323,4445,325,2415,271,1222,214,703,157,490,131,1279,229,816,178,360,125,103,55,751,161,311,110,87,52,353,100,753,155,158,83,70,68,63,54,25,32,595,143,268,91,181,76,146,76
9.4,Green Lake,2937,232,100,77,66,66,0,24,0,24,0,24,0,24,57,65,0,24,50,63,7,24,9,25,0,24,0,24,9,25,34,46,8,25,0,24,0,24,8,25,26,44,0,24,26,44,0,24,2837,240,2385,228,1396,186,750,148,408,134,238,104,718,171,317,121,237,99,164,108,271,93,92,59,50,41,129,64,452,128,101,52,65,48,25,31,11,27,351,119,106,57,198,107,47,57
9.5,Haller Lake,2381,228,129,79,57,64,0,21,0,21,0,21,0,21,39,61,0,21,0,21,39,61,18,19,11,23,0,21,7,16,72,48,34,35,0,21,0,21,34,35,38,39,0,21,14,26,24,36,2252,211,1891,227,1122,227,576,155,331,147,215,103,474,132,251,105,189,86,34,31,295,98,118,67,18,24,159,67,361,113,146,77,114,66,19,32,13,22,215,93,151,83,12,25,52,37
10.1,North Beach/Blue Ridge,3159,193,62,41,33,35,19,28,0,21,19,28,0,21,14,29,0,21,14,29,0,21,0,21,0,21,0,21,0,21,29,29,10,22,0,21,0,21,10,22,19,27,0,21,0,21,19,27,3097,193,2650,201,1399,175,642,151,398,117,359,118,690,146,365,110,269,117,56,42,561,99,185,74,44,39,332,80,447,132,105,67,77,62,28,30,0,21,342,118,140,62,154,92,48,39
10.2,Whittier Heights,2878,246,84,69,27,34,17,29,17,29,0,24,0,24,0,24,0,24,0,24,0,24,10,24,0,24,10,24,0,24,57,59,26,34,0,24,12,25,14,28,31,51,0,24,0,24,31,51,2794,242,2292,244,1415,205,813,173,464,135,138,74,618,154,392,130,168,79,58,47,259,79,113,53,16,29,130,58,502,167,171,105,140,96,31,40,0,24,331,121,155,69,114,97,62,54
10.3,Sunset Hill/Loyal Heights,3269,202,106,66,80,60,0,24,0,24,0,24,0,24,18,34,18,34,0,24,0,24,62,52,0,24,29,43,33,37,26,29,0,24,0,24,0,24,0,24,26,29,0,24,15,29,11,24,3163,210,2671,216,1583,209,780,171,575,148,228,96,742,167,401,117,234,116,107,66,346,98,50,40,91,55,205,81,492,146,186,108,105,82,54,68,27,30,306,108,221,88,28,34,57,47
10.4,Ballard,1233,229,36,42,36,42,19,32,0,17,0,17,19,32,0,17,0,17,0,17,0,17,17,27,0,17,17,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1197,226,894,201,636,209,349,182,229,127,58,54,117,75,54,52,63,68,0,17,141,91,83,67,19,30,39,47,303,133,78,71,25,41,34,52,19,30,225,106,158,98,52,52,15,23
11.1,Fremont,2776,260,76,53,44,43,0,24,0,24,0,24,0,24,44,43,0,24,31,37,13,28,0,24,0,24,0,24,0,24,32,38,0,24,0,24,0,24,0,24,32,38,0,24,13,30,19,31,2700,257,2292,248,1387,216,729,176,395,111,263,124,642,155,255,96,297,106,90,61,263,98,152,77,46,43,65,50,408,115,148,79,107,69,24,33,17,33,260,96,144,80,72,44,44,42
11.2,Wallingford,2475,231,131,96,43,44,0,27,0,27,0,27,0,27,17,33,0,27,17,33,0,27,26,35,0,27,0,27,26,35,88,89,38,64,0,27,38,64,0,27,50,66,0,27,50,66,0,27,2344,198,1949,187,1169,163,674,133,310,93,185,86,541,122,263,81,262,88,16,30,239,69,99,49,39,37,101,52,395,121,165,88,83,56,74,70,8,27,230,85,35,36,161,74,34,33
11.3,Cascade/Eastlake,1426,294,179,144,48,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,48,46,0,21,0,21,48,46,131,139,81,127,0,21,0,21,81,127,50,59,0,21,50,59,0,21,1247,267,1012,243,557,194,289,156,163,89,105,96,304,147,120,93,77,70,107,88,151,60,10,25,33,32,108,52,235,144,125,116,125,116,0,21,0,21,110,80,30,36,69,70,11,25
12.1,Magnolia,3302,225,43,55,27,46,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,27,46,27,46,0,24,0,24,16,30,16,30,0,24,0,24,16,30,0,24,0,24,0,24,0,24,3259,228,3020,223,1830,228,913,174,446,143,471,135,614,138,283,113,211,82,120,67,576,126,237,97,50,46,289,93,239,98,70,52,55,47,0,24,15,29,169,86,133,88,17,21,19,28
12.2,Interbay,2040,217,30,30,21,25,0,21,0,21,0,21,0,21,21,25,0,21,8,18,13,27,0,21,0,21,0,21,0,21,9,23,0,21,0,21,0,21,0,21,9,23,0,21,9,23,0,21,2010,217,1692,206,878,174,462,137,271,115,145,88,542,171,309,144,134,83,99,76,272,103,131,80,32,38,109,63,318,115,52,63,52,63,0,21,0,21,266,100,132,75,52,43,82,56
12.3,Queen Anne,6804,416,157,76,99,62,31,47,0,40,14,42,17,44,0,40,0,40,0,40,0,40,68,57,0,40,15,44,53,53,58,51,0,40,0,40,0,40,0,40,58,51,8,38,50,50,0,40,6647,414,5999,414,3450,347,1660,263,1117,226,673,184,1466,250,750,169,562,159,154,88,1083,208,451,160,106,60,526,148,648,179,184,84,153,79,20,43,11,42,464,162,342,148,69,59,53,53
13.1,Belltown,1111,234,59,73,27,46,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,27,46,0,21,27,46,0,21,32,56,32,56,0,21,0,21,32,56,0,21,0,21,0,21,0,21,1052,216,984,207,574,194,280,141,261,132,33,40,236,85,168,44,45,69,23,26,174,105,14,27,25,32,135,101,68,52,0,21,0,21,0,21,0,21,68,52,54,48,0,21,14,25
13.2,Downtown Commercial Core,440,138,83,59,74,59,13,20,0,12,0,12,13,20,0,12,0,12,0,12,0,12,61,53,0,12,0,12,61,53,9,16,0,12,0,12,0,12,0,12,9,16,0,12,9,16,0,12,357,119,357,119,170,76,102,56,54,46,14,21,116,73,65,66,25,29,26,20,71,45,12,19,13,22,46,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,750,142,306,122,190,95,13,19,13,19,0,17,0,17,16,19,1,14,8,18,7,18,161,90,0,17,34,36,127,84,116,81,31,49,0,17,31,49,0,17,85,66,28,48,51,49,6,15,444,100,344,95,148,59,106,51,14,22,28,24,127,58,41,37,44,39,42,32,69,43,11,18,9,19,49,40,100,56,30,30,8,18,14,23,8,19,70,43,42,37,28,25,0,17
